data_year,criminal_act_id,offense_id
2021,6,174700502
2021,6,174700503
2021,6,174700483
2021,6,174700485
2021,6,174700486
2021,6,174700487
2021,6,174700348
2021,6,174700349
2021,6,174700507
2021,9,174700508
2021,6,174700359
2021,6,177516379
2021,6,177516380
2021,6,174700491
2021,6,174700492
2021,6,174700509
2021,8,174700494
2021,9,176217705
2021,9,176217706
2021,6,176217707
2021,6,176217708
2021,6,176217709
2021,8,176217740
2021,6,176217741
2021,8,176217711
2021,6,176217712
2021,6,176217742
2021,6,176217743
2021,6,176217713
2021,6,176217714
2021,6,176217744
2021,6,176217725
2021,6,176217726
2021,6,176217715
2021,9,176217695
2021,9,176217718
2021,6,176217728
2021,8,176217696
2021,6,179627151
2021,6,179627152
2021,6,176217697
2021,3,177518125
2021,6,177518126
2021,6,176217719
2021,6,176217734
2021,6,176217735
2021,6,176217748
2021,6,176217749
2021,6,176217750
2021,6,176217701
2021,6,176217702
2021,9,176217720
2021,3,176217721
2021,9,176217722
2021,6,176217738
2021,6,176217723
2021,6,176217753
2021,6,176217754
2021,6,179627212
2021,6,168657611
2021,6,168657612
2021,3,165137639
2021,6,165137639
2021,7,165137639
2021,3,165137642
2021,6,165137642
2021,3,168657601
2021,6,168657601
2021,6,168657602
2021,6,168657591
2021,8,168657591
2021,6,168657592
2021,8,168657592
2021,3,174891575
2021,8,174891575
2021,3,174891588
2021,8,174891588
2021,3,174891600
2021,3,168657600
2021,6,168657600
2021,8,168657600
2021,3,174891579
2021,6,174891579
2021,6,179998611
2021,3,174891558
2021,3,174891554
2021,1,174891556
2021,3,174891556
2021,3,168657594
2021,6,168657594
2021,3,168657599
2021,6,168657599
2021,3,160649201
2021,6,160649201
2021,8,160649201
2021,3,160652144
2021,6,160652144
2021,3,165137397
2021,6,165137397
2021,3,160652138
2021,6,160652138
2021,8,160652138
2021,3,165137398
2021,6,165137398
2021,3,165137400
2021,6,165137400
2021,6,165137401
2021,3,165137399
2021,6,165137399
2021,3,165137644
2021,6,165137644
2021,6,165137636
2021,6,165137637
2021,3,165137643
2021,6,165137643
2021,7,165137643
2021,3,165137645
2021,6,165137645
2021,3,165137640
2021,6,165137640
2021,6,165137646
2021,6,165137647
2021,6,165137638
2021,1,168657596
2021,6,168657596
2021,1,168657604
2021,3,168657604
2021,6,168657604
2021,6,168657605
2021,8,168657605
2021,6,168657606
2021,3,168657595
2021,6,168657595
2021,7,168657595
2021,6,168657593
2021,3,168657607
2021,6,168657607
2021,7,168657607
2021,3,168657608
2021,6,168657608
2021,8,168657608
2021,6,168657609
2021,8,168657609
2021,1,168657610
2021,6,168657610
2021,6,168657597
2021,6,168657598
2021,6,174891593
2021,6,179563466
2021,6,179563467
2021,3,174891604
2021,8,174891604
2021,1,174891596
2021,8,174891596
2021,1,174891574
2021,3,174891574
2021,3,174891568
2021,8,174891568
2021,3,174891577
2021,6,174891577
2021,3,174891585
2021,3,174891563
2021,3,174891565
2021,6,174891565
2021,6,174891566
2021,6,179563475
2021,6,179563476
2021,6,179563477
2021,3,179998605
2021,6,179998605
2021,3,179563551
2021,6,179563551
2021,6,179563552
2021,6,179563553
2021,3,179563549
2021,6,179563549
2021,6,179563550
2021,6,179563472
2021,3,174891602
2021,6,174891602
2021,6,179563473
2021,3,174891551
2021,6,174891551
2021,6,174891552
2021,6,179998598
2021,6,179998599
2021,3,179563468
2021,6,179563468
2021,6,179563469
2021,3,174891541
2021,6,174891541
2021,6,174891542
2021,6,174891582
2021,6,174891583
2021,6,174891545
2021,6,174891546
2021,6,161640701
2021,6,165946892
2021,6,163252506
2021,6,163252507
2021,6,161640712
2021,6,161640714
2021,6,161640715
2021,6,161640716
2021,8,161640717
2021,6,161640720
2021,6,161640719
2021,6,163252508
2021,6,163252509
2021,6,163245216
2021,6,163245218
2021,6,161641564
2021,6,163245224
2021,6,163245225
2021,6,161641570
2021,6,163245230
2021,6,161640739
2021,6,161641573
2021,6,161641574
2021,6,161640746
2021,6,163245240
2021,6,161641582
2021,6,161641583
2021,6,163245248
2021,6,164495145
2021,3,163245253
2021,6,163245254
2021,6,163252520
2021,6,164495148
2021,6,161641601
2021,6,161641602
2021,6,164495149
2021,6,165946896
2021,6,165946897
2021,6,161641605
2021,6,161641606
2021,6,161640805
2021,6,163245272
2021,6,163245284
2021,6,165946898
2021,6,165946899
2021,6,161640827
2021,6,161640825
2021,6,161640826
2021,6,161641629
2021,6,161641630
2021,3,161641632
2021,6,164495159
2021,6,164495160
2021,6,164495161
2021,6,164495162
2021,6,161641639
2021,6,164495163
2021,6,164495164
2021,6,161641644
2021,6,161641645
2021,8,161640844
2021,3,161641656
2021,6,165946902
2021,6,164495171
2021,6,164495172
2021,3,161640858
2021,6,165946903
2021,6,165946904
2021,6,164495175
2021,6,164495176
2021,6,161641676
2021,6,165946905
2021,6,165946906
2021,6,165946907
2021,6,165946908
2021,8,165946909
2021,6,164495182
2021,6,164495183
2021,6,161641684
2021,6,161641687
2021,6,161640885
2021,6,161640886
2021,3,161641690
2021,6,164495185
2021,6,161641693
2021,6,161640888
2021,3,164495343
2021,6,164495344
2021,3,161640891
2021,6,163252583
2021,6,161640894
2021,3,161641705
2021,3,161641706
2021,6,165946912
2021,6,165946913
2021,6,165946914
2021,6,164495189
2021,6,164495190
2021,6,163252587
2021,6,163252588
2021,6,165946915
2021,6,165946916
2021,6,161641722
2021,6,161641723
2021,6,163252597
2021,6,163252598
2021,6,163252599
2021,6,165946917
2021,6,165946918
2021,6,161640919
2021,6,163245329
2021,6,163245330
2021,6,164495196
2021,6,164495197
2021,6,161640927
2021,6,161640928
2021,6,161641741
2021,6,161641742
2021,8,161640929
2021,6,161640930
2021,6,165946920
2021,3,164495199
2021,6,164495200
2021,6,164495201
2021,8,161641751
2021,6,163245338
2021,6,165946921
2021,5,163252608
2021,6,161641757
2021,6,164495205
2021,6,164495206
2021,6,164495207
2021,6,163252618
2021,6,163252619
2021,8,163252620
2021,8,165946923
2021,6,161640966
2021,6,161640967
2021,6,161640968
2021,6,163245342
2021,6,164495248
2021,6,164495249
2021,6,166197173
2021,8,166197173
2021,6,166197174
2021,6,166197176
2021,6,165946929
2021,6,165946930
2021,6,161640979
2021,6,161640980
2021,6,165946933
2021,6,164495260
2021,6,161641774
2021,8,161641775
2021,6,161641002
2021,8,164495262
2021,3,161641004
2021,6,163245356
2021,6,165946939
2021,6,165946940
2021,6,164495268
2021,6,165946941
2021,6,165946942
2021,6,161641796
2021,6,161641797
2021,6,164495273
2021,6,163245371
2021,6,165946943
2021,6,165946944
2021,6,163245379
2021,6,165946946
2021,6,165946947
2021,6,161641809
2021,6,165946948
2021,6,165946949
2021,6,161641034
2021,6,161641035
2021,6,161641036
2021,6,165946950
2021,6,163245389
2021,8,161641824
2021,6,165946951
2021,6,165946952
2021,6,164495285
2021,6,161641057
2021,6,163245399
2021,3,163245401
2021,6,163245401
2021,3,163245402
2021,6,163245402
2021,6,161641834
2021,6,165946954
2021,6,165946955
2021,6,161641071
2021,8,163245409
2021,6,161641080
2021,6,161641081
2021,6,164495293
2021,6,164495294
2021,6,163245419
2021,6,163245420
2021,6,164495297
2021,6,164495298
2021,8,164495300
2021,3,164495302
2021,6,161641112
2021,6,161641113
2021,6,163252728
2021,6,161641858
2021,6,161641120
2021,6,161641121
2021,3,161641123
2021,6,163252736
2021,8,163245486
2021,6,163245487
2021,6,163252749
2021,6,161641883
2021,6,161641884
2021,6,163252755
2021,6,161641885
2021,6,161641887
2021,6,165946962
2021,6,161641898
2021,6,161641903
2021,6,161641902
2021,6,165946964
2021,6,163245502
2021,6,165946967
2021,6,164495316
2021,6,164495317
2021,6,164495318
2021,6,164495319
2021,6,165946970
2021,6,165946971
2021,6,164495323
2021,6,164495324
2021,8,165946972
2021,6,165946976
2021,6,165946977
2021,6,163245525
2021,6,163245534
2021,6,163245537
2021,6,163245538
2021,6,165946986
2021,8,165946986
2021,6,165946987
2021,6,164495359
2021,8,163252832
2021,6,165946991
2021,6,165946992
2021,6,165946995
2021,6,165946996
2021,6,163245586
2021,8,163245589
2021,6,163252865
2021,6,163252866
2021,8,163252867
2021,6,165946998
2021,6,165946999
2021,6,164495380
2021,6,164495381
2021,6,165947002
2021,6,165947003
2021,6,164495388
2021,6,165947007
2021,6,165947008
2021,6,165947009
2021,6,165947010
2021,6,163245639
2021,6,163252946
2021,8,165947011
2021,6,165947012
2021,3,165947013
2021,1,163245644
2021,6,164495453
2021,6,164495454
2021,6,163245650
2021,6,163245651
2021,6,163245652
2021,8,164495458
2021,6,165947016
2021,6,163245747
2021,6,164495464
2021,6,165947018
2021,6,165947019
2021,6,165947020
2021,6,165947022
2021,6,165947023
2021,6,165947024
2021,6,165947027
2021,6,165947028
2021,8,164495476
2021,6,165947030
2021,6,165947031
