data_year,suspect_using_id,offense_id
2021,4,175868995
2021,4,175868996
2021,4,162951831
2021,3,161291941
2021,4,164376539
2021,4,164376540
2021,3,162951859
2021,4,162945940
2021,4,164376541
2021,4,162951862
2021,4,164376550
2021,4,165316371
2021,4,177663888
2021,4,177663889
2021,4,164376553
2021,4,178231416
2021,4,164376555
2021,4,164376556
2021,4,164376557
2021,1,164376558
2021,4,164376559
2021,4,164376560
2021,4,165316376
2021,4,165316377
2021,1,165316378
2021,4,167965249
2021,4,177663890
2021,4,177663894
2021,4,177663895
2021,4,165316383
2021,4,165316384
2021,4,166671422
2021,4,177663896
2021,4,165316385
2021,4,167965250
2021,4,167965251
2021,1,165316386
2021,4,165316387
2021,4,167965252
2021,4,167965253
2021,3,166671426
2021,4,166671427
2021,4,166671423
2021,4,166671428
2021,4,166671429
2021,4,167965254
2021,1,166671431
2021,1,167965255
2021,4,167965256
2021,3,167965257
2021,4,167965258
2021,4,167965259
2021,4,167965261
2021,4,167965262
2021,4,167965263
2021,4,167965264
2021,3,167965265
2021,4,167965260
2021,4,167965266
2021,4,169330468
2021,1,167965267
2021,4,167965268
2021,4,167965269
2021,3,167965270
2021,3,167965271
2021,4,169330469
2021,4,169330470
2021,3,169330471
2021,3,169330472
2021,3,169330473
2021,4,170401286
2021,4,170401288
2021,4,170401287
2021,4,170401289
2021,4,173481474
2021,4,171541295
2021,4,171544025
2021,4,171541296
2021,4,171541297
2021,4,171541298
2021,4,171541299
2021,4,171541300
2021,4,171541301
2021,3,171541303
2021,1,171541302
2021,4,171541304
2021,4,177663898
2021,4,177663899
2021,4,177663900
2021,4,171541305
2021,2,171541306
2021,4,174493908
2021,1,171541307
2021,4,175869003
2021,4,173481488
2021,4,173481489
2021,4,173481490
2021,4,173481484
2021,4,173481491
2021,4,174493909
2021,4,173481495
2021,4,175868997
2021,4,174493911
2021,4,174493912
2021,4,174493913
2021,4,174493914
2021,4,174493916
2021,4,174493915
2021,4,175869005
2021,4,177663908
2021,1,175869006
2021,1,175869009
2021,1,175869010
2021,3,175869010
2021,4,175869008
2021,4,175869007
2021,1,177663912
2021,1,164496845
2021,1,165179383
2021,4,166276463
2021,4,166276464
2021,4,166276462
2021,3,166276465
2021,3,166276466
2021,1,167963511
2021,1,162961654
2021,3,165902235
2021,4,164380091
2021,4,161675784
2021,4,161675785
2021,4,177642685
2021,4,162961649
2021,4,161675783
2021,3,162956958
2021,4,162956959
2021,4,171005098
2021,3,164380090
2021,3,166507849
2021,3,166507850
2021,4,167963513
2021,3,166507846
2021,3,166507847
2021,3,166507848
2021,4,167963512
2021,4,171005096
2021,4,169846145
2021,4,169846144
2021,4,165902233
2021,4,161630488
2021,4,161630487
2021,4,161630485
2021,3,161632009
2021,4,161632010
2021,3,163462107
2021,3,163462108
2021,1,163466358
2021,4,164556016
2021,3,166822566
2021,4,164556010
2021,4,164556011
2021,4,164556012
2021,4,164556013
2021,4,164556014
2021,4,164556009
2021,3,165902236
2021,3,165902237
2021,1,165902232
2021,3,169520099
2021,3,169520100
2021,1,166822574
2021,3,166822574
2021,3,166822573
2021,4,168392767
2021,4,172078500
2021,3,180408195
2021,3,180408196
2021,4,171005097
2021,4,169846146
2021,1,179380372
2021,4,177642676
2021,1,171005093
2021,4,171005094
2021,4,171544083
2021,4,171544082
2021,4,177642675
2021,4,174358061
2021,4,171544081
2021,4,174058519
2021,4,177642677
2021,4,177642682
2021,4,174058518
2021,4,179380528
2021,4,174358059
2021,1,168392765
2021,4,168392773
2021,4,168392774
2021,4,168392769
2021,4,168392775
2021,4,168392772
2021,4,168392771
2021,1,168392770
2021,3,168392770
2021,1,169520104
2021,3,169520104
2021,4,169524720
2021,3,169524718
2021,4,169524719
2021,3,170914761
2021,4,170914762
2021,3,170914763
2021,3,172265936
2021,3,172265947
2021,3,174801021
2021,1,172265938
2021,4,172265937
2021,4,174801020
2021,4,172265944
2021,3,175893619
2021,1,172265943
2021,4,177642678
2021,4,172265942
2021,1,172265945
2021,4,177642680
2021,4,172265946
2021,4,177642681
2021,3,172265939
2021,3,175893618
2021,3,172265940
2021,3,172265941
2021,3,174035599
2021,3,174035603
2021,3,174035597
2021,3,174035602
2021,4,174035601
2021,3,174035598
2021,4,174035600
2021,3,174938288
2021,3,174938289
2021,4,176702602
2021,3,178481300
2021,4,164322720
2021,3,164322721
2021,3,164322722
2021,3,164322717
2021,3,164322716
2021,3,164322714
2021,3,164322715
2021,1,164322708
2021,3,164322711
2021,3,164322712
2021,3,164322713
2021,3,164322709
2021,3,164322710
2021,3,164322706
2021,3,164322707
2021,3,164322718
2021,3,164322719
2021,3,164322723
2021,3,164322724
2021,3,164322725
2021,4,166534673
2021,3,166534680
2021,3,166534681
2021,3,166534676
2021,3,166534682
2021,3,166534683
2021,3,166534678
2021,3,166534679
2021,4,166534677
2021,3,168847822
2021,3,168847825
2021,4,168847823
2021,3,178481301
2021,3,178481302
2021,1,176702601
2021,1,176702600
2021,3,176702600
2021,1,166822567
2021,4,172403049
2021,3,171432074
2021,3,171432073
2021,3,171432072
2021,3,171432075
2021,3,161606533
2021,3,178194100
2021,3,178194101
2021,3,178194114
2021,3,178194115
2021,3,178194110
2021,3,178194111
2021,3,178194102
2021,3,178194103
2021,3,178194104
2021,3,178194105
2021,3,161606534
2021,4,167802791
2021,4,167802790
2021,1,161606530
2021,3,161606530
2021,1,161606531
2021,3,161606531
2021,1,163226667
2021,4,163222523
2021,3,163222522
2021,3,163222520
2021,3,163222521
2021,1,163226666
2021,2,163226666
2021,4,163222519
2021,3,173356969
2021,4,174149443
2021,4,163462103
2021,4,163462105
2021,4,163462104
2021,1,179990766
2021,1,179990767
2021,4,179990763
2021,4,169524717
2021,3,169524715
2021,3,169524716
2021,3,173356970
2021,3,173356971
2021,1,167802794
2021,3,167802794
2021,1,167802795
2021,3,167802795
2021,3,167802792
2021,3,167802793
2021,3,167802789
2021,3,167802787
2021,3,167802788
2021,4,167802784
2021,3,167802783
2021,3,167802781
2021,3,167802782
2021,3,167802785
2021,3,167802786
2021,3,167802779
2021,3,167802780
2021,3,167802776
2021,3,167802777
2021,3,167802778
2021,4,167802775
2021,3,167802773
2021,3,167802774
2021,3,169427454
2021,3,169427455
2021,4,175852553
2021,4,170631920
2021,4,177532843
2021,4,177532842
2021,4,173357868
2021,4,175288524
2021,4,173357602
2021,3,179101366
2021,3,179101367
2021,3,175288525
2021,4,179990772
2021,4,179990773
2021,1,179101369
2021,3,179101369
2021,1,179101370
2021,3,179101370
2021,4,179101372
2021,4,179101375
2021,4,179101364
2021,3,175852547
2021,1,169412919
2021,4,180891714
2021,4,180891711
2021,4,180891709
2021,4,165946519
2021,4,161404855
2021,4,175247223
2021,4,163236200
2021,1,175247220
2021,1,164729767
2021,2,165946518
2021,4,165946513
2021,4,175247221
2021,1,165946515
2021,4,167802770
2021,3,175852548
2021,4,175852550
2021,4,175852551
2021,4,175852552
2021,3,169846039
2021,4,168009751
2021,4,168009752
2021,1,172300707
2021,3,171621750
2021,3,171621751
2021,1,167802772
2021,3,167802772
2021,1,167802771
2021,3,167802771
2021,4,167802768
2021,4,167802767
2021,1,167802766
2021,4,167802765
2021,4,167802769
2021,4,167802764
2021,4,169516297
2021,4,169516298
2021,4,179183412
2021,1,169516296
2021,4,169516295
2021,4,169516294
2021,1,169516293
2021,4,171621752
2021,1,171621753
2021,4,171622037
2021,4,171622038
2021,3,171621754
2021,4,171621755
2021,4,175247224
2021,3,179183513
2021,4,175247226
2021,4,175247234
2021,4,178231420
2021,4,162971588
2021,4,180791914
2021,4,175247229
2021,4,175247232
2021,1,176707699
2021,3,176707700
2021,4,179183459
2021,4,176707703
2021,3,179183457
2021,3,179183458
2021,3,179183514
2021,3,179183515
2021,4,176707704
2021,4,177076282
2021,4,162971589
2021,4,161844075
2021,4,161844076
2021,4,161844078
2021,4,161844080
2021,4,161844081
2021,1,162971590
2021,3,162971590
2021,4,175412914
2021,4,175412915
2021,4,161844085
2021,1,175412925
2021,1,162967311
2021,3,162967311
2021,4,161844088
2021,4,161848595
2021,4,162971595
2021,4,162971596
2021,4,162971597
2021,4,162971599
2021,4,162971598
2021,4,161844097
2021,4,161844098
2021,4,162971600
2021,4,162971601
2021,4,161844204
2021,4,162967312
2021,4,162967313
2021,4,164494054
2021,4,164494055
2021,4,162967314
2021,4,162967315
2021,4,161844212
2021,4,162971605
2021,4,162971606
2021,4,162971607
2021,4,162971608
2021,4,162971609
2021,4,162971610
2021,4,161844219
2021,4,162971611
2021,4,162971613
2021,4,161844222
2021,4,161844224
2021,4,161844225
2021,4,162971614
2021,4,162971615
2021,4,161844228
2021,4,162971616
2021,4,162971617
2021,4,162971618
2021,4,162971619
2021,4,162971620
2021,4,162971621
2021,4,162971622
2021,4,161844237
2021,4,162971623
2021,4,162971625
2021,4,162971624
2021,4,161844242
2021,4,162971626
2021,4,162971627
2021,1,162967316
2021,3,162967316
2021,4,161848625
2021,4,161844248
2021,4,161848626
2021,4,161844251
2021,4,162971628
2021,4,162971629
2021,4,161844254
2021,4,161844256
2021,4,161844257
2021,4,162967317
2021,4,162967318
2021,4,162971630
2021,4,162971631
2021,4,162971632
2021,4,162971636
2021,4,162971635
2021,4,162971637
2021,4,162971638
2021,4,162967320
2021,4,162967321
2021,4,164494056
2021,4,164494057
2021,4,164494058
2021,4,161844267
2021,4,162971639
2021,4,162971640
2021,4,161844270
2021,4,162967322
2021,4,162971642
2021,4,164494059
2021,4,164494060
2021,4,164494061
2021,4,162967323
2021,4,164494062
2021,4,164494063
2021,4,162971646
2021,4,162971647
2021,4,162967327
2021,4,164494064
2021,4,164494065
2021,4,164494066
2021,1,175680696
2021,4,162967328
2021,4,162971652
2021,4,162967329
2021,4,164494068
2021,4,164494069
2021,4,162971654
2021,4,162971655
2021,4,162967332
2021,4,162967333
2021,4,162971656
2021,4,162971657
2021,4,164494070
2021,4,164494071
2021,4,162967336
2021,4,162967337
2021,4,162971658
2021,4,162967338
2021,1,164494264
2021,3,164494264
2021,4,164494073
2021,4,164494074
2021,4,162967340
2021,4,164494075
2021,4,164494076
2021,4,162971661
2021,4,162971662
2021,4,162971663
2021,4,162967344
2021,4,162971664
2021,4,162971665
2021,4,162967345
2021,1,164494078
2021,3,164494078
2021,1,164494079
2021,3,164494079
2021,4,162971668
2021,4,162971669
2021,4,162971670
2021,4,164494080
2021,4,164494081
2021,4,164494082
2021,4,164494083
2021,4,162971671
2021,4,164494084
2021,4,162967348
2021,4,162971673
2021,4,162971675
2021,4,162971674
2021,4,162971676
2021,4,162971677
2021,4,162971678
2021,4,164494085
2021,4,164494086
2021,4,162971681
2021,4,162971682
2021,4,162967350
2021,4,162971683
2021,4,162971684
2021,4,162971685
2021,4,162971686
2021,4,162971688
2021,4,162971689
2021,4,162971687
2021,4,162967352
2021,4,162967353
2021,4,162971690
2021,4,162971691
2021,4,164494087
2021,4,164494088
2021,4,162967354
2021,4,162971694
2021,4,162971695
2021,4,164494089
2021,4,164494090
2021,4,162967356
2021,4,162967357
2021,4,162967358
2021,4,162967359
2021,4,164494091
2021,4,164494092
2021,4,162971707
2021,4,164494093
2021,4,164494094
2021,4,164494095
2021,4,164494096
2021,4,164494097
2021,4,164494098
2021,4,164494099
2021,4,164494100
2021,4,164494101
2021,4,164494102
2021,4,164494103
2021,4,164494104
2021,4,164494105
2021,4,164494106
2021,4,164494107
2021,4,164494108
2021,4,164494109
2021,4,164494110
2021,4,164494111
2021,4,164494112
2021,4,164494113
2021,4,164494114
2021,4,164494115
2021,4,175680697
2021,4,175680698
2021,4,175680699
2021,4,164494119
2021,4,164494120
2021,4,164494121
2021,4,164494122
2021,4,164494123
2021,4,164494124
2021,4,164494125
2021,4,164494126
2021,4,164494127
2021,4,164494129
2021,4,164494130
2021,4,164494131
2021,4,164494132
2021,4,164494133
2021,1,164494134
2021,3,164494134
2021,1,164494135
2021,3,164494135
2021,4,164494136
2021,4,164494137
2021,4,164494138
2021,4,164494139
2021,4,164494140
2021,4,164494141
2021,4,164494142
2021,4,164494143
2021,4,164494144
2021,4,164494145
2021,4,164494146
2021,4,164494147
2021,4,164494148
2021,4,164494149
2021,4,164494265
2021,4,164494151
2021,4,164494154
2021,1,164494155
2021,3,164494155
2021,1,164494156
2021,3,164494156
2021,4,164494157
2021,4,164494158
2021,4,164494159
2021,4,164494266
2021,4,164494267
2021,4,164494268
2021,4,164494269
2021,4,164494270
2021,4,164494271
2021,4,164494272
2021,4,164494276
2021,4,164494277
2021,4,164494279
2021,4,164494280
2021,4,164494281
2021,4,164494282
2021,4,164494283
2021,1,164494284
2021,4,164494285
2021,4,164494286
2021,1,164494287
2021,4,164494288
2021,4,164494289
2021,4,164494290
2021,4,164494291
2021,4,164494292
2021,4,164494293
2021,4,164494294
2021,4,164494295
2021,4,164494296
2021,3,172621477
2021,3,172621462
2021,4,172621463
2021,4,172621480
2021,4,172621478
2021,4,172621514
2021,4,172621479
2021,4,172621481
2021,4,172621482
2021,4,172621501
2021,4,179627128
2021,3,179627129
2021,3,179627130
2021,1,172621464
2021,3,172621464
2021,1,172621465
2021,3,172621465
2021,3,172621515
2021,3,172621483
2021,4,172621484
2021,4,172621535
2021,4,172621485
2021,3,172621502
2021,4,172621486
2021,4,172621503
2021,3,172621516
2021,3,172621517
2021,1,172621504
2021,3,172621504
2021,4,172621466
2021,4,172621467
2021,4,176325308
2021,4,179627132
2021,3,179627133
2021,3,179627134
2021,4,172621468
2021,4,172621469
2021,3,172621518
2021,3,172621519
2021,4,172621470
2021,4,172621471
2021,4,172621520
2021,4,172621460
2021,3,172621488
2021,3,172621521
2021,3,172621522
2021,4,172621489
2021,2,172621523
2021,3,172621490
2021,4,172621491
2021,1,175412916
2021,1,172621524
2021,3,172621492
2021,3,172621493
2021,4,172621473
2021,4,172621474
2021,4,172621461
2021,3,172621455
2021,3,172621456
2021,4,172621505
2021,3,172621494
2021,4,172621506
2021,3,172621525
2021,4,172621526
2021,4,172621507
2021,4,172621508
2021,4,172621527
2021,3,172621495
2021,3,172621496
2021,4,172621509
2021,4,172621450
2021,4,172621451
2021,1,172621497
2021,4,172621475
2021,3,172621476
2021,3,172621528
2021,3,172621529
2021,4,172621498
2021,4,172621530
2021,3,172621531
2021,3,172621532
2021,3,172621510
2021,3,172621533
2021,4,172621534
2021,3,172621512
2021,3,172621513
2021,3,172621499
2021,3,172621500
2021,4,172621511
2021,4,172621977
2021,4,172621956
2021,4,172621979
2021,3,172621980
2021,4,172621978
2021,4,172621981
2021,4,172621936
2021,4,172622177
2021,3,172621914
2021,3,172621915
2021,3,172621937
2021,3,172621873
2021,3,172621874
2021,4,172621875
2021,4,172621916
2021,4,172621917
2021,4,172621869
2021,4,172621983
2021,4,172621957
2021,3,172621938
2021,3,172621939
2021,4,172621985
2021,3,172621989
2021,4,172621986
2021,4,172621987
2021,4,172621988
2021,4,172621990
2021,3,172621870
2021,3,172621871
2021,4,172621991
2021,4,172621992
2021,3,172621940
2021,3,172621941
2021,3,172621958
2021,4,172621863
2021,4,172621918
2021,4,172622158
2021,3,172622159
2021,4,172621942
2021,4,172621959
2021,4,172621960
2021,4,172621993
2021,1,172621943
2021,1,172621944
2021,4,172621861
2021,4,172621862
2021,3,172621919
2021,3,172621920
2021,4,172621945
2021,1,172621962
2021,4,172621921
2021,4,172621963
2021,4,172621922
2021,4,172621923
2021,4,172621872
2021,3,172621946
2021,3,172621947
2021,3,172621964
2021,3,172621994
2021,3,172621948
2021,4,172621965
2021,3,172621996
2021,4,172621949
2021,3,172621966
2021,3,172621967
2021,4,172621997
2021,3,172621950
2021,4,172622161
2021,3,172621968
2021,3,172621924
2021,4,172622162
2021,2,172621925
2021,4,172622163
2021,4,172621926
2021,3,172622164
2021,3,172622165
2021,3,172621969
2021,3,172621970
2021,4,172621927
2021,3,172621929
2021,3,172621930
2021,4,172621931
2021,4,172622167
2021,4,172621932
2021,4,172622168
2021,3,172621864
2021,3,172621865
2021,4,172621866
2021,4,172621867
2021,4,172621972
2021,4,172621933
2021,3,172621973
2021,3,172621974
2021,4,172622169
2021,4,172621975
2021,4,172621951
2021,1,179627140
2021,4,179627141
2021,3,179627142
2021,3,172622179
2021,3,172622180
2021,4,172622171
2021,4,172622172
2021,4,172621952
2021,4,172621953
2021,4,172622200
2021,4,172622201
2021,4,172622250
2021,2,172622173
2021,4,172621876
2021,3,172621877
2021,3,172621878
2021,4,172622249
2021,4,172622181
2021,4,178371720
2021,4,172622174
2021,4,172622175
2021,3,172622184
2021,3,172622185
2021,4,172622182
2021,4,172622251
2021,4,172622226
2021,4,172622227
2021,2,172622232
2021,3,172622228
2021,3,172622229
2021,2,172622230
2021,4,172622233
2021,4,172622234
2021,4,172622203
2021,2,172622235
2021,4,172622252
2021,4,172622254
2021,4,172621954
2021,4,172621976
2021,3,172622186
2021,3,172622187
2021,4,172622188
2021,3,172622189
2021,3,172622190
2021,4,172622204
2021,4,172622205
2021,4,172621934
2021,4,172621935
2021,4,172622255
2021,3,172622256
2021,1,172622258
2021,1,172622259
2021,4,172622236
2021,4,172622191
2021,3,172622206
2021,3,172622207
2021,3,172622208
2021,4,172622238
2021,4,179627143
2021,4,172622240
2021,4,172622241
2021,3,172622262
2021,3,172622263
2021,4,172622192
2021,4,172622209
2021,3,172622211
2021,4,172622212
2021,4,172622193
2021,4,172621879
2021,3,172622266
