data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2021,44176748,,51
2021,44176733,,51
2021,44176738,,51
2021,44176758,,51
2021,44176739,,51
2021,44176719,,51
2021,44176759,,51
2021,44176740,,51
2021,44176720,,51
2021,44176721,,51
2021,44176722,,51
2021,44176723,,51
2021,44176760,,51
2021,44176694,,51
2021,44176695,,51
2021,44176741,,53
2021,44176742,,51
2021,44176761,,51
2021,45830085,,51
2021,44176763,,51
2021,44176773,,51
2021,44176793,,51
2021,44176698,,51
2021,44176699,,51
2021,44176764,,51
2021,44176765,,51
2021,44176766,,51
2021,44176783,,51
2021,44176785,,51
2021,44176784,,51
2021,44176786,,51
2021,44176794,,51
2021,44176795,,51
2021,44176767,,51
2021,44176768,,51
2021,44176769,,51
2021,44176774,,51
2021,44176796,,53
2021,44176797,,53
2021,44176798,,53
2021,44176775,,51
2021,44176776,,51
2021,44176787,,51
2021,44176799,,51
2021,44176777,,51
2021,44176778,,51
2021,44176700,,51
2021,44176800,,51
2021,44176702,,51
2021,44176703,,51
2021,44176701,,51
2021,44176770,,51
2021,44176771,,51
2021,44176788,,51
2021,44176789,,51
2021,44176790,,51
2021,44176791,,51
2021,44176792,,51
2021,44176704,,51
2021,44176705,,51
2021,44176779,,51
2021,44176780,,51
2021,44176772,,51
2021,44176834,,51
2021,44176835,,51
2021,44176824,,51
2021,44176805,,51
2021,44176827,,51
2021,44176828,,51
2021,44176806,,51
2021,44176801,,51
2021,44176807,,51
2021,44176836,,51
2021,44176829,,3
2021,44176808,,51
2021,44176809,,51
2021,44176837,,51
2021,44176830,,51
2021,44176838,,51
2021,44176810,,51
2021,44176811,,51
2021,44176812,,51
2021,44176813,,51
2021,44176814,,51
2021,44176815,,51
2021,44673438,,51
2021,44416200,,51
2021,44416201,,51
2021,44176839,,51
2021,45016701,,51
2021,44176816,,51
2021,44176817,,51
2021,44176831,,51
2021,44176802,,51
2021,44176818,,51
2021,44176819,,51
2021,44176820,,51
2021,44176804,,51
2021,44176803,,51
2021,44176840,,51
2021,44176832,,51
2021,44176821,,51
2021,44176822,,51
2021,44176823,,51
2021,44176841,,51
2021,44176842,,51
2021,44176833,,51
2021,44176843,,51
2021,44176855,,51
2021,44176851,,51
2021,44176852,,51
2021,44176856,,51
2021,44176857,,51
2021,44176710,,51
2021,44176858,,51
2021,44176859,,51
2021,44176860,,51
2021,44176711,,51
2021,44176861,,51
2021,44176862,,51
2021,44176863,,51
2021,44176844,,51
2021,44176864,,51
2021,44176707,,51
2021,44176708,,51
2021,44176712,,51
2021,44176713,,51
2021,44176848,,51
2021,44176845,,51
2021,44176846,,51
2021,44176850,,51
2021,44176849,,51
2021,44176865,,51
2021,44176866,,51
2021,44176853,,51
2021,44176709,,51
2021,44176867,,51
2021,44176847,,51
2021,44176854,,51
2021,44176868,,51
2021,43958596,,51
2021,43958621,,51
2021,43958588,,51
2021,43958597,,51
2021,43958604,,51
2021,43958622,,51
2021,43958623,,51
2021,44416202,,51
2021,44416203,,51
2021,43958589,,51
2021,43958624,,51
2021,43958598,,51
2021,43958590,,51
2021,43958599,,3
2021,43958605,,51
2021,43958606,,51
2021,43958625,,51
2021,43958626,,51
2021,43958591,,51
2021,43958592,,51
2021,45830080,,51
2021,45830081,,51
2021,43958593,,51
2021,43958627,,51
2021,45830083,,51
2021,45830084,,51
2021,43958630,,51
2021,43958631,,51
2021,43958601,,51
2021,43958609,,51
2021,43958610,,51
2021,43958632,,51
2021,43958633,,51
2021,43958611,,51
2021,43958612,,51
2021,43958602,,51
2021,43958594,,51
2021,43958613,,51
2021,43958614,,51
2021,43958616,,51
2021,43958603,,51
2021,45830082,,51
2021,43958595,,51
2021,43958618,,51
2021,43958619,,51
2021,43958620,,51
2021,43958634,,51
2021,43958635,,51
2021,44416204,,51
2021,44416209,,51
2021,44416205,,51
2021,44416188,,51
2021,44416218,,51
2021,44416206,,51
2021,44416189,,51
2021,44416210,,51
2021,44416211,,51
2021,44416212,,51
2021,44416213,,51
2021,44416214,,51
2021,44416215,,51
2021,44416190,,51
2021,44416191,,51
2021,44416192,,51
2021,44416193,,51
2021,44416216,,51
2021,44416194,,51
2021,44416207,,51
2021,44416219,,51
2021,44416195,,51
2021,44416208,,51
2021,44416196,,51
2021,44416197,,51
2021,44416220,,51
2021,44416221,,51
2021,44416222,,51
2021,44673446,,51
2021,44416223,,51
2021,44416217,,51
2021,45755702,,51
2021,44416199,,51
2021,44416224,,51
2021,44416225,,51
2021,44673830,,51
2021,44673831,,51
2021,44673876,,51
2021,44673835,,51
2021,44673844,,51
2021,44673885,,51
2021,45322602,,51
2021,44673886,,51
2021,44673833,,51
2021,44673834,,51
2021,44673840,,51
2021,44673841,,51
2021,44673842,,51
2021,44673877,,51
2021,44673836,,51
2021,44673837,,51
2021,44673887,,51
2021,44673878,,51
2021,44673879,,51
2021,44673880,,51
2021,44673881,,51
2021,44673838,,51
2021,44673839,,51
2021,44673843,,51
2021,45322604,,51
2021,45322605,,51
2021,44673884,,51
2021,45016707,,51
2021,45016708,,3
2021,45016718,,51
2021,45016709,,51
2021,45016710,,51
2021,45016719,,51
2021,45016720,,51
2021,45016711,,51
2021,45016712,,51
2021,45016716,,51
2021,45016713,,51
2021,45016702,,51
2021,45016703,,51
2021,45016704,,51
2021,45016705,,51
2021,45323074,,51
2021,45016714,,51
2021,45016722,,51
2021,45016723,,51
2021,45016706,,51
2021,45016717,,51
2021,45016715,,51
2021,45016724,,51
2021,43228311,,51
2021,42358353,,51
2021,42358354,,51
2021,43228306,,51
2021,43228307,,51
2021,43228308,,51
2021,44714646,,51
2021,44714661,,51
2021,44714664,,51
2021,44714665,,51
2021,43228304,,51
2021,43228305,,51
2021,44714654,,51
2021,45933356,,1
2021,44714635,,51
2021,44714636,,51
2021,44714637,,51
2021,44714632,,51
2021,44714633,,51
2021,43228298,,51
2021,41186062,,51
2021,42358273,,51
2021,42358356,,51
2021,42358355,,51
2021,42358357,,51
2021,42358358,,51
2021,42358359,,51
2021,42358360,,51
2021,42358352,,51
2021,43228299,,51
2021,43228297,,51
2021,43228309,,51
2021,43228310,,51
2021,43228300,,51
2021,43228301,,51
2021,43228302,,51
2021,43228303,,51
2021,45814129,,51
2021,44714641,,51
2021,45933351,,51
2021,45933352,,51
2021,45933353,,51
2021,45814172,,3
2021,45814170,,51
2021,45814171,,51
2021,44714666,,51
2021,44714627,,51
2021,44714628,,51
2021,45933346,,51
2021,45933347,,51
2021,45933348,,51
2021,45814130,,51
2021,45814131,,51
2021,44714619,,51
2021,44714659,,51
2021,44714623,,51
2021,44714624,,51
2021,42195754,,51
2021,41464063,,51
2021,41906839,,51
2021,41464065,,51
2021,41464066,,51
2021,42553134,,51
2021,41464067,,51
2021,41906840,,51
2021,41464069,,51
2021,41904307,,51
2021,41906841,,51
2021,41904308,,51
2021,41904309,,51
2021,41904310,,51
2021,41904311,,51
2021,42195756,,51
2021,42195758,,51
2021,41904316,,51
2021,41904319,,51
2021,41904320,,51
2021,42195759,,51
2021,41906847,,51
2021,42195760,,51
2021,42195761,,51
2021,41904324,,51
2021,42195762,,51
2021,42553136,,51
2021,41906851,,51
2021,42195764,,51
2021,41904329,,51
2021,41904330,,51
2021,42553158,,51
2021,41904335,,51
2021,41904336,,51
2021,41904337,,51
2021,42553137,,51
2021,42553138,,51
2021,41906852,,51
2021,42195768,,51
2021,42195769,,51
2021,42195770,,51
2021,41906855,,51
2021,42195771,,51
2021,42195772,,51
2021,41906856,,51
2021,41906857,,51
2021,41904343,,51
2021,41904345,,51
2021,41904346,,51
2021,41904347,,51
2021,41904348,,51
2021,41904349,,51
2021,41904350,,51
2021,41906858,,51
2021,42195773,,51
2021,42553139,,51
2021,41906861,,51
2021,41906860,,51
2021,42195775,,51
2021,42195776,,51
2021,42195777,,51
2021,42195778,,51
2021,42553140,,51
2021,42195780,,51
2021,42553141,,51
2021,42553142,,51
2021,41906872,,51
2021,42553143,,51
2021,42553144,,51
2021,42195785,,51
2021,42553145,,51
2021,41906876,,51
2021,41906877,,51
2021,42195787,,51
2021,41906880,,51
2021,41906881,,51
2021,41906882,,51
2021,42195863,,51
2021,42195864,,51
2021,42195865,,51
2021,42195866,,51
2021,41906883,,51
2021,42553146,,51
2021,41906885,,51
2021,42553147,,51
2021,42553148,,51
2021,41906888,,51
2021,42195791,,51
2021,41906890,,51
2021,41906893,,51
2021,41906894,,51
2021,41906895,,51
2021,42195792,,51
2021,42195816,,51
2021,42553149,,51
2021,41904356,,51
2021,42195793,,51
2021,42195794,,51
2021,42195795,,51
2021,42553150,,51
2021,41904357,,51
2021,42195797,,51
2021,41904359,,51
2021,42553151,,51
2021,41906901,,51
2021,42553152,,51
2021,41906903,,52
2021,41906904,,51
2021,42195799,,51
2021,42195800,,51
2021,42195801,,51
2021,42195802,,51
2021,41906912,,51
2021,41906914,,51
2021,41906913,,51
2021,41906915,,51
2021,42553153,,51
2021,42553154,,51
2021,41904360,,51
2021,42195818,,51
2021,42621059,,51
2021,42553156,,51
2021,42553157,,51
2021,42195822,,51
2021,42195823,,51
2021,42195824,,51
2021,42195825,,51
2021,42553159,,51
2021,41904369,,51
2021,42195827,,5
2021,42553160,,51
2021,41904373,,51
2021,41904375,,51
2021,41904376,,53
2021,42195829,,51
2021,42195830,,51
2021,41904379,,51
2021,42553161,,51
2021,41904381,,51
2021,41904382,,51
2021,41904383,,51
2021,42195832,,51
2021,42553162,,51
2021,42553163,,52
2021,42553164,,51
2021,41904388,,51
2021,42553165,,51
2021,42195837,,51
2021,42195838,,51
2021,41904391,,51
2021,42195839,,51
2021,41904393,,51
2021,41904394,,51
2021,42553166,,51
2021,42553167,,51
2021,41904397,,51
2021,41904399,,51
2021,41904398,,51
2021,41904396,,51
2021,41904400,,51
2021,41904401,,51
2021,42195842,,51
2021,42195843,,51
2021,41904404,,51
2021,41904405,,51
2021,41904406,,51
2021,42195844,,51
2021,42195845,,51
2021,42553168,,51
2021,41906954,,51
2021,41906956,,51
2021,42553176,,51
2021,41906957,,51
2021,41906958,,51
2021,41904424,,51
2021,41904425,,51
2021,41904426,,51
2021,42553169,,51
2021,41906962,,51
2021,42195848,,51
2021,42553170,,51
2021,42195868,,51
2021,42195869,,51
2021,41904430,,51
2021,42553171,,51
2021,42195851,,51
2021,42195852,,51
2021,42195853,,51
2021,42553172,,51
2021,41904433,,51
2021,41904432,,51
2021,42195919,,51
2021,42195856,,51
2021,42553173,,51
2021,42553174,,51
2021,41904443,,51
2021,41904444,,51
2021,41904445,,51
2021,41906976,,51
2021,42195870,,51
2021,42553177,,51
2021,42553178,,51
2021,42553179,,51
2021,42553180,,51
2021,42195875,,51
2021,42553181,,51
2021,42195877,,51
2021,42195878,,51
2021,42195879,,51
2021,42553182,,51
2021,42195881,,51
2021,42553183,,51
2021,42553184,,51
2021,42553185,,51
2021,42553186,,51
2021,42195886,,51
2021,42195887,,51
2021,42195888,,51
2021,42195889,,51
2021,42195890,,51
2021,42553187,,51
2021,42195892,,51
2021,42195893,,51
2021,42553188,,51
2021,42195920,,51
2021,42553189,,51
2021,42553190,,51
2021,42195897,,51
2021,42553191,,51
2021,42195899,,51
2021,42553192,,51
2021,42553193,,51
2021,42553194,,51
2021,42553195,,51
2021,42195903,,51
2021,42553196,,51
2021,42195924,,51
2021,42553197,,51
2021,42553198,,51
2021,42195927,,51
2021,42553199,,52
2021,42553200,,1
2021,42195930,,51
2021,42195931,,51
2021,42553201,,51
2021,42553202,,51
2021,42553203,,51
2021,42553204,,51
2021,42553205,,52
2021,42553206,,51
2021,42553207,,51
2021,42553208,,51
2021,42195940,,51
2021,42553209,,51
2021,42195942,,51
2021,42195943,,51
2021,42195944,,51
2021,42195945,,51
2021,42553210,,51
2021,42195947,,51
2021,42195948,,51
2021,42195949,,51
2021,42195950,,51
2021,42195951,,51
2021,42195952,,51
2021,42553211,,51
2021,42553212,,51
2021,42553213,,51
2021,42553214,,51
2021,42553215,,51
2021,42553216,,51
2021,42195959,,51
2021,42195960,,51
2021,42553217,,51
2021,42553218,,51
2021,42195963,,51
2021,42195964,,51
2021,42553219,,51
2021,42195966,,51
2021,42195967,,51
2021,41907073,,51
2021,42553220,,51
2021,42553221,,51
2021,42553222,,51
2021,42553223,,51
2021,42553224,,51
2021,42195973,,51
2021,42553225,,51
2021,42553226,,51
2021,42553227,,51
2021,42195977,,51
2021,42195978,,51
2021,42553228,,51
2021,42195981,,51
2021,42195982,,51
2021,42553229,,51
2021,42195986,,51
2021,42195987,,51
2021,42553230,,51
2021,42553231,,51
2021,42553232,,51
2021,42553233,,51
2021,42553234,,51
2021,42553235,,51
2021,42195994,,51
2021,42553236,,51
2021,42553237,,51
2021,42195997,,51
2021,42553238,,51
2021,42553239,,51
2021,42553240,,3
2021,42553241,,51
2021,42553242,,51
2021,42553243,,51
2021,42553244,,51
2021,42553245,,51
2021,42196006,,51
2021,42196007,,51
2021,42553246,,51
2021,42553247,,51
2021,42196030,,51
2021,42553248,,51
2021,42196034,,51
2021,42553249,,51
2021,42196092,,51
2021,42196093,,51
2021,42196094,,51
2021,42553250,,51
2021,42196039,,51
2021,42196040,,51
2021,42196041,,51
2021,42196095,,51
2021,42196044,,51
2021,42196045,,51
2021,42553251,,51
2021,42553252,,51
2021,42553253,,51
2021,42553254,,51
2021,42553255,,51
2021,42196054,,51
2021,42553256,,51
2021,42196057,,51
2021,42553258,,51
2021,42553259,,51
2021,42196060,,51
2021,42553260,,51
2021,42553261,,51
2021,42553262,,51
2021,42553263,,51
2021,42553264,,51
2021,42553265,,51
2021,42196068,,51
2021,42196069,,51
2021,42196070,,51
2021,42553266,,51
2021,42553267,,51
2021,42196073,,51
2021,42196074,,51
2021,42196075,,51
2021,42553268,,51
2021,42553269,,51
2021,42553270,,51
2021,42553271,,51
2021,42553272,,51
2021,42553273,,51
2021,42196084,,51
2021,42553274,,51
2021,42553275,,51
2021,42553276,,51
2021,42553277,,51
2021,42553278,,51
2021,42553279,,51
2021,42553280,,51
2021,42553281,,51
2021,42553282,,51
2021,42196106,,51
2021,42553283,,51
2021,42553284,,51
2021,42553285,,51
2021,42553286,,51
2021,42553287,,51
2021,42196112,,51
2021,42553288,,51
2021,42553289,,51
2021,42553290,,51
2021,42553291,,51
2021,42553292,,51
2021,42553293,,51
2021,42553294,,51
2021,42553295,,51
2021,42553296,,51
2021,42553297,,51
2021,42553298,,51
2021,42553299,,51
2021,42553300,,51
2021,42553301,,51
2021,42553302,,51
2021,42553303,,51
2021,42553304,,51
2021,42553305,,51
2021,42553306,,51
2021,42553307,,51
2021,42553308,,51
2021,42621053,,51
2021,42553309,,51
2021,42553310,,51
2021,42553311,,51
2021,42553312,,51
2021,42553313,,51
2021,42553314,,51
2021,42553315,,51
2021,42553316,,51
2021,42553317,,51
2021,42553318,,51
2021,42553319,,51
2021,42553320,,51
2021,42553321,,51
2021,42553322,,51
2021,42553323,,51
2021,42553324,,51
2021,42553325,,51
2021,42553326,,51
2021,42553327,,51
2021,42553328,,51
2021,42553329,,51
2021,42553330,,51
2021,42553331,,51
2021,42553332,,51
2021,42553333,,51
2021,42553334,,51
2021,42553335,,51
2021,42553336,,51
2021,42553337,,51
2021,42553338,,51
2021,42553339,,51
2021,42553340,,51
2021,42553342,,51
2021,42553343,,51
2021,42553344,,51
2021,42553345,,51
2021,42553346,,51
2021,42553347,,51
2021,42553348,,51
2021,42553349,,51
2021,42553350,,51
2021,42553351,,51
2021,42553352,,51
2021,42553353,,51
2021,42553354,,51
2021,42553355,,51
2021,42553356,,51
2021,42553357,,51
2021,42553358,,51
2021,42553359,,51
2021,42553360,,51
2021,42553361,,51
2021,42553362,,51
2021,42553363,,51
2021,42553364,,51
2021,42553365,,51
2021,42553366,,51
2021,42553367,,51
2021,42553368,,51
2021,42553369,,51
2021,42553370,,51
2021,42553371,,51
2021,42553372,,51
2021,42553373,,51
2021,42553374,,51
2021,42553375,,51
2021,42553376,,51
2021,42553377,,51
2021,42553378,,51
2021,42553379,,51
2021,42553380,,51
2021,42553381,,51
2021,42553382,,3
2021,42553383,,51
2021,42553384,,51
2021,42553385,,51
2021,42553386,,51
2021,42553387,,51
2021,42553388,,51
2021,42553389,,51
2021,42553390,,51
2021,42553391,,51
2021,42553392,,51
2021,45357511,,51
2021,45357512,,51
2021,44412653,,51
2021,44422184,,51
2021,44422612,,51
2021,44422613,,51
2021,44422614,,51
2021,44422615,,51
2021,44422616,,51
2021,44966014,,51
2021,45356885,,51
2021,45838068,,51
2021,44422442,,51
2021,45516857,,51
2021,45516565,,51
2021,45838517,,51
2021,45838518,,51
2021,44412657,,51
2021,45357085,,51
2021,43970095,,51
2021,44422186,,51
2021,44422089,,51
2021,44422090,,51
2021,44422187,,51
2021,44422617,,51
2021,43970100,,51
2021,44421218,,51
2021,44421219,,51
2021,44422091,,51
2021,43970101,,51
2021,44422092,,51
2021,44422083,,51
2021,44422084,,51
2021,44422093,,51
2021,44673603,,51
2021,44422094,,51
2021,44422095,,51
2021,44422618,,51
2021,43970102,,51
2021,44422188,,51
2021,44422444,,51
2021,44422445,,51
2021,44422606,,51
2021,44422433,,51
2021,44422434,,51
2021,44422446,,51
2021,44422189,,51
2021,44245676,,51
2021,44422447,,51
2021,44422619,,51
2021,44422611,,51
2021,44421106,,51
2021,44422190,,51
2021,43970096,,51
2021,44422432,,51
2021,43970097,,51
2021,43970098,,51
2021,43970094,,51
2021,44246154,,51
2021,43970093,,51
2021,44673589,,51
2021,44673590,,51
2021,43970348,,51
2021,44956553,,51
2021,43970107,,51
2021,43970476,,51
2021,45719649,,51
2021,45719650,,51
2021,43970104,,51
2021,44245673,,51
2021,43970099,,51
2021,44245557,,51
2021,44245678,,51
2021,43970088,,51
2021,43970087,,51
2021,43970089,,51
2021,43970090,,51
2021,43970091,,51
2021,43970092,,51
2021,44245679,,51
2021,44245549,,51
2021,43805805,,51
2021,43805806,,51
2021,43805807,,51
2021,43805808,,51
2021,45453300,,51
2021,43805809,,51
2021,44246149,,51
2021,43805810,,51
2021,43805811,,51
2021,43805812,,51
2021,43805813,,51
2021,43805816,,51
