data_year,victim_id,offense_id
2021,165688502,179990767
2021,165688498,179990763
2021,155260167,169524717
2021,155260166,169524715
2021,155260166,169524716
2021,156367176,170631920
2021,152023457,166276464
2021,152023456,166276462
2021,152023458,166276465
2021,152023459,166276466
2021,153703337,167963511
2021,151652077,165902235
2021,151652078,165902235
2021,151652075,165902233
2021,147480010,161630487
2021,161003225,175288524
2021,147480009,161630488
2021,147480007,161630485
2021,147483687,161632009
2021,147483686,161632009
2021,147483688,161632010
2021,149201973,163462107
2021,149201973,163462108
2021,149203662,163466358
2021,150298741,164556016
2021,152562470,166822566
2021,150298735,164556011
2021,150298736,164556010
2021,150298737,164556012
2021,150298738,164556013
2021,150298739,164556014
2021,150298734,164556009
2021,151652079,165902237
2021,151652080,165902236
2021,151652074,165902232
2021,155255621,169520099
2021,155255621,169520100
2021,152562478,166822574
2021,152562477,166822573
2021,154134766,168392767
2021,157806231,172078500
2021,154134764,168392765
2021,154134772,168392773
2021,154134773,168392774
2021,154134768,168392769
2021,154134774,168392775
2021,154134771,168392772
2021,154134770,168392771
2021,154134769,168392770
2021,155255623,169520104
2021,155260170,169524720
2021,155260168,169524718
2021,155260169,169524719
2021,156653234,170914761
2021,156653235,170914762
2021,156653236,170914763
2021,157990916,172265936
2021,157990926,172265947
2021,157990918,172265938
2021,157990917,172265937
2021,157990922,172265944
2021,157990921,172265943
2021,164821218,179101366
2021,157990920,172265942
2021,164821219,179101367
2021,157990923,172265945
2021,161003226,175288525
2021,157990924,172265945
2021,157990925,172265946
2021,165688506,179990772
2021,165688506,179990773
2021,165688507,179990773
2021,157990919,172265939
2021,164821221,179101370
2021,157990919,172265940
2021,157990919,172265941
2021,159756775,174035599
2021,164821222,179101369
2021,164821224,179101372
2021,159756779,174035603
2021,164821227,179101375
2021,159756773,174035597
2021,164821216,179101364
2021,159756778,174035602
2021,159756777,174035601
2021,159756774,174035598
2021,159756776,174035600
2021,160651875,174938288
2021,155148961,169412919
2021,166580722,180891714
2021,166580719,180891711
2021,166580717,180891709
2021,151693562,165946519
2021,147262854,161404855
2021,160963081,175247223
2021,149098260,163236200
2021,160963078,175247220
2021,150477701,164729767
2021,151693561,165946518
2021,151693557,165946513
2021,160963079,175247221
2021,151693559,165946515
2021,153542301,167802770
2021,157357353,171621750
2021,157357353,171621751
2021,153542303,167802772
2021,153542302,167802771
2021,153542299,167802768
2021,153542298,167802767
2021,153542297,167802766
2021,153542296,167802765
2021,153542300,167802769
2021,153542295,167802764
2021,155251909,169516298
2021,155251910,169516297
2021,164901297,179183412
2021,155251908,169516296
2021,160651875,174938289
2021,162418485,176702602
2021,155251907,169516295
2021,155251906,169516294
2021,155251905,169516293
2021,157357354,171621752
2021,164194062,178481300
2021,157357355,171621753
2021,157357641,171622037
2021,157357641,171622038
2021,157357356,171621754
2021,157357357,171621755
2021,157357358,171621755
2021,160963082,175247224
2021,164194063,178481301
2021,164194063,178481302
2021,162418484,176702601
2021,162418483,176702600
2021,152562471,166822567
2021,164901395,179183513
2021,160963084,175247226
2021,160963092,175247234
2021,166480646,180791914
2021,166480647,180791914
2021,160963088,175247229
2021,160963090,175247232
2021,162423468,176707699
2021,162423469,176707700
2021,164901342,179183459
2021,162423471,176707703
2021,164901341,179183457
2021,164901341,179183458
2021,164901396,179183514
2021,164901396,179183515
2021,162423472,176707704
2021,162423473,176707704
2021,162423474,176707704
2021,147453202,161606533
2021,162797405,177076282
2021,147453202,161606534
2021,153542316,167802791
2021,153542315,167802790
2021,147453200,161606530
2021,147453200,161606531
2021,149088512,163226667
2021,149086417,163222523
2021,149086416,163222522
2021,149086415,163222520
2021,149086415,163222521
2021,149088511,163226666
2021,149086414,163222519
2021,159074235,173356970
2021,159074235,173356971
2021,159074236,173356969
2021,153542318,167802794
2021,153542318,167802795
2021,153542317,167802792
2021,153542317,167802793
2021,153542314,167802789
2021,153542313,167802787
2021,153542313,167802788
2021,153542311,167802784
2021,153542310,167802783
2021,153542309,167802781
2021,153542309,167802782
2021,153542312,167802785
2021,153542312,167802786
2021,153542308,167802779
2021,153542308,167802780
2021,153542306,167802776
2021,153542306,167802777
2021,153542307,167802778
2021,153542305,167802775
2021,153542304,167802773
2021,153542304,167802774
2021,155163340,169427454
2021,155163340,169427455
2021,161568960,175852553
2021,163253298,177532843
2021,163253297,177532842
2021,159075144,173357868
2021,159074875,173357602
2021,161568956,175852547
2021,161568956,175852548
2021,161568958,175852550
2021,161568958,175852551
2021,161568959,175852552
2021,155582575,169846039
2021,153748728,168009751
2021,153748728,168009752
2021,158026352,172300707
2021,163947554,178231420
2021,148833278,162971588
2021,148833278,162971589
2021,147743722,161844075
2021,147743722,161844076
2021,147743725,161844078
2021,147743724,161844078
2021,147743727,161844080
2021,147743728,161844081
2021,148833279,162971590
2021,161126085,175412914
2021,161126086,175412915
2021,147743732,161844085
2021,161126098,175412925
2021,148832271,162967311
2021,147743735,161844088
2021,147740865,161848595
2021,147740864,161848595
2021,148833284,162971595
2021,148833284,162971596
2021,148833285,162971597
2021,148833286,162971598
2021,148833286,162971599
2021,147743744,161844097
2021,147743745,161844098
2021,148833287,162971600
2021,148833287,162971601
2021,147743848,161844204
2021,147743847,161844204
2021,148832272,162967312
2021,148832272,162967313
2021,150237842,164494054
2021,150237842,164494055
2021,148832273,162967314
2021,148832273,162967315
2021,147743853,161844212
2021,148833290,162971605
2021,148833290,162971606
2021,148833291,162971607
2021,148833291,162971608
2021,148833292,162971609
2021,148833292,162971610
2021,147743858,161844219
2021,148833293,162971611
2021,148833295,162971613
2021,147743861,161844222
2021,147743863,161844224
2021,147743864,161844225
2021,148833296,162971614
2021,148833296,162971615
2021,147743866,161844228
2021,148833297,162971616
2021,148833298,162971617
2021,148833298,162971618
2021,148833299,162971619
2021,148833299,162971620
2021,148833302,162971622
2021,148833301,162971622
2021,148833300,162971621
2021,147743874,161844237
2021,148833303,162971623
2021,148833304,162971624
2021,148833304,162971625
2021,147743878,161844242
2021,148833305,162971626
2021,148833305,162971627
2021,148832274,162967316
2021,147740892,161848625
2021,147743883,161844248
2021,147740893,161848626
2021,147743887,161844251
2021,148833306,162971628
2021,148833306,162971629
2021,147743889,161844254
2021,147743891,161844256
2021,147743891,161844257
2021,148832275,162967317
2021,148832275,162967318
2021,148833307,162971630
2021,148833308,162971631
2021,148833308,162971632
2021,148833312,162971635
2021,148833312,162971636
2021,148833313,162971637
2021,148833313,162971638
2021,148832277,162967320
2021,148832277,162967321
2021,150237843,164494056
2021,150237843,164494058
2021,150237844,164494057
2021,150237845,164494057
2021,147743899,161844267
2021,148833314,162971639
2021,148833314,162971640
2021,147743901,161844270
2021,148832278,162967322
2021,148832279,162967322
2021,148833317,162971642
2021,148833316,162971642
2021,150237846,164494059
2021,150237847,164494060
2021,150237847,164494061
2021,148832280,162967323
2021,150237848,164494062
2021,150237848,164494063
2021,148833320,162971646
2021,148833321,162971647
2021,148832283,162967327
2021,150237849,164494064
2021,150237849,164494065
2021,150237849,164494066
2021,161398107,175680696
2021,148832284,162967328
2021,148833324,162971652
2021,148832285,162967329
2021,150237851,164494068
2021,150237851,164494069
2021,148833326,162971654
2021,148833326,162971655
2021,148832287,162967332
2021,148832288,162967333
2021,148833327,162971656
2021,148833328,162971657
2021,150237852,164494070
2021,150237852,164494071
2021,148832290,162967336
2021,148832290,162967337
2021,148833329,162971658
