data_year,victim_id,injury_id
2021,147277784,5
2021,157191557,5
2021,151933685,4
2021,163945425,5
2021,164084907,1
2021,152436410,2
2021,152436410,4
2021,163947288,5
2021,163947289,5
2021,155230261,5
2021,155230258,5
2021,155230259,5
2021,163945422,5
2021,163945428,5
2021,160844829,5
2021,160844891,5
2021,148818457,4
2021,148811158,5
2021,152413372,4
2021,152413373,4
2021,152413374,5
2021,152413375,4
2021,153542322,5
2021,156131483,4
2021,155146624,5
2021,157279467,4
2021,157279468,4
2021,157280231,4
2021,157280232,5
2021,157280233,4
2021,164073846,4
2021,165758102,4
2021,165758103,5
2021,165758104,4
2021,159003797,5
2021,159003798,5
2021,164073829,4
2021,160603660,4
2021,160603662,5
2021,160603663,4
2021,164073837,5
2021,147187181,4
2021,147187182,4
2021,150188974,4
2021,149083755,4
2021,149083754,5
2021,149083766,4
2021,148823354,8
2021,149079478,4
2021,147564882,4
2021,148812159,4
2021,149079477,4
2021,150189004,2
2021,150189015,5
2021,150189013,4
2021,150189012,2
2021,150189003,4
2021,150188996,4
2021,150188981,4
2021,150188981,6
2021,150188993,5
2021,156741723,4
2021,150188986,4
2021,150188984,4
2021,165095195,2
2021,165095195,4
2021,151335202,4
2021,163360430,2
2021,163360430,3
2021,163360430,6
2021,163360430,8
2021,151335203,4
2021,150188982,4
2021,150188983,4
2021,150188979,4
2021,161878692,5
2021,157279547,4
2021,165095347,4
2021,151335197,4
2021,151335198,5
2021,151335199,5
2021,156176570,4
2021,150068145,6
2021,152391732,5
2021,152387877,1
2021,152387877,2
2021,160377013,4
2021,152391758,4
2021,152391759,5
2021,160377019,5
2021,160377020,5
2021,152391748,5
2021,161872805,5
2021,153812351,4
2021,153812352,4
2021,155231159,4
2021,152391736,4
2021,152391474,4
2021,153812372,5
2021,153812393,3
2021,153812388,4
2021,153812390,5
2021,153812375,4
2021,153812373,4
2021,153812366,4
2021,149201969,5
2021,149201971,5
2021,161872834,5
2021,153812363,4
2021,160377026,4
2021,160377027,4
2021,156176584,4
2021,156176584,8
2021,155231188,5
2021,161872858,5
2021,160377023,4
2021,157803519,5
2021,157803520,4
2021,157803518,5
2021,155148961,5
2021,151693562,4
2021,160963078,4
2021,150477701,4
2021,151693557,4
2021,151693559,4
2021,155251910,4
2021,155251908,4
2021,155251907,5
2021,157357354,5
2021,157357355,5
2021,156176701,4
2021,160963084,5
2021,156176702,4
2021,156176696,4
2021,162423469,5
2021,156176697,4
2021,156176690,4
2021,158978678,5
2021,157803523,4
2021,156176676,4
2021,161872911,5
2021,158978687,5
2021,157803508,5
2021,157803509,5
2021,157803506,4
2021,157803512,4
2021,157803513,4
2021,158978655,4
2021,158978679,5
2021,158978680,4
2021,161877695,5
2021,158978675,5
2021,158978676,4
2021,158978677,5
2021,165776247,4
2021,158978664,5
2021,158978665,5
2021,160377071,4
2021,160377066,5
2021,160377069,1
2021,160377069,4
2021,161878675,4
2021,165776253,4
2021,161878670,4
2021,165776309,5
2021,163907457,5
2021,163907458,5
2021,163907484,4
2021,149559270,4
2021,149086409,4
2021,152536449,4
2021,152536448,4
2021,155167456,4
2021,165759200,5
2021,165759201,5
2021,155167455,2
2021,155167455,6
2021,155167455,8
2021,163947290,4
2021,147145780,4
2021,150120758,4
2021,150120759,4
2021,163947551,5
2021,150120777,8
2021,151060080,4
2021,151060081,4
2021,153705065,4
2021,152412432,4
2021,153705068,4
2021,153705077,4
2021,156135507,4
2021,157276783,5
2021,163380327,4
2021,159199602,4
2021,159199604,5
2021,159199605,5
2021,160214478,4
2021,163380338,4
2021,150240525,8
2021,153703337,4
2021,147480010,4
2021,147483687,5
2021,149203662,4
2021,150298736,4
2021,151652080,4
2021,151652074,4
2021,155260168,4
2021,157990916,4
2021,157990918,4
2021,157990921,4
2021,157990923,4
2021,157990924,4
2021,159756773,4
2021,162418484,4
2021,162418483,4
2021,152562471,4
2021,149086417,4
2021,159075144,5
2021,161568958,4
2021,158026352,4
2021,163947554,4
2021,147743725,4
2021,147743724,4
2021,147743727,4
2021,161126086,4
2021,161126098,4
2021,147743735,4
2021,147743745,4
2021,147743858,1
2021,147743858,8
2021,147743861,4
2021,147743864,4
2021,148833302,4
2021,148833301,4
2021,147743899,3
2021,147743901,4
2021,148833317,4
2021,148833316,4
2021,150237846,6
2021,161398107,4
2021,148832285,4
2021,148832291,5
2021,148832293,2
2021,148832296,4
2021,148833335,4
2021,148833343,5
2021,148833353,6
2021,150238001,8
2021,150238003,4
2021,150238009,6
2021,150238010,4
2021,150238021,6
2021,161398108,5
2021,161398109,5
2021,150238027,4
2021,150238028,4
2021,150238052,5
2021,150238175,4
2021,150238177,4
2021,158349086,4
2021,165339381,4
2021,161126087,4
2021,158349117,5
2021,158349095,4
2021,158349108,4
2021,158349550,5
2021,158349551,1
2021,158349553,4
2021,158349521,4
2021,158349539,4
2021,158349501,4
2021,158349509,4
2021,158349510,4
2021,158349745,2
2021,158349745,4
2021,158349526,4
2021,165339387,5
2021,158349816,4
2021,158349817,4
2021,158349755,4
2021,158349819,4
2021,158349774,5
2021,158349826,4
2021,165339389,5
2021,158349763,4
2021,158349764,4
2021,158349467,4
2021,158349787,4
2021,158349788,4
2021,158349768,4
2021,158349813,5
2021,158349475,4
2021,158349475,8
2021,165339390,5
2021,160417734,6
2021,158349492,8
2021,158349864,5
2021,159321416,4
2021,161932655,2
2021,161932656,2
2021,158349868,4
2021,158349869,4
2021,158349870,4
2021,158349871,4
2021,158349844,2
2021,158349844,6
2021,158349844,8
2021,158349878,4
2021,158349493,4
2021,158349850,5
2021,158349851,4
2021,158349853,4
2021,158349983,3
2021,158349985,4
2021,158349986,4
2021,158349987,4
2021,158349999,2
2021,158350002,5
2021,158350003,4
2021,158349485,3
2021,158350008,1
2021,157399607,4
2021,159321450,8
2021,160417737,5
2021,159321418,4
2021,159321378,4
2021,157399640,5
2021,157399572,4
2021,159321374,4
2021,159321374,8
2021,157399646,5
2021,157399623,4
2021,159321381,4
2021,159321382,4
2021,159321376,4
2021,159321453,4
2021,159321398,5
2021,159321399,5
2021,159321402,4
2021,159321402,8
2021,159321404,4
2021,159321456,4
2021,160417772,5
2021,160417776,4
2021,160417779,8
2021,161932658,4
2021,165059165,4
2021,165059165,8
2021,160417788,5
2021,159321411,4
2021,165339393,4
2021,159321413,4
2021,165339398,4
2021,160417763,5
2021,161932659,5
2021,160419821,4
2021,161932677,4
2021,161932667,6
2021,161932690,5
2021,150238947,4
2021,147505065,5
2021,147505068,4
2021,147505067,4
2021,147505066,4
2021,149106545,4
2021,147505074,4
2021,147505076,4
2021,147533921,4
2021,147533920,4
2021,147533922,4
2021,147533919,4
2021,147533926,6
2021,147533931,5
2021,147533932,5
2021,149108303,4
2021,147505097,5
2021,149108309,4
2021,150238950,4
2021,150238953,4
2021,149108329,4
2021,147505150,5
2021,150238957,4
2021,149106558,5
2021,149106559,5
2021,147505161,5
2021,147505174,4
2021,150238961,6
2021,149108359,4
2021,147505185,4
2021,149106568,4
2021,149106569,4
2021,147505192,4
2021,147534005,5
2021,149106576,4
2021,149106577,4
2021,149108377,4
2021,149108378,4
2021,149108381,4
2021,149108385,8
2021,149106579,4
2021,150238969,8
2021,149106585,4
2021,149106586,4
2021,149106596,5
2021,147534031,4
2021,147505224,4
2021,147505225,5
2021,149106600,4
2021,149106606,6
2021,147534039,4
2021,147534045,4
2021,147534044,4
2021,147534053,5
2021,149106612,5
2021,149106613,4
2021,147534056,5
2021,147505248,5
2021,147505251,4
2021,147505250,4
2021,147534069,5
2021,147534071,5
2021,149106620,8
2021,150238989,2
2021,147505261,4
2021,149106622,4
2021,150238990,4
2021,147534082,4
2021,147505270,4
2021,147505271,5
2021,147505274,5
2021,147534089,4
2021,149108398,2
2021,149108400,6
2021,147534100,4
2021,147534099,4
2021,149108402,4
2021,147534104,8
2021,147534110,4
2021,149106636,4
2021,147534115,5
2021,147534138,5
2021,149108427,2
2021,149108427,4
2021,147505356,5
2021,147505357,5
2021,147505358,4
2021,149108429,5
2021,149108430,2
2021,149108430,3
2021,149108437,4
2021,149108456,4
2021,147505406,4
2021,149108469,5
2021,147505434,5
2021,147505436,4
2021,147505437,4
2021,149108476,4
2021,150239078,5
2021,151693913,5
2021,147534237,5
2021,147534238,5
2021,147534239,4
2021,147534242,4
2021,149108553,4
2021,151693900,5
2021,147534250,5
2021,147505511,1
2021,147534252,4
2021,147534253,4
2021,147534254,4
2021,149108566,4
2021,149108565,4
2021,150239202,4
2021,147534261,5
2021,147534262,5
2021,147534264,4
2021,147534265,4
2021,147534268,5
2021,151693905,4
2021,151693906,5
2021,149106831,4
2021,149106835,4
2021,150239121,4
2021,149108600,5
2021,149108608,5
2021,149108616,4
2021,150239131,4
2021,151693923,4
2021,149108621,4
2021,149108640,4
2021,149106880,5
2021,150239140,4
2021,150239141,2
2021,150239142,4
2021,150239143,4
2021,151693927,6
2021,150239148,4
2021,149106929,4
2021,149106930,4
2021,149106934,4
2021,149106937,4
2021,149106948,5
2021,149106950,4
2021,149108672,4
2021,149108677,4
2021,151693932,5
2021,151693933,4
2021,151693933,6
2021,151693934,4
2021,149108683,4
2021,149108689,5
2021,150239211,4
2021,149108692,1
2021,149108694,5
2021,151693939,5
2021,149108698,4
2021,149108703,4
2021,151693945,5
2021,151693948,5
2021,149107062,5
2021,149107065,4
2021,151693953,4
2021,150239240,5
2021,150239245,4
2021,150239246,4
2021,151693957,5
2021,151693958,5
2021,151693959,5
2021,149107089,5
2021,150239254,5
2021,150239261,4
2021,151693964,5
2021,149108853,5
2021,149108862,4
2021,149108861,4
2021,149108866,5
2021,150239277,6
2021,150239277,8
2021,150239281,5
2021,149107161,5
2021,151694027,5
2021,151693977,5
2021,149107180,4
2021,151693980,5
2021,150239295,4
2021,151693982,5
2021,149107193,5
2021,150239303,5
2021,150239304,5
2021,149107213,4
2021,150239310,5
2021,151693988,5
2021,151693989,5
2021,149107226,5
2021,150239316,4
2021,150239317,5
2021,151693993,2
2021,150239322,4
2021,151693996,4
2021,151693997,4
2021,151693998,4
2021,149108920,3
2021,150239329,4
2021,150239330,4
2021,149108924,5
2021,149107351,5
2021,150239392,4
2021,151694004,5
2021,151694007,4
2021,150239548,4
2021,149107402,5
2021,149109030,3
2021,149109037,4
2021,149109038,4
2021,151694009,4
2021,150239421,4
2021,150239422,4
2021,150239429,4
2021,149109073,4
2021,150239435,4
2021,150239436,5
2021,150239443,6
2021,149109108,5
2021,149109109,5
2021,151694023,5
2021,149109125,4
2021,150239456,5
2021,151694028,4
2021,151694030,4
2021,150239470,5
2021,150239471,5
2021,150239486,5
2021,150239488,5
2021,150239489,4
2021,151694039,8
2021,151694042,4
2021,150239514,5
2021,151694043,4
2021,164083071,5
2021,150239601,4
2021,150239614,5
2021,150239615,4
2021,150239618,4
2021,151694063,4
2021,151694066,4
2021,151694067,4
2021,150239640,5
2021,150239641,4
2021,151694070,4
2021,151694071,4
2021,151694073,4
2021,151694075,5
2021,151694076,5
2021,150239703,4
2021,150239704,4
2021,150239707,5
2021,150239709,5
2021,150239710,5
2021,150239713,3
2021,150239735,5
2021,150239736,5
2021,151694089,4
2021,151694094,4
2021,151694095,5
2021,151694096,5
2021,151694097,4
2021,151694110,4
2021,150239778,4
2021,151694114,4
2021,150239788,4
2021,151694120,8
2021,150239807,5
2021,150239809,4
2021,150239815,5
2021,150239816,4
2021,151694130,4
2021,151694131,6
2021,151694132,6
2021,151694133,4
2021,151694136,4
2021,150239891,4
2021,150239893,4
2021,150239897,5
2021,151694140,4
2021,151694141,4
2021,150239904,5
2021,151694147,4
2021,151694148,5
2021,150239917,5
2021,151694153,8
2021,150239935,5
2021,151694156,4
2021,150239958,5
2021,151694157,4
2021,150239967,5
2021,151694158,4
2021,151694160,4
2021,150239972,5
2021,150239973,5
2021,150239974,5
2021,151694162,4
2021,150240082,5
2021,151694166,4
2021,150240087,5
2021,150240088,5
2021,151694175,4
2021,151694176,4
2021,150240111,5
2021,150240112,4
2021,150240130,4
2021,150240132,5
2021,150240133,5
2021,150240134,5
2021,150240145,4
2021,151694185,5
2021,150240158,8
2021,151694190,5
2021,151694191,5
2021,151694194,4
2021,151694201,4
2021,151694202,5
2021,150240261,4
2021,150240263,4
2021,150240264,4
2021,151694207,5
2021,150240275,5
2021,150240277,4
2021,150240291,5
2021,150240296,5
2021,150240297,5
2021,150240301,4
2021,150240302,4
2021,150240314,5
2021,150240324,4
2021,159346955,5
2021,163368017,5
2021,159346956,4
2021,159346414,5
2021,159344554,4
2021,159344555,5
2021,163368465,5
2021,157458861,2
2021,159342597,3
2021,157458862,4
2021,159347789,5
2021,159346434,4
2021,159348236,5
2021,159348237,5
2021,159346964,5
2021,160418671,5
2021,160418672,5
2021,160418673,5
2021,157459642,4
2021,157458834,4
2021,157458835,5
2021,157459612,4
2021,164079713,5
2021,157458881,4
2021,164918319,6
2021,159347773,4
2021,157458854,2
2021,158597476,4
2021,157458784,5
2021,157458779,5
2021,157458850,4
2021,157458780,4
2021,157458781,4
2021,157458782,4
2021,157458783,4
2021,157458801,5
2021,157458785,4
2021,157458846,5
2021,157458787,5
2021,157458757,4
2021,156814684,4
2021,156814688,4
2021,156814696,4
2021,156814697,5
2021,156814698,5
2021,156814694,5
2021,156814702,5
2021,156814707,4
2021,156814710,4
2021,156814714,4
2021,156814909,5
2021,156814915,4
2021,156814919,5
2021,156814928,4
2021,156814933,4
2021,156815153,5
2021,156815161,4
2021,156815164,4
2021,156815174,5
2021,156815194,5
2021,156815041,5
2021,157459216,4
2021,156815042,6
2021,157459220,4
2021,157459222,4
2021,157459223,4
2021,156815071,5
2021,159346951,4
2021,156815073,5
2021,156815074,5
2021,156815075,4
2021,156815076,4
2021,156814719,5
2021,158597473,4
2021,156814720,5
2021,156814728,4
2021,156814730,4
2021,156814731,4
2021,156814735,4
2021,156814740,4
2021,156814742,4
2021,156814749,4
2021,156814753,5
2021,156814760,4
2021,156814759,4
2021,156814763,4
2021,156814767,5
2021,156814944,5
2021,156814947,2
2021,156814947,4
2021,156814948,4
2021,156814951,4
2021,156814952,4
2021,156814957,4
2021,156814958,4
2021,164079711,5
2021,156814960,4
2021,156814964,4
2021,156814966,4
2021,156814968,4
2021,156814969,4
2021,156814973,5
2021,156814977,4
2021,156814978,5
2021,156814979,5
2021,156814996,5
2021,156814999,5
2021,159345339,5
2021,157458760,4
2021,157458761,4
2021,156815243,4
2021,156815247,5
2021,156815256,5
2021,156815274,4
2021,156815078,4
2021,156815079,4
2021,156815081,5
2021,156815086,4
2021,156815087,4
2021,156815096,4
2021,156815099,4
2021,156815100,4
2021,159307449,4
2021,158597481,5
2021,156815124,4
2021,156815122,4
2021,157459890,4
2021,164079704,5
2021,156814861,4
2021,156814863,4
2021,156814869,4
2021,156814877,5
2021,164079707,5
2021,164079708,5
2021,163369004,5
2021,156815007,4
2021,156815013,2
2021,156815013,4
2021,156815013,8
2021,156815016,5
2021,157458759,5
2021,156815020,4
2021,156815022,4
2021,156815030,4
2021,156815035,4
2021,158599077,4
2021,158598014,4
2021,158598017,4
2021,158598019,4
2021,158598022,4
2021,158598025,4
2021,158598026,5
2021,158598034,4
2021,158598036,5
2021,157459639,4
2021,158598055,5
2021,158598065,4
2021,156815130,5
2021,158597492,4
2021,164079731,5
2021,158597498,5
2021,158597500,4
2021,158597512,4
2021,157459495,5
2021,158600049,4
2021,158600063,4
2021,164079720,5
2021,158601202,4
2021,158601212,1
2021,158601213,3
2021,158601206,5
2021,158601216,1
2021,163367709,5
2021,158599084,5
2021,157459232,4
2021,157459233,4
2021,158599105,4
2021,161665253,4
2021,157459644,4
2021,159342602,5
2021,158601242,4
2021,158601281,4
2021,158601282,4
2021,157459239,4
2021,158601332,2
2021,158601332,8
2021,158601343,5
2021,157459241,5
2021,158599921,5
2021,158599922,5
2021,163367787,5
2021,157459498,4
2021,158599937,4
2021,158599947,2
2021,163367788,4
2021,158599957,5
2021,158599961,5
2021,158599972,5
2021,165369267,4
2021,158599979,4
2021,158599993,4
2021,158599995,4
2021,158598088,4
2021,158598089,5
2021,161398115,5
2021,158598092,4
2021,158598110,1
2021,158598111,4
2021,158598113,4
2021,158598114,5
2021,158599044,4
2021,157459650,4
2021,158599042,4
2021,158599054,4
2021,158597567,4
2021,158597576,4
2021,158597584,4
2021,158597589,4
2021,164079721,5
2021,158597613,4
2021,158597610,5
2021,158601399,5
2021,163367805,4
2021,158601409,5
2021,158601426,4
2021,158601443,4
2021,158601443,8
2021,158602433,5
2021,158602436,4
2021,158602467,4
2021,159348223,4
2021,159348224,4
2021,158600000,4
2021,160418625,5
2021,158600008,5
2021,157459666,5
2021,157459667,5
2021,157459659,4
2021,163367743,5
2021,157459673,4
2021,157459679,5
2021,157459683,4
2021,157459691,5
2021,157459693,5
2021,157459700,4
2021,165369225,4
2021,157459712,4
2021,159346953,4
2021,157459713,4
2021,157459714,4
2021,157459725,4
2021,157459726,5
2021,163367714,5
2021,157459251,4
2021,163367716,6
2021,159342598,5
2021,157459277,5
2021,157459278,4
2021,163367717,4
2021,163367728,5
2021,157459513,4
2021,157459521,5
2021,159307460,4
2021,157459548,4
2021,157459736,4
2021,157459741,5
2021,157459748,5
2021,157459751,4
2021,157459767,4
2021,158600033,5
2021,157459770,4
2021,157459774,5
2021,157459782,4
2021,159344557,4
2021,157459785,4
2021,157459303,5
2021,157459332,5
2021,157459349,4
2021,157459797,5
2021,157459792,4
2021,157459803,5
2021,157459819,4
2021,159307491,4
2021,159307492,4
2021,157459567,5
2021,159307463,5
2021,159307465,4
2021,157459600,2
2021,157459600,3
2021,157459601,2
2021,164079717,5
2021,157459369,5
2021,157459372,4
2021,163367723,5
2021,157459381,4
2021,159307457,2
2021,157459386,4
2021,157459388,5
2021,157459390,4
2021,157459983,3
2021,157459983,6
2021,157459920,4
2021,157459921,4
2021,157459997,3
2021,157460006,4
2021,157460016,4
2021,157459846,4
2021,159307499,4
2021,157459855,4
2021,157459856,4
2021,164025043,4
2021,164025704,4
2021,164025705,4
2021,157459874,5
2021,164025709,5
2021,164025442,5
2021,164025443,5
2021,164025444,4
2021,164025216,5
2021,157459399,5
2021,164025057,5
2021,164025222,4
2021,164025223,4
2021,164921196,5
2021,164025718,5
2021,164025224,5
2021,164025451,4
2021,164025063,5
2021,164025064,5
2021,164025068,4
2021,164025069,4
2021,164025255,4
2021,164024785,4
2021,164024786,4
2021,164025458,5
2021,165371979,4
2021,164025460,4
2021,164024756,5
2021,164024510,4
2021,164025733,2
2021,164025019,4
2021,164025117,4
2021,164025269,4
2021,164025467,2
2021,164025470,4
2021,164025469,5
2021,164024857,4
2021,164024858,4
2021,164024574,5
2021,164025471,4
2021,164025126,4
2021,164025282,5
2021,164025131,4
2021,164025286,4
2021,165371982,4
2021,164025747,2
2021,164025749,5
2021,164025488,5
2021,165371957,4
2021,164024551,5
2021,165371962,4
2021,164024512,4
2021,164024513,4
2021,164025754,5
2021,164025149,8
2021,164025295,4
2021,164025296,4
2021,164025297,4
2021,164025155,4
2021,164025157,4
2021,164025763,4
2021,164025764,4
2021,164025024,4
2021,164025301,4
2021,164025159,4
2021,164025160,4
2021,164025765,4
2021,165371988,4
2021,164025500,4
2021,164025308,5
