data_year,victim_id,injury_id
2021,164025163,4
2021,165371967,4
2021,164025309,4
2021,164025310,4
2021,164025772,6
2021,165371973,4
2021,164025776,4
2021,164025507,5
2021,164025169,4
2021,165371849,5
2021,165372040,5
2021,165372041,2
2021,165372042,5
2021,165371995,2
2021,164921186,5
2021,164025797,4
2021,164024787,4
2021,164024788,4
2021,164025179,4
2021,164025347,5
2021,164921197,5
2021,164025517,4
2021,164025181,4
2021,165372045,4
2021,165372051,2
2021,165371976,4
2021,165371999,4
2021,164025186,4
2021,164025029,4
2021,165372003,4
2021,164024810,4
2021,164024811,4
2021,164024789,5
2021,164024790,4
2021,164025198,4
2021,164025199,4
2021,164025370,4
2021,165372023,2
2021,164025946,5
2021,164025947,4
2021,164025949,4
2021,164025541,4
2021,164024526,5
2021,164025950,4
2021,164024758,5
2021,164025962,4
2021,165372063,4
2021,164025965,3
2021,164026109,4
2021,164026476,5
2021,164026477,5
2021,164026689,5
2021,164024606,1
2021,164026095,4
2021,164026116,4
2021,164026481,4
2021,164026120,8
2021,164025973,5
2021,165372106,4
2021,164024759,4
2021,164024760,4
2021,164026125,4
2021,164026487,5
2021,164024850,2
2021,164026126,4
2021,164024791,5
2021,164024792,5
2021,164024793,5
2021,164025985,5
2021,164026497,4
2021,165373124,2
2021,164083821,4
2021,164025989,5
2021,164026136,4
2021,164026137,5
2021,164024860,2
2021,165373128,2
2021,164026140,5
2021,164024576,4
2021,164025992,5
2021,164024812,4
2021,164026147,5
2021,164026720,4
2021,164024995,4
2021,165372086,4
2021,164025996,4
2021,164025999,2
2021,164025999,4
2021,164026509,5
2021,164026510,4
2021,164025035,4
2021,164026728,4
2021,164026001,5
2021,164026002,5
2021,164026729,5
2021,165373132,4
2021,165372073,4
2021,164024814,3
2021,164024815,5
2021,164741474,4
2021,164026527,4
2021,164026008,5
2021,164026009,5
2021,164026010,5
2021,164026528,5
2021,164026529,5
2021,164026532,5
2021,164024841,5
2021,164026166,4
2021,164026752,4
2021,164026535,4
2021,164024837,4
2021,164024568,5
2021,164024569,5
2021,164024973,5
2021,164026539,4
2021,164024824,5
2021,164026175,4
2021,164024622,4
2021,164024545,4
2021,164026762,4
2021,164024842,4
2021,164026764,4
2021,164026546,4
2021,164026026,5
2021,164026765,2
2021,164024795,4
2021,164026184,5
2021,164026183,4
2021,164024796,5
2021,164024797,4
2021,164024798,5
2021,164024623,4
2021,164026192,6
2021,164026193,5
2021,164026194,5
2021,164026773,4
2021,164026774,4
2021,164026776,5
2021,164026777,5
2021,164026778,5
2021,164083815,5
2021,164026202,5
2021,164026779,5
2021,164026203,4
2021,165369306,4
2021,164026555,4
2021,164026047,4
2021,164026837,6
2021,164026206,5
2021,165372120,4
2021,164026208,4
2021,164026049,1
2021,164024770,4
2021,164026210,3
2021,164026213,4
2021,164026449,4
2021,164026659,4
2021,164026663,4
2021,164026459,5
2021,164026461,4
2021,164026668,4
2021,164026666,4
2021,164026667,4
2021,164024817,4
2021,164024818,4
2021,164026057,5
2021,164026468,2
2021,164026671,4
2021,164024805,4
2021,164024806,5
2021,164026100,4
2021,164024636,5
2021,164026867,4
2021,164026866,4
2021,164026470,2
2021,164026470,3
2021,159344596,4
2021,159344597,4
2021,159342622,4
2021,159345363,4
2021,161665267,5
2021,159342232,4
2021,159345378,4
2021,159342234,4
2021,161665268,5
2021,159344613,4
2021,159342240,4
2021,159343103,4
2021,159345388,5
2021,159342241,4
2021,159342243,4
2021,159342244,4
2021,159342250,5
2021,159345384,5
2021,159342246,4
2021,163367871,4
2021,159344626,4
2021,159342251,4
2021,159342251,8
2021,159345891,4
2021,159343120,5
2021,159343122,4
2021,159343123,4
2021,159345895,4
2021,159343133,5
2021,165369392,5
2021,160418643,2
2021,159343131,4
2021,159344653,4
2021,159342265,5
2021,159345905,4
2021,159344664,5
2021,160418644,5
2021,164024565,5
2021,164024566,5
2021,164024747,5
2021,159346011,5
2021,159344669,4
2021,160418659,2
2021,159343146,5
2021,159343160,4
2021,159343159,4
2021,164024780,1
2021,159345924,4
2021,159345925,4
2021,159345926,5
2021,159343191,4
2021,159343197,5
2021,159344717,5
2021,159343193,4
2021,161665269,3
2021,159343203,5
2021,159342511,4
2021,159345938,4
2021,159345939,4
2021,159345940,4
2021,159345281,4
2021,159345936,4
2021,159345288,5
2021,159345285,5
2021,159345286,4
2021,159345314,4
2021,159342540,1
2021,159342541,4
2021,160418653,4
2021,159345963,4
2021,159342551,4
2021,164024608,4
2021,159345301,5
2021,159343295,5
2021,159343297,4
2021,159345305,4
2021,159345303,5
2021,159345304,5
2021,159343302,3
2021,159345976,4
2021,159343304,1
2021,159342576,5
2021,159344514,4
2021,164079727,5
2021,159345335,4
2021,159346000,4
2021,160418666,2
2021,160418669,5
2021,159347813,4
2021,159348263,2
2021,159348263,6
2021,159347816,4
2021,159347817,4
2021,159348262,4
2021,159347823,1
2021,159346480,5
2021,160418710,5
2021,159347835,4
2021,159346996,5
2021,159348271,4
2021,159346501,4
2021,159347839,5
2021,159347281,4
2021,159347282,5
2021,159348525,5
2021,159348530,5
2021,159348536,4
2021,159347286,5
2021,159347287,5
2021,160418714,4
2021,159346503,5
2021,159346504,4
2021,159347854,4
2021,159347857,5
2021,159347858,5
2021,163367908,4
2021,159348535,4
2021,159348534,5
2021,159347293,4
2021,159347294,5
2021,159346510,4
2021,159347872,4
2021,159346517,5
2021,161665287,5
2021,160418678,5
2021,159347309,2
2021,159346525,4
2021,159347890,4
2021,159347879,4
2021,160418738,2
2021,159348578,4
2021,159346884,2
2021,159347888,4
2021,159347889,4
2021,159347886,4
2021,159346889,4
2021,159347327,5
2021,159347332,5
2021,164024809,5
2021,159347333,5
2021,159347339,5
2021,159347338,5
2021,161665279,5
2021,159348988,8
2021,159347896,4
2021,160418683,4
2021,159348165,6
2021,159348166,6
2021,159348167,6
2021,159348168,6
2021,159347348,5
2021,159348163,4
2021,160418717,4
2021,160418720,4
2021,159348609,3
2021,159347361,8
2021,159347363,5
2021,159346910,6
2021,159346920,5
2021,159348175,5
2021,159346908,4
2021,159346909,4
2021,160418745,2
2021,160418852,2
2021,159346912,5
2021,159348626,4
2021,159346911,4
2021,159348187,5
2021,159348188,4
2021,159348185,5
2021,159348632,5
2021,159348633,5
2021,161665281,5
2021,161665282,5
2021,159348640,5
2021,160418750,5
2021,159348642,4
2021,159347401,4
2021,159346928,5
2021,159348960,5
2021,159348201,4
2021,159346937,4
2021,165369435,4
2021,165369498,4
2021,160418754,4
2021,159348972,4
2021,159346940,5
2021,159346942,4
2021,160420093,2
2021,160420093,8
2021,163368327,4
2021,160420615,4
2021,161665327,2
2021,160419891,4
2021,160420103,4
2021,160419838,4
2021,160419842,5
2021,160420107,4
2021,160419845,4
2021,161665296,2
2021,160420419,4
2021,160419856,3
2021,160419855,4
2021,160420628,5
2021,160420803,6
2021,160420726,5
2021,161665313,4
2021,160420130,8
2021,160420732,4
2021,160420737,4
2021,165369524,5
2021,160420420,5
2021,160420421,4
2021,160419864,7
2021,160420140,4
2021,160420427,4
2021,160420428,4
2021,160419878,5
2021,160420744,4
2021,160420746,4
2021,161665303,5
2021,163368334,4
2021,160419884,4
2021,160420752,4
2021,160420437,4
2021,160420162,4
2021,161665314,2
2021,161665304,4
2021,160420756,4
2021,160420443,4
2021,160420519,4
2021,160420762,4
2021,160420178,4
2021,160420525,4
2021,160420524,4
2021,160420325,4
2021,160420526,4
2021,160420526,8
2021,160420184,3
2021,160420184,4
2021,160420185,4
2021,160420189,5
2021,165377709,5
2021,160420786,4
2021,160420329,5
2021,160420793,4
2021,160420533,1
2021,160420534,1
2021,160420792,8
2021,160420796,5
2021,160420540,5
2021,160420337,4
2021,163367992,5
2021,161665306,4
2021,160420339,4
2021,165369620,2
2021,165369620,4
2021,160420338,4
2021,160420802,4
2021,160420801,4
2021,160420544,5
2021,160420554,4
2021,160420348,4
2021,164079735,5
2021,160420083,4
2021,160420559,5
2021,161665316,2
2021,161665317,2
2021,161665343,4
2021,161665344,4
2021,160420049,4
2021,160420050,5
2021,160420051,4
2021,160420844,5
2021,160420360,4
2021,161665298,4
2021,160420568,4
2021,160420833,4
2021,161665345,4
2021,160420362,5
2021,160420363,4
2021,160420368,4
2021,160420581,4
2021,160420065,4
2021,163368356,4
2021,163368357,4
2021,160420075,4
2021,160420076,4
2021,160420845,4
2021,160420595,4
2021,160420590,4
2021,160420591,4
2021,160420592,4
2021,165369634,5
2021,161665843,4
2021,164079738,5
2021,164079739,5
2021,161665358,4
2021,161665359,4
2021,163368366,5
2021,161665363,4
