data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2021,157399612,162325848,3,
2021,157399612,162325849,18,
2021,157399612,162325850,18,
2021,157399612,162325851,18,
2021,159321374,164233336,16,
2021,157399594,162325828,16,
2021,161932653,166809988,18,
2021,161932654,166809988,18,
2021,165339384,170181846,24,
2021,160417742,165315650,16,
2021,157399580,162325817,9,
2021,157399581,162325817,9,
2021,157399623,162325864,16,
2021,160417745,165315653,1,
2021,159321381,164233343,25,
2021,159321381,164233344,16,
2021,159321382,164233343,16,
2021,159321382,164233344,25,
2021,159321376,164233338,18,
2021,159321451,164233415,24,
2021,159321421,164233382,18,
2021,159321453,164233418,16,
2021,159321454,164233419,8,
2021,159321424,164233385,16,
2021,159321402,164233363,3,
2021,161932657,166809991,16,
2021,159321455,164233420,18,
2021,159321404,164233365,27,
2021,159321426,164233387,16,
2021,159321456,164233421,17,
2021,159321430,164233390,1,
2021,160417772,165315678,3,
2021,160417776,165315682,27,
2021,161932658,166809992,5,
2021,165059165,169906003,9,
2021,160417788,165315693,16,
2021,159321411,164233372,21,
2021,159321411,164233373,25,
2021,159321412,164233372,25,
2021,159321412,164233373,21,
2021,165339393,170181854,16,
2021,159321413,164233374,22,
2021,165339398,170181858,16,
2021,160417763,165315669,15,
2021,161932660,166809994,16,
2021,160419821,165317666,18,
2021,160419673,165317519,18,
2021,161932677,166810010,3,
2021,161932678,166810011,19,
2021,165339402,170181862,17,
2021,161932666,166810000,18,
2021,161932692,166810025,7,
2021,161932667,166810001,3,
2021,165339399,170181859,9,
2021,161932686,166810020,16,
2021,161932695,166810028,16,
2021,161932697,166810030,3,
2021,161932709,166810042,18,
2021,161932698,166810031,16,
2021,161932717,166810049,16,
2021,161932713,166810046,24,
2021,161932714,166810046,24,
2021,161932688,166810022,13,
2021,161932690,166810023,16,
2021,161932676,166810009,27,
2021,150238947,155232628,16,
2021,147505065,152514813,24,
2021,147505065,152514814,24,
2021,147505065,152514815,16,
2021,147505065,152514816,24,
2021,147505065,152514817,24,
2021,147505068,152514813,24,
2021,147505068,152514814,16,
2021,147505068,152514815,24,
2021,147505068,152514816,24,
2021,147505068,152514817,24,
2021,147505067,152514813,24,
2021,147505067,152514814,24,
2021,147505067,152514815,24,
2021,147505067,152514816,24,
2021,147505067,152514817,16,
2021,147505066,152514813,24,
2021,147505066,152514814,24,
2021,147505066,152514815,24,
2021,147505066,152514816,16,
2021,147505066,152514817,24,
2021,149106545,154098934,27,
2021,147505074,152514822,3,
2021,147505076,152514824,3,
2021,147533921,152516869,24,
2021,147533921,152516870,24,
2021,147533920,152516869,24,
2021,147533920,152516870,24,
2021,147533922,152516869,24,
2021,147533922,152516870,24,
2021,147533919,152516869,24,
2021,147533919,152516870,24,
2021,147533926,152516874,9,
2021,147533931,152516879,16,
2021,147533932,152516880,16,
2021,149108303,154102957,3,
2021,147505097,152514849,10,
2021,149108309,154102967,1,
2021,149108309,154102968,1,
2021,150238950,155232632,17,
2021,150238953,155232635,5,
2021,149108325,154102985,26,
2021,149108329,154102989,3,
2021,147505150,152514903,21,
2021,150238957,155232639,1,
2021,149106558,154098950,1,
2021,149106558,154098951,16,
2021,149106559,154098950,1,
2021,149106559,154098951,16,
2021,147505161,152514914,1,
2021,147505174,152514928,16,
2021,147505174,152514929,16,
2021,147505175,152514930,14,
2021,150238961,155232644,24,
2021,149108359,154103029,1,
2021,147505185,152514942,19,
2021,149106568,154098963,3,
2021,149106568,154098964,16,
2021,149106569,154098963,16,
2021,149106569,154098964,3,
2021,147505192,152514951,3,
2021,147534005,152516961,21,
2021,149106576,154098972,16,
2021,149106577,154098973,3,
2021,149108377,154103050,3,
2021,149108378,154103051,3,
2021,149108381,154103054,3,
2021,149108382,154103055,26,
2021,149108385,154103058,3,
2021,149106579,154098975,3,
2021,150238969,155232655,3,
2021,151693849,156681860,21,
2021,151693850,156681860,13,
2021,149106585,154098979,16,
2021,149106585,154098980,3,
2021,149106586,154098979,3,
2021,149106586,154098980,16,
2021,147534031,152516990,3,
2021,147505224,152519988,3,
2021,147505225,152519989,3,
2021,149106600,154098997,16,
2021,149106606,154099003,5,
2021,147534039,152516998,3,
2021,149106608,154099005,24,
2021,147534045,152517003,5,
2021,147534045,152517004,16,
2021,147534044,152517003,16,
2021,147534044,152517004,17,
2021,147534053,152517013,9,
2021,149106612,154099011,16,
2021,149106613,154099012,16,
2021,147534056,152517016,3,
2021,147505248,152520015,24,
2021,147505251,152520017,5,
2021,147505250,152520017,5,
2021,147534069,152517026,1,
2021,147534071,152517028,1,
2021,149106620,154099019,9,
2021,147534074,152517031,27,
2021,150238989,155232679,3,
2021,147505261,152520029,21,
2021,149106622,154099021,3,
2021,147505268,152520038,9,
2021,150238990,155232680,19,
2021,147534082,152517039,1,
2021,147505270,152520040,15,
2021,147505271,152520041,3,
2021,147505274,152520045,24,
2021,147534089,152517046,24,
2021,149108398,154103074,3,
2021,149108400,154103077,1,
2021,147534100,152517055,16,
2021,147534099,152517055,3,
2021,149108402,154103079,3,
2021,147534104,152517059,1,
2021,147505301,152520072,9,
2021,147505302,152520072,9,
2021,147534110,152517066,3,
2021,149106636,154099040,19,
2021,149106637,154099041,17,
2021,150238998,155232690,27,
2021,149106645,154099052,26,
2021,147534115,152517071,16,
2021,147534115,152517072,3,
2021,151693879,156681886,3,
2021,147534138,152517096,3,
2021,149108427,154103103,21,
2021,147505356,152520132,16,
2021,147505356,152520133,3,
2021,147505357,152520132,3,
2021,147505357,152520133,16,
2021,147505358,152520134,1,
2021,147505358,152520135,1,
2021,147505358,152520136,1,
2021,147505358,152520137,1,
2021,149108429,154103105,24,
2021,149108429,154103106,24,
2021,149108429,154103107,16,
2021,149108430,154103108,19,
2021,150239054,155232745,21,
2021,149108437,154103115,3,
2021,149108454,154103136,14,
2021,149108456,154103138,3,
2021,149108469,154103155,11,
2021,147505434,152520212,5,
2021,147505436,152520214,16,
2021,147505436,152520215,19,
2021,147505437,152520214,19,
2021,147505437,152520215,16,
2021,149108476,154103163,15,
2021,149108476,154103164,1,
2021,151693892,156681897,1,
2021,151693912,156681914,16,
2021,151693913,156681914,9,
2021,151693914,156681914,9,
2021,151693915,156681914,16,
2021,147534223,152517191,16,
2021,147534224,152517191,16,
2021,147534237,152517205,21,
2021,147534237,152517206,16,
2021,147534238,152517205,16,
2021,147534238,152517206,21,
2021,147534239,152517207,3,
2021,147534242,152517210,19,
2021,149108553,154103247,3,
2021,151693900,156681905,16,
2021,147534250,152517217,15,
2021,147534252,152517219,3,
2021,147534253,152517220,3,
2021,147534253,152517221,16,
2021,147534254,152517220,16,
2021,147534254,152517221,3,
2021,149108566,154103262,3,
2021,149108566,154103263,16,
2021,149108565,154103262,16,
2021,149108565,154103263,3,
2021,150239202,155232895,24,
2021,147534261,152517228,16,
2021,147534261,152517229,19,
2021,147534262,152517228,19,
2021,147534262,152517229,16,
2021,147534264,152517231,24,
2021,147534265,152517232,3,
2021,147534268,152517235,24,
2021,151693905,156681909,16,
2021,151693905,156681910,24,
2021,151693905,156681911,24,
2021,151693905,156681912,24,
2021,151693906,156681909,24,
2021,151693906,156681910,16,
2021,151693906,156681911,9,
2021,151693906,156681912,9,
2021,151693907,156681909,24,
2021,151693907,156681910,9,
2021,151693907,156681911,24,
2021,151693907,156681912,16,
2021,149106831,154099244,3,
2021,149106835,154099248,3,
2021,150239121,155232811,3,
2021,149106844,154099255,16,
2021,149106842,154099255,1,
2021,149106843,154099255,16,
2021,149108600,154103302,3,
2021,149108608,154103310,3,
2021,151693921,156681922,1,
2021,149108616,154103319,24,
2021,150239131,155232824,3,
2021,151693923,156681923,3,
2021,149108621,154103324,5,
2021,149106880,154099298,5,
2021,150239140,155232836,3,
2021,150239141,155232837,27,
2021,150239142,155232838,14,
2021,150239143,155232838,14,
2021,151693927,156681929,9,
2021,150239148,155232845,5,
2021,150239148,155232846,1,
2021,149106929,154099349,17,
2021,149106930,154099349,17,
2021,149106934,154099353,26,
2021,149106937,154103379,9,
2021,149106948,154099364,3,
2021,149106950,154099366,17,
2021,149106951,154099367,3,
2021,149108672,154103381,3,
2021,149108677,154103386,3,
2021,151693932,156681932,15,
2021,151693933,156681933,16,
2021,151693934,156681933,16,
2021,149108683,154103391,3,
2021,149108689,154103397,5,
2021,150239211,155232906,3,
2021,149108692,154103400,3,
2021,150239215,155232916,16,
2021,149108694,154103402,15,
2021,151693939,156681943,1,
2021,149108698,154103406,2,
2021,149108699,154103407,1,
2021,149108703,154103412,1,
2021,151693940,156681944,16,
2021,151693941,156681944,16,
2021,151693942,156681944,16,
2021,151693943,156681944,16,
2021,151693945,156681945,24,
2021,150239226,155232923,24,
2021,151693948,156681949,21,
2021,151693951,156681952,3,
2021,149107062,154099484,26,
2021,149107065,154099487,1,
2021,151693953,156681955,9,
2021,150239240,155232940,27,
2021,150239240,155232941,16,
2021,150239243,155232944,16,
2021,150239245,155232946,16,
2021,150239245,155232947,16,
2021,150239246,155232946,9,
2021,150239246,155232947,3,
2021,151693957,156681958,16,
2021,151693958,156681958,16,
2021,151693959,156681958,24,
2021,149107089,154099513,24,
2021,150239254,155232953,27,
2021,150239255,155232954,1,
2021,150239261,155232959,17,
2021,151693964,156681962,16,
2021,149108853,154103549,1,
2021,151693965,156681963,16,
2021,149107112,154099536,16,
2021,149108862,154103558,16,
2021,149108862,154103559,15,
2021,149108861,154103558,15,
2021,149108861,154103559,16,
2021,149108866,154103563,3,
2021,150239277,155232974,3,
2021,150239281,155232978,3,
2021,149107161,154099585,9,
2021,151694027,156682040,15,
2021,151694027,156682041,15,
2021,151693977,156681979,1,
2021,151693977,156681980,1,
2021,149107180,154099608,27,
2021,151693980,156681981,16,
2021,151693980,156681982,27,
2021,150239295,155232997,27,
2021,151693982,156681984,17,
2021,149107193,154099620,17,
2021,150239303,155233004,3,
2021,150239303,155233005,16,
2021,150239304,155233004,16,
2021,150239304,155233005,3,
2021,149107210,154099638,16,
2021,149107213,154099641,16,
2021,150239310,155233011,1,
2021,150239310,155233012,16,
2021,151693988,156681991,16,
2021,151693989,156681991,16,
2021,149107226,154099655,3,
2021,150239316,155233018,21,
2021,150239317,155233018,20,
2021,151693993,156681996,24,
2021,150239322,155233024,21,
2021,151693996,156682006,1,
2021,151693997,156682007,3,
2021,151693998,156682008,3,
2021,149108920,154103615,27,
2021,150239329,155233038,3,
2021,150239330,155233039,17,
2021,149107242,154099678,26,
2021,149108923,154103618,1,
2021,149108924,154103619,3,
2021,149107351,154099785,24,
2021,150239392,155233103,3,
2021,151694004,156682016,27,
2021,151694004,156682017,16,
2021,150239409,155233122,24,
2021,150239409,155233123,24,
2021,151694007,156682019,16,
2021,150239548,155233276,17,
2021,149109030,154103716,1,
2021,149109030,154103717,1,
2021,149109037,154103724,16,
2021,149109037,154103725,9,
2021,149109038,154103724,9,
2021,149109038,154103725,16,
2021,151694009,156682021,3,
2021,150239421,155233135,16,
2021,150239421,155233136,27,
2021,150239422,155233135,27,
2021,150239422,155233136,16,
2021,150239429,155233143,3,
2021,149109073,154103761,16,
2021,150239435,155233149,3,
2021,150239436,155233150,16,
2021,150239443,155233159,1,
2021,149109108,154103801,1,
2021,149109109,154103801,1,
2021,151694023,156682035,1,
2021,149109125,154103818,27,
2021,150239456,155233174,5,
2021,150239456,155233175,19,
2021,150239456,155233176,16,
2021,151694028,156682042,1,
2021,151694028,156682043,1,
2021,151694030,156682044,1,
2021,151694030,156682045,1,
2021,151694030,156682046,16,
2021,150239470,155233193,1,
2021,150239470,155233194,16,
2021,150239471,155233193,16,
2021,150239471,155233194,1,
2021,150239481,155233205,1,
2021,150239486,155233211,21,
2021,150239488,155233213,16,
2021,150239488,155233214,21,
2021,150239489,155233213,21,
2021,150239489,155233214,16,
2021,151694039,156682057,3,
2021,151694042,156682060,3,
2021,150239514,155233240,16,
2021,150239514,155233241,16,
2021,151694043,156682061,3,
2021,164083071,168942036,16,
2021,150239577,155233309,19,
2021,150239601,155233336,1,
