data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2021,145785664,64,6500,2021-02-23,
2021,145785665,64,6500,,
2021,146469725,38,1000,,
2021,149420239,20,975,,
2021,136813976,3,50000,,
2021,138821057,22,0,,
2021,145785661,63,1599,,
2021,140213919,16,74,,
2021,140213919,36,1534,,
2021,139343027,42,204,,
2021,139342841,38,80,,
2021,145347926,38,200,,
2021,139342843,42,100,,
2021,143064552,10,,,
2021,143064552,11,1,,
2021,143064552,19,1,,
2021,143064552,63,1,,
2021,139342844,51,0,,
2021,140416085,38,1179,,
2021,140213921,24,10000,,
2021,139343023,52,0,,
2021,140213920,10,,,
2021,140213917,20,6211,,
2021,139342842,10,,,
2021,140213916,50,113,,
2021,141477557,25,40,,
2021,140213915,42,1,,
2021,140416082,11,2,,
2021,140213914,38,1,,
2021,140213918,54,4,,
2021,140416086,10,,,
2021,140416086,11,2,,
2021,140416087,52,0,,
2021,140416079,20,1000,,
2021,142185860,47,0,,
2021,141491161,63,1,,
2021,148759499,26,300,,
2021,148759499,62,500,,
2021,143064759,63,200,,
2021,143064760,24,10000,2021-08-04,
2021,143064761,24,10000,,
2021,140416080,10,,,
2021,140416080,11,2,,
2021,140416081,4,150,,
2021,143064553,10,,,
2021,140416075,29,1000,,
2021,143064554,16,1,,
2021,145785666,8,251,,
2021,145785666,63,300,,
2021,140416076,25,15,,
2021,140416078,3,1500,,
2021,148001726,24,2000,2021-10-14,
2021,148759568,10,,,
2021,148001727,24,2000,,
2021,145347928,63,1,,
2021,140416071,64,500,,
2021,140416072,6,100,,
2021,140416074,16,210,,
2021,140416074,66,50,,
2021,140416073,26,300,,
2021,142185770,64,8500,2021-08-10,
2021,149948877,19,2,,
2021,145785669,47,0,,
2021,145785671,15,3000,,
2021,146883548,38,2000,,
2021,142185771,64,8500,,
2021,148759533,8,4,,
2021,148759532,10,,,
2021,148759532,11,1,,
2021,148759532,63,1,,
2021,148759569,10,,,
2021,148759569,11,1,,
2021,148759569,19,1,,
2021,141477584,42,1500,,
2021,141477567,16,10,,
2021,141477586,10,,,
2021,141477586,11,500,,
2021,142185769,61,1100,,
2021,146469755,61,200,2021-07-12,
2021,146469756,61,200,,
2021,141477571,38,3087,,
2021,141477572,38,2406,,
2021,142185886,52,0,,
2021,141477569,63,520,,
2021,142185869,7,540,,
2021,142185872,36,50,2021-07-14,
2021,142185873,36,50,,
2021,145347930,24,1000,,
2021,141477565,4,100,2021-07-15,
2021,141477566,4,100,,
2021,142185883,38,100,,
2021,148001728,10,,,
2021,148001728,11,4,,
2021,145347939,13,400,,
2021,145347939,63,200,,
2021,146469766,36,450,,
2021,142185889,6,15,2021-08-06,
2021,142185889,16,175,2021-08-06,
2021,142185889,51,0,2021-08-06,
2021,142185889,63,35,2021-08-06,
2021,142185890,6,15,,
2021,142185890,8,25,,
2021,142185890,9,0,,
2021,142185890,16,175,,
2021,142185890,51,0,,
2021,142185890,63,35,,
2021,143402513,20,1,,
2021,145347932,50,24,,
2021,141477563,28,10000,2021-07-26,
2021,141477564,28,10000,,
2021,145347937,36,1500,,
2021,145347927,4,200,,
2021,146469769,20,649,,
2021,142185887,37,5000,2021-08-05,
2021,142185888,37,5000,,
2021,142185884,3,200,,
2021,142185880,24,5000,2021-08-03,
2021,142185881,9,0,,
2021,142185881,20,80,,
2021,142185881,24,5000,,
2021,142185881,51,0,,
2021,145347938,38,138,,
2021,142185879,57,2000,,
2021,142185849,59,100,2021-08-23,
2021,142185850,59,100,,
2021,143402514,38,138,,
2021,142185874,38,5,,
2021,146469764,43,100,,
2021,148001729,11,2,,
2021,142185863,24,500,,
2021,142185862,10,,,
2021,142185862,11,6,,
2021,142185857,11,2,,
2021,146469801,38,250,,
2021,145347931,63,388,,
2021,142185855,16,1,,
2021,142185855,17,450,,
2021,142185855,20,1,,
2021,142185855,63,1,,
2021,142185852,17,10900,,
2021,148001741,7,1,,
2021,148001741,10,,,
2021,148001741,11,1,,
2021,148001741,61,1,,
2021,146472686,42,10948,,
2021,144292878,8,100,,
2021,144292878,16,58,,
2021,144292878,19,28,,
2021,144292878,36,16,,
2021,144292878,50,30,,
2021,143402530,24,2580,,
2021,146473301,38,300,,
2021,143402531,16,15,,
2021,143402529,38,300,,
2021,143402523,6,50,,
2021,143402523,17,200,,
2021,143402523,26,100,,
2021,143402523,36,70,,
2021,148001730,10,,,
2021,148001730,11,2,,
2021,143402528,54,50,,
2021,143402526,6,5,2021-09-13,
2021,143402527,6,5,,
2021,143560765,52,0,,
2021,146473331,10,,,
2021,143402519,63,10,,
2021,146469825,24,500,,
2021,146469793,11,4,,
2021,146469787,3,250,,
2021,146469789,36,500,2021-09-26,
2021,146469790,10,,,
2021,146469790,11,2,,
2021,146469791,36,500,,
2021,146469869,22,0,,
2021,144292880,63,200,,
2021,145347952,22,0,,
2021,145347940,61,250,,
2021,146469822,20,1474,,
2021,144292870,10,,,
2021,144292871,60,75,,
2021,144292872,8,8,2021-10-17,
2021,144292872,16,185,2021-10-17,
2021,144292872,19,35,2021-10-17,
2021,144292873,8,8,,
2021,144292873,16,185,,
2021,144292873,19,35,,
2021,146469819,8,10,2021-10-17,
2021,146469819,36,5919,2021-10-17,
2021,146469819,42,20,2021-10-17,
2021,146469820,6,100,,
2021,146469820,8,10,,
2021,146469820,19,2,,
2021,146469820,36,7689,,
2021,146469820,42,35,,
2021,146469820,63,68,,
2021,144292861,4,150,2021-10-18,
2021,144292862,4,150,,
2021,144292869,3,500,,
2021,145347963,10,,,
2021,146469817,57,25,,
2021,144292863,63,21,,
2021,144292866,20,115,,
2021,144292866,25,25,,
2021,144292866,51,0,,
2021,144292866,63,20,,
2021,146469812,24,15000,2021-10-27,
2021,146469813,9,0,,
2021,146469813,24,15000,,
2021,146473311,6,80,,
2021,146473311,19,40,,
2021,146473311,20,50,,
2021,146473311,63,220,,
2021,146473329,38,20,2021-10-27,
2021,146473330,38,20,,
2021,145347953,16,870,,
2021,145347953,20,15,,
2021,145347953,22,0,,
2021,145347961,9,0,,
2021,145347961,21,1,,
2021,145347961,22,0,,
2021,145347961,25,10,,
2021,145347962,10,,,
2021,145347946,24,9008,2021-11-18,
2021,145347947,24,9008,,
2021,145347948,7,239,2021-11-17,
2021,145347949,7,239,,
2021,145347960,10,,,
2021,145347960,11,1,,
2021,145347955,39,3000,,
2021,145347958,3,15000,2021-11-19,
2021,145347959,3,15000,,
2021,145347954,8,12,,
2021,145347954,19,100,,
2021,146473328,56,500,,
2021,146469871,52,0,,
2021,145347956,50,36,,
2021,145347950,42,299,,
2021,145347945,10,,,
2021,145347945,11,1,,
2021,146473323,38,600,,
2021,146472685,22,0,,
2021,145347943,36,25,,
2021,146473320,9,0,,
2021,146473325,63,3,,
2021,146473303,24,500,,
2021,146473305,38,500,,
2021,146473308,16,20,,
2021,146473308,62,128,,
2021,146473315,13,800,,
2021,146473315,62,300,,
2021,146473315,66,900,,
2021,146473314,16,400,,
2021,146473312,16,100,,
2021,146473312,47,0,,
2021,146473316,16,25,,
2021,149420246,11,2,,
2021,146473290,6,280,,
2021,146473290,7,300,,
2021,146473290,63,200,,
2021,146473295,16,2,,
2021,146473307,10,,,
2021,146473307,11,4,,
2021,146473292,3,8000,2021-12-07,
2021,146473293,3,8000,,
2021,146473297,10,,,
2021,146473297,19,150,,
2021,146473291,10,,,
2021,146473291,11,2,,
2021,149420276,10,6,,
2021,146473299,10,,,
2021,148001742,11,1,,
2021,148001742,61,1,,
2021,148001747,9,0,,
2021,148001747,20,1200,,
2021,148001746,3,200,,
2021,146472681,20,400,,
2021,146472677,6,50,,
2021,146472677,7,300,,
2021,146472677,41,75,,
2021,146472677,60,700,,
2021,146472677,63,150,,
2021,146473288,10,,,
2021,146473288,11,2,,
2021,148030850,52,0,,
2021,146472671,10,,,
2021,146472671,11,1,,
2021,146472674,42,500,,
2021,146472669,11,6,,
2021,146472669,16,8,,
2021,146472669,20,1,,
2021,146472669,43,5,,
2021,146472669,63,25,,
2021,146472668,10,,,
2021,148001749,10,,,
2021,148001749,11,2,,
2021,149420274,42,100,,
2021,139456947,63,6800,,
2021,139456949,52,0,,
2021,139456948,11,2,,
2021,139456946,11,2,,
2021,136802777,10,,,
2021,136802777,66,1,,
2021,137916017,37,1,,
2021,141431334,54,750,2021-05-18,
2021,141431335,54,750,,
2021,141431336,10,,,
2021,141431336,11,1,,
2021,140341614,3,1,,
2021,149408096,54,10,,
2021,144532752,11,2,,
2021,144532753,20,18000,,
2021,149415299,10,,,
2021,149415298,10,,,
2021,149415298,11,1,,
2021,149408092,24,6000,2021-11-28,
2021,149408093,24,6000,,
2021,149415297,10,,,
2021,137894227,37,7000,2021-01-25,
2021,137894228,37,7000,,
2021,142368115,16,200,,
2021,142368115,42,560,,
2021,135271765,24,3000,,
2021,135271766,20,82,,
2021,135275299,10,,,
2021,135275299,11,2,,
2021,141355287,10,,,
2021,141355287,11,2,,
2021,141355288,19,9,,
2021,135271767,11,4,,
2021,135271768,50,45,,
2021,141355289,10,,,
2021,141355289,56,22,,
2021,141355290,19,202,,
2021,146265322,29,10000,,
2021,146265323,16,20000,,
2021,136569226,63,336,,
2021,135271771,10,,,
2021,137625413,10,,,
2021,137625413,11,2,,
2021,136569246,10,,,
2021,136570884,20,7267,,
2021,136569248,19,1000,,
2021,137625421,3,21,,
2021,147604713,63,300,,
2021,147604714,2,75,2021-03-03,
2021,147604715,2,75,,
2021,137625425,63,5075,,
2021,137625426,13,350,,
2021,137625427,54,100,,
2021,137625428,36,96,,
2021,137625429,28,2000,,
2021,137625429,35,500,,
2021,138340958,20,2980,,
2021,138340959,8,615,,
2021,140332628,17,48,2021-04-10,
2021,140332628,19,25,2021-04-10,
2021,140332628,63,29,2021-04-10,
2021,140332629,17,48,,
2021,140332629,19,25,,
2021,140332629,63,29,,
2021,147604716,36,170,2021-04-29,
2021,147604717,16,1800,,
2021,147604717,36,170,,
2021,147604717,63,150,,
2021,147604720,63,1150,,
2021,147604721,19,1070,2021-04-19,
2021,147604721,20,75,2021-04-19,
2021,147604722,19,1070,,
2021,147604722,20,75,,
2021,138340967,3,10000,,
2021,138340968,35,500,,
2021,147604723,38,300,2021-04-28,
2021,147604724,38,300,,
2021,138340969,13,600,,
2021,140332630,9,0,,
2021,138340970,34,500,,
2021,138340971,11,2,,
2021,140332631,63,20,,
2021,139359146,11,10,,
2021,139359146,25,2,,
2021,139359146,43,1,,
2021,139359146,61,2,,
2021,139359146,63,3,,
2021,139359147,42,1000,,
2021,139359144,42,3000,,
2021,139359144,63,5000,,
2021,139359148,13,600,,
2021,139359149,54,460,,
2021,140332632,3,1,2021-05-22,
2021,140332633,3,2,,
2021,140332634,10,,,
2021,140332634,11,4,,
2021,140332635,29,600,,
2021,140332636,13,275,,
2021,140332638,64,1000,,
2021,140332640,42,300,,
2021,140332641,10,,,
2021,140332641,11,2,,
2021,140332637,54,1000,,
2021,140332642,19,97,,
2021,141355292,63,0,,
2021,140332643,20,200,,
2021,140332644,50,75,,
2021,140332645,10,,,
2021,140332645,11,2,,
2021,141355293,29,500,,
2021,141355294,38,3200,,
2021,141355295,10,,,
2021,141355295,13,2609,,
2021,141355295,20,2140,,
2021,141355295,47,0,,
2021,141355295,48,613,,
2021,141355295,63,295,,
2021,142155695,34,1,,
2021,142155696,3,12000,,
2021,144455559,12,1210,,
2021,144455559,36,40,,
2021,144455559,38,770,,
2021,143007214,3,14,,
2021,143009254,52,0,,
2021,143007215,38,2,,
2021,143007215,63,300,,
2021,143007216,36,800,,
2021,143007217,10,,,
2021,143007218,3,10000,,
2021,143007219,50,20,,
2021,143007221,11,5,,
2021,143007220,3,300,,
2021,143007222,3,25000,,
2021,147604727,35,1,,
2021,143007223,63,850,,
2021,143007224,9,0,,
2021,145224269,6,30,,
2021,145224269,63,175,,
2021,143007225,2,28,,
2021,146265327,7,250,,
2021,144455568,3,27000,2021-10-07,
2021,144455569,3,30000,,
2021,144455570,18,300,,
2021,144455565,30,600,,
2021,145224270,16,800,,
2021,144455572,64,2499,,
2021,146265324,42,2214,,
2021,145224272,63,100,,
2021,145224273,3,30000,,
2021,145224273,36,500,,
2021,145224274,20,3000,,
2021,146265330,38,500,,
2021,147604734,7,1,2021-12-03,
2021,147604735,7,1,,
2021,146265331,11,1,,
2021,146265334,38,1,,
2021,146265334,42,1,,
2021,146265335,11,2,,
2021,146265333,38,431,,
2021,146265332,20,20,,
2021,139073742,10,,,
2021,139073742,11,10,,
2021,139073741,12,400,,
2021,139073743,11,10,,
2021,138789428,54,300,,
2021,138789427,54,145,,
2021,135537558,23,50,,
2021,135540517,20,3217,,
2021,135540516,20,3217,2021-01-21,
2021,135540518,9,0,,
2021,135540518,20,160,,
2021,135540518,51,0,,
2021,136898194,10,,,
2021,137764676,45,2000,2021-03-30,
2021,137764677,45,2000,,
2021,139477007,6,86,2021-03-31,
2021,139477008,6,86,,
2021,137764670,7,800,,
2021,137764671,10,60,,
2021,137764672,3,800,,
2021,137764673,3,1600,,
2021,137764669,3,100,,
2021,141493906,10,,,
2021,139477014,29,100,,
2021,140649459,3,400,,
2021,143404582,4,2200,2021-09-30,
2021,143404583,4,2200,,
2021,140649457,63,300,,
2021,140649465,20,20,,
2021,140649466,20,20,,
2021,140649461,20,20,,
2021,140649464,20,20,,
2021,140649463,20,20,,
2021,140649462,20,20,,
2021,141493909,10,,,
2021,141497178,20,20,,
2021,141497177,38,10,,
2021,142532355,11,1,,
2021,142532356,10,,,
2021,143545798,7,600,,
2021,143545800,38,500,,
2021,143545801,38,800,,
2021,143545799,10,,,
2021,143545799,11,1,,
2021,143545799,13,200,,
2021,144870518,8,211,,
2021,144870522,8,115,,
2021,144870522,10,1,,
2021,144870522,11,5,,
2021,144870521,10,6,,
2021,144870520,38,387,,
2021,144870517,3,200,,
2021,144870519,35,100,,
2021,145554063,10,,,
2021,146879550,3,400,,
2021,148217174,9,0,,
2021,148217174,20,23000,,
2021,148217174,51,0,,
2021,148217175,9,0,,
2021,148217175,20,23000,,
2021,148217175,51,0,,
2021,135513276,10,,,
2021,135513276,11,1,,
2021,140213933,38,500,,
2021,135513274,10,,,
2021,135513274,11,1,,
2021,136810214,24,1,,
2021,136802786,10,,,
2021,136802785,10,,,
2021,136802785,11,1,,
2021,136802783,38,1,2021-02-15,
2021,136802784,38,1,,
2021,144362236,10,,,
2021,144362236,11,1,,
2021,144362238,52,0,,
2021,140213935,10,,,
2021,140213935,11,1,,
2021,140213934,10,,,
2021,140213934,11,1,,
2021,140213932,11,1,,
2021,140213931,10,,,
2021,140213931,11,1,,
2021,140213929,38,1,,
2021,140213928,11,1,,
2021,140213927,10,,,
2021,140213927,11,1,,
2021,140213930,10,,,
2021,140213930,11,1,,
2021,140213926,10,,,
2021,140213926,11,1,,
2021,140213924,10,,,
2021,140213924,11,1,,
2021,140213925,11,1,,
2021,140213923,10,,,
2021,140213922,10,,,
2021,140213922,11,1,,
2021,141428320,10,,,
2021,141428320,11,1,,
2021,146252716,63,711,,
2021,147508126,20,25000,,
2021,147508125,20,1200,,
2021,144362738,36,140,2021-09-10,
2021,144362738,42,526,2021-09-10,
2021,144362739,36,140,,
2021,144362739,42,526,,
2021,146252713,11,1,,
2021,146252715,24,10000,,
2021,141733645,11,1,,
2021,140365531,38,99,,
2021,136583251,10,,,
2021,136583251,11,8,,
2021,135710400,10,,,
2021,135710400,11,2,,
2021,136583252,11,2,,
2021,145915415,10,,,
2021,135710404,10,,,
2021,136585446,10,,,
2021,136583255,10,,,
2021,136583255,11,4,,
2021,136583256,11,8,,
2021,136583257,10,,,
2021,136583257,11,4,,
2021,136583258,10,,,
2021,136583258,11,8,,
2021,136585447,10,,,
2021,136585447,11,2,,
2021,137716228,10,,,
2021,137716228,11,4,,
2021,136585448,10,,,
2021,136585448,11,6,,
2021,135710474,10,,,
2021,136583261,10,,,
2021,136583261,11,4,,
2021,136583262,10,,,
2021,136583262,11,4,,
2021,136583263,10,,,
2021,136583263,11,4,,
2021,136583264,10,,,
2021,136583265,10,,,
2021,136583265,11,4,,
2021,135710482,36,1819,,
2021,136583266,11,2,,
2021,136583267,10,,,
2021,136583267,11,4,,
2021,136583268,10,,,
2021,136583268,11,2,,
2021,136583269,10,,,
2021,135710489,10,,,
2021,136583270,10,,,
2021,136583271,10,,,
2021,136583271,11,2,,
2021,135710493,11,4,,
2021,136583272,10,,,
2021,136583272,11,4,,
2021,136585449,11,2,,
2021,135709282,63,1500,,
2021,135710498,3,12000,,
2021,135710500,63,800,,
2021,136583273,10,,,
2021,136583273,11,6,,
2021,135710502,10,,,
2021,135710504,10,,,
2021,135710504,11,8,,
2021,136585450,10,,,
2021,136585450,11,2,,
2021,136583274,11,6,,
2021,136583275,10,,,
2021,136583275,11,24,,
2021,136583276,10,,,
2021,136583276,11,8,,
2021,136583277,10,,,
2021,136583277,11,2,,
2021,136585452,10,,,
2021,136585452,11,10,,
2021,137716229,9,0,2021-03-02,
2021,137716230,10,,,
2021,137716230,11,6,,
2021,136583278,10,,,
2021,136583278,11,4,,
2021,136585453,35,40,,
2021,137716231,10,,,
2021,137716231,11,6,,
2021,136585454,3,500,,
2021,137716232,10,,,
2021,137716232,11,8,,
2021,136583281,10,,,
2021,136585457,11,2,,
2021,137716233,10,,,
2021,137716233,11,4,,
2021,136583283,11,8,,
2021,137716234,10,,,
2021,137716234,11,2,,
2021,136583285,10,,,
2021,136583285,11,2,,
2021,136585461,11,2,,
2021,137716235,10,,,
2021,137716235,11,16,,
2021,136585463,10,,,
2021,136585463,11,4,,
2021,136583287,11,8,,
2021,136585464,20,2500,,
2021,137716392,11,2,,
2021,137716238,3,4300,2021-02-14,
2021,137716239,10,,,
2021,137716239,11,2,,
2021,136583290,11,2,,
2021,136583291,10,,,
2021,136583291,11,2,,
2021,136583292,7,1300,2021-02-16,
2021,136583293,7,1300,,
2021,137716241,10,,,
2021,137716241,11,2,,
2021,136583295,63,150,,
2021,137716242,22,0,2021-03-02,
2021,137716243,11,6,,
2021,136583297,11,2,,
2021,137716244,10,,,
2021,136585469,11,6,,
2021,136583299,11,2,,
2021,136583301,20,250,,
2021,136583302,10,,,
2021,136583302,11,10,,
2021,137716245,10,,,
2021,137716245,11,2,,
2021,136583304,63,100,,
2021,136583305,3,1000,2021-02-22,
2021,136583306,3,1000,,
2021,136583307,10,,,
2021,136583308,10,,,
2021,136583309,11,2,,
2021,136583311,35,500,,
2021,136585472,38,1000,,
2021,136585473,63,919,,
2021,136583312,10,,,
2021,136583312,11,2,,
2021,137716246,10,,,
2021,137716246,11,6,,
2021,136585474,10,,,
2021,136583314,10,,,
2021,136583314,11,2,,
2021,137716247,7,1600,,
2021,136585476,10,,,
2021,136585476,11,6,,
2021,137716248,10,,,
2021,137716248,11,36,,
2021,136583323,10,,,
2021,137716249,10,,,
2021,137716249,11,2,,
2021,137716250,10,,,
2021,137716251,11,6,,
2021,137716252,63,850,,
2021,137716253,63,3189,,
