data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2021,144006015,11,2,,
2021,144006018,3,4800,2021-05-25,
2021,144006019,3,4800,,
2021,144006021,10,,,
2021,144004835,10,,,
2021,144004835,11,6,,
2021,144004836,7,20,,
2021,144004837,15,3000,,
2021,144004838,10,,,
2021,144004841,61,850,,
2021,144561655,36,22,2021-05-25,
2021,144561656,36,22,,
2021,144004845,38,400,,
2021,144004847,10,,,
2021,144004844,15,1500,,
2021,144004846,63,500,,
2021,142659352,4,1000,,
2021,142659352,63,50,,
2021,142659352,66,550,,
2021,144004850,10,,,
2021,143142092,19,1,,
2021,144004852,6,25,2021-05-25,
2021,144004852,8,6,2021-05-25,
2021,144004852,19,21,2021-05-25,
2021,144004853,6,25,,
2021,144004853,8,6,,
2021,144004853,19,21,,
2021,149111608,65,130,,
2021,144004855,10,,,
2021,144004855,11,2,,
2021,144008733,61,750,,
2021,144004856,11,2,,
2021,143142093,8,14,,
2021,144004858,30,250,,
2021,144004860,20,3500,,
2021,147595143,28,3000,,
2021,147595146,64,2500,,
2021,144004865,63,846,,
2021,147595145,38,500,,
2021,147595147,3,4000,,
2021,144004867,10,,,
2021,147595148,64,3900,2021-05-26,
2021,147595149,7,3900,,
2021,147595149,64,3900,,
2021,144004870,63,36,,
2021,143142094,24,600,,
2021,144004872,38,150,,
2021,147595150,6,545,,
2021,144004875,11,2,,
2021,144004876,63,1,,
2021,144004878,11,2,,
2021,144005145,10,,,
2021,144005143,2,17,,
2021,144005149,10,,,
2021,144005149,11,2,,
2021,144005146,10,,,
2021,144005146,63,2,,
2021,144005147,8,12,2021-05-26,
2021,144005148,8,12,,
2021,146324231,13,900,2021-05-25,
2021,146324232,13,900,,
2021,143142095,8,64,,
2021,144005150,51,0,,
2021,144007896,10,,,
2021,144007896,11,4,,
2021,144007892,10,,,
2021,144007892,11,2,,
2021,144005153,19,20,2021-05-27,
2021,144005154,19,20,,
2021,144005155,61,500,,
2021,147595163,63,1,,
2021,147595164,3,5,,
2021,144007902,10,,,
2021,144007902,11,4,,
2021,144007899,20,6784,,
2021,147595165,28,500,,
2021,147595166,28,1750,2021-05-28,
2021,147595167,28,1750,,
2021,144007909,10,,,
2021,144007909,11,2,,
2021,144007907,10,,,
2021,144007907,11,2,,
2021,147595168,50,28,,
2021,144007913,4,20,,
2021,144007914,4,200,,
2021,144007917,30,50,,
2021,144007918,20,207,,
2021,144007921,19,28,2021-05-28,
2021,144007922,19,28,,
2021,144007924,36,66,2021-05-28,
2021,144007925,36,66,,
2021,143141475,63,106,2021-05-28,
2021,143141476,63,106,,
2021,144007929,6,26,,
2021,144007929,9,0,,
2021,144007929,20,3161,,
2021,144007931,6,28,2021-05-28,
2021,144007932,6,28,,
2021,144007939,41,150,,
2021,144007937,6,62,2021-05-28,
2021,144007938,6,62,,
2021,144007934,4,200,,
2021,144007942,35,50,,
2021,144007943,10,,,
2021,144007945,3,32000,2021-05-29,
2021,144007946,3,32000,,
2021,144007946,20,100,,
2021,144007946,61,400,,
2021,144007948,63,10,,
2021,144007949,3,10,,
2021,144007951,38,900,,
2021,144007952,63,1,,
2021,144007953,24,4500,,
2021,143141477,63,37,,
2021,143141478,63,230,,
2021,143141479,8,29,2021-06-01,
2021,143141480,8,29,,
2021,143141480,63,5,,
2021,149111631,20,700,,
2021,149111631,25,50,,
2021,149111631,61,1100,,
2021,144007958,38,300,,
2021,144007959,63,225,,
2021,144008680,10,,,
2021,144008680,11,2,,
2021,144008682,10,,,
2021,144008682,11,2,,
2021,144008687,11,2,,
2021,147595169,35,750,,
2021,144008685,10,,,
2021,144008688,61,300,,
2021,144008692,10,,,
2021,144008692,11,1,,
2021,144008694,11,6,,
2021,144008695,11,2,,
2021,144008697,3,17826,2021-05-30,
2021,144008698,3,17826,,
2021,144008699,36,50,2021-05-30,
2021,144008700,11,2,,
2021,144008701,36,50,,
2021,144008717,10,,,
2021,144008717,11,2,,
2021,144008718,4,179,,
2021,144008720,8,64,,
2021,144008722,3,1500,,
2021,144008724,30,300,,
2021,144008725,38,300,,
2021,144008726,10,,,
2021,144008728,10,,,
2021,144008728,11,2,,
2021,143141865,10,,,
2021,147595153,19,2,,
2021,143141866,35,2141,,
2021,144006780,10,,,
2021,144006780,11,4,,
2021,144006781,38,45,,
2021,144006783,11,2,,
2021,144006784,3,10000,,
2021,144006786,3,400,,
2021,144006787,63,300,,
2021,147595154,3,90,,
2021,144006790,3,2020,2021-05-31,
2021,144006791,3,2020,,
2021,144006792,63,1,,
2021,144006793,20,250,,
2021,144006794,38,2000,,
2021,144006795,63,100,,
2021,144006797,20,1042,2021-06-01,
2021,144006798,20,1042,,
2021,144006799,24,1000,2021-06-23,
2021,144006800,24,3200,,
2021,143141867,4,200,,
2021,144006802,63,10,,
2021,144006803,15,110,,
2021,147595155,15,500,,
2021,143141868,10,,,
2021,143141868,11,4,,
2021,143141869,10,,,
2021,143141869,11,2,,
2021,143141870,50,71,,
2021,143141879,36,31,2021-06-01,
2021,143141880,36,31,,
2021,143141871,16,45,2021-06-01,
2021,143141872,16,45,,
2021,144006805,63,1,,
2021,144006806,4,1200,,
2021,143141875,19,138,2021-06-01,
2021,143141876,19,138,,
2021,143141874,20,691,,
2021,143141873,36,110,,
2021,143141881,61,200,,
2021,143141882,10,,,
2021,143141882,11,2,,
2021,143141878,35,200,,
2021,147595112,9,0,,
2021,143141883,3,3500,2021-06-30,
2021,143141884,3,3500,,
2021,143141884,13,1840,,
2021,143141885,35,450,,
2021,143141886,9,0,,
2021,147595113,63,500,,
2021,143141888,6,56,2021-06-02,
2021,143141889,6,56,,
2021,144006807,3,500,,
2021,144006807,63,300,,
2021,143141890,4,550,,
2021,143141891,10,,,
2021,149111582,19,100,,
2021,143141893,11,2,,
2021,143141894,34,500,,
2021,143141895,63,2,,
2021,143141897,20,5794,,
2021,143141899,10,,,
2021,143141898,11,2,,
2021,143141900,10,,,
2021,143141900,11,1,,
2021,143141901,2,17,,
2021,147595114,4,50,2021-06-03,
2021,147595115,4,50,,
2021,143141904,11,2,,
2021,143141905,3,216,,
2021,143141905,38,216,,
2021,143141906,19,336,,
2021,143141907,7,500,,
2021,144558352,36,450,,
2021,147595116,3,400,,
2021,143141911,10,,,
2021,143141911,11,6,,
2021,143141912,2,25000,,
2021,143141910,10,,,
2021,143141910,11,4,,
2021,143141913,10,,,
2021,144005165,63,98,,
2021,144005168,9,0,,
2021,144005168,20,1000,,
2021,143141915,10,,,
2021,143142194,11,2,,
2021,143141914,10,,,
2021,143141914,11,2,,
2021,143141917,3,2500,,
2021,143141917,36,10000,,
2021,147595117,61,90,,
2021,144561657,61,90,,
2021,147595118,9,0,,
2021,147595118,10,2,,
2021,147595118,25,30,,
2021,147595118,51,0,,
2021,147595118,63,2,,
2021,143141919,31,250,,
2021,143141920,7,589,,
2021,143141920,61,230,,
2021,143141921,35,1500,,
2021,143141922,10,,,
2021,143141922,11,2,,
2021,143141924,6,3000,,
2021,143141923,6,455,,
2021,143141926,10,,,
2021,143141926,11,2,,
2021,143141926,20,498,,
2021,143141926,61,1,,
2021,144558357,38,20,2021-10-31,
2021,144558358,38,20,,
2021,143141927,8,4,,
2021,143141930,50,29,,
2021,144532825,63,20,,
2021,143141929,61,900,,
2021,143141931,29,300,,
2021,143141932,9,0,,
2021,143141932,25,300,,
2021,143141932,51,0,,
2021,143141482,10,,,
2021,143141482,11,2,,
2021,143141483,10,,,
2021,143141483,11,2,,
2021,144558364,20,208,,
2021,147595088,3,250,,
2021,147595088,31,1,,
2021,147595089,63,1,,
2021,145378526,8,54,,
2021,143141487,64,2000,,
2021,143141490,11,4,,
2021,143141488,11,2,,
2021,143141491,10,,,
2021,143141489,10,,,
2021,143141493,10,,,
2021,143141493,11,4,,
2021,143141492,11,2,,
2021,143141494,3,2000,,
2021,143141495,16,1,,
2021,143141496,3,14485,,
2021,143141496,38,1,,
2021,143141499,51,0,,
2021,143141497,20,25,,
2021,143141500,2,2000,,
2021,143141500,38,2000,,
2021,143141498,6,2000,,
2021,143141498,16,100,,
2021,143141498,26,900,,
2021,143141502,3,1000,,
2021,143141503,3,40,,
2021,143141504,38,400,,
2021,143141505,19,16,,
2021,143141508,10,,,
2021,143141508,11,2,,
2021,143141506,19,55,2021-06-30,
2021,143141507,19,55,,
2021,143141509,4,75,2021-06-08,
2021,143141510,4,75,,
2021,143141512,3,5000,,
2021,143141513,10,,,
2021,143141514,3,500,,
2021,143141514,38,500,,
2021,143141515,52,0,,
2021,143141516,31,200,,
2021,143141518,36,1787,2021-06-08,
2021,143141519,36,1787,,
2021,149111548,63,25,,
2021,143141521,63,1000,,
2021,143141522,19,199,2021-06-08,
2021,143141523,19,199,,
2021,143141520,26,150,,
2021,143141524,3,200,,
2021,143141525,36,305,,
2021,143141526,10,,,
2021,143141526,11,6,,
2021,143141527,61,40,,
2021,143141528,3,2000,2021-06-09,
2021,143141529,3,2000,,
2021,143141529,36,10000,,
2021,143141530,2,12000,,
2021,143141530,38,1000,,
2021,144532805,15,170,,
2021,147596116,20,627,,
2021,144532811,7,375,,
2021,145380072,24,600,2021-06-10,
2021,145380073,24,600,,
2021,147595099,9,0,,
2021,147595099,25,80,,
2021,147595099,41,10,,
2021,147595099,47,0,,
2021,147595099,51,0,,
2021,147595099,63,41,,
2021,143141720,25,100,2021-06-09,
2021,143141721,25,100,,
2021,143141722,10,,,
2021,143141722,11,2,,
2021,145378535,4,300,2021-06-10,
2021,145378536,10,,,
2021,145378537,4,300,,
2021,143141723,3,23000,,
2021,143141727,20,2500,,
2021,143141728,11,2,,
2021,143141729,30,150,,
2021,143141730,10,,,
2021,143141730,11,2,,
2021,143141731,38,3000,,
2021,143141732,33,1,,
2021,143141733,2,45,,
2021,143141733,20,130,,
2021,149111575,2,33,,
2021,144006022,38,500,,
2021,144006022,51,0,,
2021,143141735,30,300,,
2021,143141736,22,0,,
2021,143141737,10,,,
2021,143141737,11,2,,
2021,143141741,10,,,
2021,143141741,11,2,,
2021,143141738,11,2,,
2021,143141739,19,174,,
2021,143141740,19,123,,
2021,147595100,61,1000,,
2021,147595101,36,3000,,
2021,147595101,43,789,,
2021,147595101,54,250,,
2021,143141743,19,227,,
2021,143141744,8,22,,
2021,143141746,19,2,2021-06-11,
2021,143141747,19,49,,
2021,144562334,10,,,
2021,143141748,4,480,,
2021,147595102,50,15,,
2021,147595103,2,150,,
2021,147595104,36,20,,
2021,143141752,10,,,
2021,143141752,11,2,,
2021,143141753,38,4600,,
2021,147595105,16,37,,
2021,143141755,19,25,,
2021,143141756,20,1,,
2021,143141757,65,1100,,
2021,143141758,26,800,,
2021,143141759,29,50,,
2021,147595106,3,15000,,
2021,143141764,10,,,
2021,143141761,63,36,,
2021,143141762,19,72,2021-06-30,
2021,143141763,19,72,,
2021,143141765,28,6000,,
2021,143141766,20,410,,
2021,143141768,30,15,,
2021,143141769,20,163,,
2021,143141770,36,1500,,
2021,143141773,16,2,2021-06-12,
2021,143141773,28,2,2021-06-12,
2021,143141773,36,500,2021-06-12,
2021,143141774,16,2,,
2021,143141774,36,500,,
2021,143141771,6,247,2021-06-12,
2021,143141772,6,247,,
2021,143141775,63,300,,
2021,143141776,11,4,,
2021,143141776,38,1,,
2021,143141933,9,0,,
2021,143141933,20,50,,
2021,143141933,25,25,,
2021,143141933,51,0,,
2021,143141934,20,400,,
2021,143141940,10,,,
2021,143141940,11,2,,
2021,145378538,50,15,,
2021,143141936,10,,,
2021,143141937,10,,,
2021,143141938,4,80,,
2021,143141939,38,120,,
2021,143141939,61,800,,
2021,143141944,10,,,
2021,143141944,11,6,,
2021,143141941,10,,,
2021,143141941,11,2,,
2021,143141942,11,2,,
2021,143141943,10,,,
2021,143141943,11,2,,
2021,143141945,3,16000,2021-06-24,
2021,143141946,3,16000,,
2021,143141947,19,37,2021-06-13,
2021,143141948,19,37,,
2021,144532826,3,10000,2021-07-31,
2021,144532827,3,10000,,
2021,144532827,13,440,,
2021,144006810,28,500,,
2021,144006811,38,500,,
2021,143141952,11,4,,
2021,143141951,10,,,
2021,147595119,37,3000,,
2021,143141954,11,2,,
2021,143141955,11,1,,
2021,143141956,11,2,,
2021,143141957,11,2,,
2021,143141958,42,500,,
2021,147595120,15,500,2021-06-14,
2021,147595120,36,5,2021-06-14,
2021,147595120,42,4476,2021-06-14,
2021,147595121,15,500,,
2021,147595121,36,6710,,
2021,147595121,42,4476,,
2021,147595122,15,1200,,
2021,147595122,36,1015,,
2021,143141962,10,,,
2021,143141962,11,2,,
2021,143141963,11,2,,
2021,143141964,38,200,,
2021,147595123,63,220,2021-06-14,
2021,147595124,9,0,,
2021,147595124,63,320,,
2021,143141967,28,5000,,
2021,147596875,20,2475,,
2021,143141970,11,2,,
2021,143141969,34,100,,
2021,143141971,42,80,,
2021,143141975,63,24,2021-06-14,
2021,143141976,63,24,,
2021,143141973,15,300,,
2021,143141973,36,105,,
2021,143141973,54,375,,
2021,143141974,28,10000,,
2021,144532828,63,50,,
2021,144532830,19,130,2021-06-14,
2021,144532831,19,130,,
2021,144532832,4,100,,
2021,143141980,10,,,
2021,143141980,11,2,,
2021,143141981,20,80,,
2021,144558422,20,100,,
2021,144558422,58,3500,,
2021,143141983,11,2,,
2021,143141982,38,3000,,
2021,147595125,20,93,,
2021,143141985,11,2,,
2021,143141986,2,22,,
2021,143141534,10,,,
2021,143141534,11,2,,
2021,143141533,63,1,,
2021,143141987,15,120,,
2021,143141532,47,0,,
2021,143141535,16,65,,
2021,143141536,15,8189,,
2021,143141537,3,10000,,
2021,143141537,38,500,,
2021,143141538,20,520,,
2021,147595090,63,200,,
2021,144532806,10,,,
2021,144532806,11,2,,
2021,143141542,11,1,,
2021,143141541,4,800,,
2021,145378528,10,,,
2021,145378528,11,2,,
2021,143141544,10,,,
2021,143141544,11,2,,
2021,144532807,35,1,,
2021,143141547,19,1003,,
2021,143141546,31,2,,
2021,143141548,3,11000,,
2021,143141550,25,30,,
2021,143141551,63,25,2021-06-16,
2021,143141552,36,75,,
2021,143141552,43,250,,
2021,143141552,63,700,,
2021,149111553,50,330,,
2021,144532808,2,30,,
2021,143141557,20,20000,,
2021,143141558,20,2600,,
2021,144532809,19,166,,
2021,143141560,9,0,,
2021,143141564,10,,,
2021,143141564,11,2,,
2021,143141561,63,35,2021-06-30,
2021,143141562,63,35,,
2021,143141563,10,,,
2021,143141563,11,2,,
2021,143141566,28,1200,,
2021,143141566,36,3000,,
2021,143141565,3,500,,
2021,143141567,35,200,,
2021,143141568,42,4000,,
2021,143141570,63,20,,
2021,143141572,10,,,
2021,143141572,11,10,,
2021,143141571,36,70,,
2021,144532838,11,2,,
2021,149111558,50,80,,
2021,143141574,10,,,
2021,143141577,6,1000,,
2021,143141577,19,225,,
2021,149111566,10,200,,
2021,143141578,61,500,,
2021,145378529,4,500,,
2021,143141580,11,2,,
2021,147595091,3,3200,,
2021,147595127,30,810,,
2021,144532835,64,5000,2021-07-13,
2021,144532836,64,5000,,
2021,144558361,3,7000,2021-06-18,
2021,144558362,10,,,
2021,144558362,11,2,,
2021,143141993,4,100,2021-06-17,
2021,143141994,4,120,,
2021,143141992,2,24,,
2021,147595128,9,0,,
2021,147595128,51,0,,
2021,143141999,11,2,,
2021,143142000,10,,,
2021,143142000,11,2,,
2021,143142001,3,1000,2021-06-18,
2021,143142002,3,7518,,
2021,143142003,10,,,
2021,143142003,11,2,,
2021,143142004,20,505,,
2021,143142005,10,,,
2021,143142005,11,6,,
2021,143142007,11,2,,
2021,147595129,4,600,,
2021,143142009,10,,,
2021,143142010,3,3000,,
2021,147595130,9,0,,
2021,144004750,3,9500,,
2021,143142012,7,400,,
2021,143142016,38,100,,
2021,143142017,11,2,,
2021,146324227,63,100,,
2021,147595131,19,187,,
2021,143142018,11,2,,
2021,147595109,10,,,
2021,143142019,10,,,
2021,143142019,11,2,,
2021,143141815,10,,,
2021,143141815,11,2,,
2021,147595133,36,1000,,
2021,144532840,2,16,,
2021,143142024,10,,,
2021,143142024,11,2,,
2021,147595134,63,500,,
2021,143142025,19,405,,
2021,143142026,3,1000,2021-06-20,
2021,143142027,3,1000,,
2021,143142028,11,2,,
2021,143142029,10,,,
2021,143142030,10,,,
2021,143142030,11,2,,
2021,144532844,50,20,,
2021,143141778,3,1000,,
2021,143141777,8,22,,
2021,143141779,11,2,,
2021,143141780,3,30,,
2021,143141781,19,900,,
2021,144558676,8,2,,
2021,147595107,63,2,,
2021,143141784,11,2,,
2021,143141788,63,40,2021-06-21,
2021,143141789,63,40,,
2021,143141783,8,7,,
2021,147595108,4,400,,
2021,144532813,10,,,
2021,143141786,3,1000,2021-06-22,
2021,143141787,3,1000,,
2021,143141791,10,,,
2021,143141792,10,,,
2021,143141795,11,4,,
2021,144532814,19,355,,
2021,143141797,61,10,,
2021,143141799,2,58,,
2021,143141800,11,2,,
2021,143141802,20,4000,,
2021,147595110,34,156,,
2021,147595111,36,2,,
2021,147595111,39,500,,
2021,147595111,54,2,,
2021,143141805,63,170,,
2021,143141806,42,5000,,
2021,144532815,26,500,,
2021,144532815,63,75,,
2021,143141808,4,320,,
2021,143141809,3,150,,
2021,143141810,10,,,
2021,143141810,11,5,,
2021,144532820,19,733,2021-06-22,
2021,144532821,19,733,,
2021,143141813,10,,,
2021,143141813,11,2,,
2021,143141816,10,,,
2021,143141817,6,5,,
2021,144532822,63,2,,
2021,143141819,36,670,,
2021,143141582,19,235,2021-06-23,
2021,143141583,19,235,,
2021,143141585,63,35,2021-06-23,
2021,143141586,63,35,,
2021,143141584,8,2,,
2021,143141587,19,87,,
2021,143141588,38,200,,
2021,143141589,9,0,,
2021,143141590,9,0,,
2021,143141593,13,500,2021-06-24,
2021,143141594,13,500,,
2021,147595092,38,800,,
2021,147595094,13,1200,,
2021,147595094,36,70,,
2021,147595094,43,80,,
2021,143141596,6,141,,
2021,143141598,16,2100,,
2021,143141599,20,1700,,
2021,143141599,63,800,,
2021,143141600,10,,,
2021,143141600,11,2,,
2021,143141601,35,100,,
2021,143141602,63,35,,
2021,144558678,36,3000,,
2021,143141603,61,200,,
2021,143141604,6,50,,
2021,143141605,20,540,,
2021,143141606,2,90,,
2021,143141607,35,200,,
2021,143141608,63,2000,,
2021,147595137,10,,,
2021,143141609,8,6,,
2021,143141610,63,1,,
2021,143141611,4,200,,
2021,143141612,19,216,2021-06-25,
2021,143141613,19,216,,
2021,143141617,10,,,
2021,143141614,11,2,,
2021,143141615,38,200,,
2021,143141616,11,4,,
2021,143141618,13,527,,
2021,143141618,26,1000,,
2021,143141618,38,600,,
2021,143141619,38,1500,,
2021,147595095,2,350,,
2021,145378541,26,1000,,
2021,145378541,30,100,,
2021,145378542,63,1,,
2021,143142098,10,,,
2021,143142098,11,4,,
2021,143142099,19,18,,
2021,143142100,10,,,
2021,143142100,11,2,,
2021,143142101,10,,,
2021,147595138,3,1000,,
2021,143142104,13,400,,
2021,143142105,9,0,,
2021,143142105,20,1800,,
2021,143142105,25,25,,
2021,143142105,51,0,,
2021,143142105,63,400,,
2021,143142106,6,200,,
2021,143142108,2,100,,
2021,143142108,4,120,,
2021,143142108,6,120,,
2021,143142108,7,800,,
2021,143142108,25,300,,
2021,143142107,36,8,,
2021,147595139,2,32,,
2021,143142158,11,2,,
2021,144558363,63,5000,,
2021,143142160,3,5000,,
2021,143142161,3,3200,2021-06-28,
2021,143142161,38,2,2021-06-28,
2021,143142162,3,3200,,
2021,143142162,38,2,,
2021,143142165,13,2000,,
2021,144561257,15,300,,
2021,145378543,20,1364,,
2021,143142167,3,3000,2021-06-28,
2021,143142168,3,3000,,
2021,143142168,50,73,,
2021,143142169,8,14,2021-06-30,
2021,143142170,8,14,,
2021,143142174,38,500,,
2021,143142171,3,2240,,
2021,143142172,61,1100,,
2021,143142175,38,200,,
2021,143142178,3,3000,,
2021,143142182,11,1,,
2021,147595140,8,50,,
2021,143142180,63,200,,
2021,144532848,17,937,,
2021,144532848,20,1400,,
2021,144532848,63,50,,
2021,143142186,15,1800,,
2021,146324228,4,1650,2021-08-12,
2021,146324229,4,1650,,
2021,146324229,20,160,,
2021,143142192,4,50,,
2021,143142033,61,550,,
2021,143142034,6,11,2021-06-30,
2021,143142034,63,73,2021-06-30,
2021,143142035,6,11,,
2021,143142035,19,152,,
2021,143142035,63,73,,
2021,143142036,38,5000,,
2021,143142037,61,600,2021-06-30,
2021,143142038,61,600,,
2021,143142039,11,2,,
2021,143142040,61,180,,
2021,144558668,20,20,,
2021,143142041,3,2180,2021-06-29,
2021,143142042,3,2180,,
2021,143142043,61,800,,
2021,143142043,63,2000,,
2021,147595135,9,0,,
2021,143142045,20,625,,
2021,143142046,20,750,,
2021,143142046,25,20,,
2021,144560105,4,100,2021-06-30,
2021,144560106,4,276,,
2021,143142049,19,134,2021-06-30,
2021,143142050,11,2,,
2021,143142051,19,134,,
2021,143142048,20,150,,
2021,143142048,25,50,,
2021,149111594,25,400,,
2021,147595136,20,5000,,
2021,143142054,19,72,2021-06-30,
2021,143142055,19,72,,
2021,148090362,10,,,
2021,148090154,11,2,,
2021,148089871,10,,,
2021,148089871,11,2,,
2021,148090367,3,500,,
2021,148090367,6,500,,
2021,143142056,19,106,,
2021,148089729,20,154000,,
2021,143142057,63,50,,
2021,143142058,63,200,,
2021,148089872,11,2,,
2021,143142061,63,100,,
2021,148089463,19,224,,
2021,148090369,52,0,,
2021,148090370,29,100,,
2021,148089998,3,2000,,
2021,148090372,10,,,
2021,148090372,11,2,,
2021,148089686,10,,,
2021,148089686,11,2,,
2021,143142062,36,550,,
2021,148089818,50,39,,
2021,148089873,31,2000,,
2021,148090155,63,88,2021-07-02,
2021,148090156,63,88,,
2021,143142063,52,0,,
2021,148089742,38,200,,
2021,148089743,37,13000,2021-07-02,
2021,148089744,37,13000,,
2021,148090373,16,100,,
2021,148090157,10,,,
2021,148090157,11,2,,
2021,148089874,11,2,,
2021,148090158,63,2,,
2021,148090159,19,41,2021-07-02,
2021,148090160,19,41,,
2021,148090163,63,1,2021-07-03,
2021,148090164,63,1,,
2021,148089819,19,109,,
2021,148089875,51,0,,
2021,148089876,10,,,
2021,148089999,61,450,,
2021,148089877,38,1,,
2021,148089878,38,200,,
2021,148090165,11,2,,
2021,149353930,28,1000,2021-07-03,
2021,149353930,37,3500,2021-07-03,
2021,149353930,64,300,2021-07-03,
2021,149353931,11,4,,
2021,149353932,28,1000,,
2021,149353932,37,3500,,
2021,149353932,64,300,,
2021,148090000,25,250,2021-07-06,
2021,148090001,25,250,,
2021,148090002,6,30,,
2021,148090003,6,30,2021-07-03,
2021,148090004,6,30,,
2021,148090005,38,300,,
2021,143141621,38,400,,
2021,143141622,38,50,,
2021,148089879,6,120,2021-07-03,
2021,148089880,6,120,,
2021,148089881,10,,,
2021,148089881,11,2,,
2021,148090006,20,100,,
2021,148090006,63,30,,
2021,149115654,11,2,,
2021,148090377,19,350,,
2021,148090007,11,2,,
2021,148090008,59,100,2021-07-04,
2021,148090009,59,100,,
2021,148090166,10,,,
2021,148090010,38,200,,
2021,143141623,43,100,,
2021,148089882,10,,,
2021,148090167,10,,,
2021,143141624,36,127,,
2021,143141625,20,1179,,
2021,148089884,10,,,
2021,148089884,11,2,,
2021,148090011,10,,,
2021,148089885,63,3,,
2021,148090378,10,,,
2021,148090378,11,4,,
2021,148090168,35,100,,
2021,148090380,63,1,,
2021,148090012,3,2800,,
2021,148089886,10,,,
2021,148090169,16,600,,
2021,148090170,10,,,
2021,148090170,11,2,,
2021,148089887,10,,,
2021,148089887,11,5,,
2021,148090171,63,500,,
2021,148089888,2,30,,
2021,148089721,63,350,,
2021,148090172,38,500,,
2021,148090382,19,5,2021-07-05,
2021,148090383,19,5,,
2021,148089889,50,72,,
2021,148089890,29,500,,
2021,148090031,13,350,,
2021,148090031,63,100,,
2021,148090031,64,1450,,
2021,143141626,36,76,,
2021,148089711,11,1,,
2021,148090032,63,300,,
2021,148089891,6,25,,
2021,148090384,8,7,,
2021,143141627,20,13500,,
2021,148090173,52,0,,
2021,148089727,3,23500,,
2021,148089727,25,25,,
2021,148089727,61,550,,
2021,148089727,63,25,,
2021,148089892,10,,,
2021,148090386,3,35000,,
2021,148089893,19,29,2021-07-07,
2021,148089894,19,29,,
2021,148089464,38,1000,,
2021,148090033,36,2253,2021-07-07,
2021,148090034,36,2253,,
2021,145378530,22,0,,
2021,145378531,20,2600,,
2021,148090035,63,1,,
2021,148089701,3,800,,
2021,148090174,10,,,
2021,148089896,26,400,,
2021,148089896,28,3500,,
2021,148089896,36,350,,
2021,148089895,29,100,,
2021,148090388,13,700,,
2021,148090389,10,,,
2021,148090389,11,2,,
2021,148089897,11,4,,
2021,148089745,19,5,2021-07-07,
2021,148089746,19,5,,
2021,148089722,3,2500,,
2021,143141630,20,50,,
2021,148089898,9,0,,
2021,148089806,50,7,,
2021,148090175,10,,,
2021,148089899,3,500,,
2021,148089900,51,0,,
2021,148090176,3,400,,
2021,148090176,38,1500,,
2021,148089901,11,2,,
2021,148090177,29,100,,
2021,148090178,63,25,,
2021,148089902,63,22,,
2021,148089903,7,1000,,
2021,148089903,20,6500,,
2021,148089903,21,800,,
2021,148090036,3,3500,,
2021,148089662,20,2500,,
2021,148090179,3,2417,,
2021,148090391,8,68,,
2021,148090392,11,2,,
2021,148090037,6,110,,
2021,148090180,7,500,,
2021,148089904,10,,,
2021,148089905,20,300,,
2021,148090038,10,,,
2021,148090038,11,2,,
2021,149113647,51,0,,
2021,148090040,38,250,,
2021,148090039,63,100,,
2021,148090393,19,25,,
2021,148090041,10,,,
2021,148090041,11,2,,
2021,143141631,36,120,,
2021,148089925,3,5000,,
2021,148089924,20,369,,
2021,148089924,25,150,,
2021,149113700,9,0,,
2021,149113700,20,187035,,
2021,148090042,8,4,,
2021,148089926,11,2,,
2021,148090043,10,,,
2021,148090043,11,2,,
2021,148090396,3,100,,
2021,148089820,61,300,,
2021,148090045,10,,,
2021,148090045,11,2,,
2021,148090397,16,50,,
2021,148090048,4,600,,
2021,148090047,8,3,,
2021,149113704,63,300,,
2021,148090181,50,21,,
2021,148090399,3,35000,,
2021,148090182,10,,,
2021,148090050,10,,,
2021,148090183,6,90,,
2021,148090183,20,45,,
2021,148090183,61,75,,
2021,148090049,42,150,,
2021,148090400,11,2,,
2021,148089723,25,100,,
2021,148089723,61,500,,
2021,148089928,10,,,
2021,148089929,63,50,,
2021,148089930,61,500,,
2021,148089521,9,0,,
2021,148089521,20,1247,,
2021,148090051,38,500,,
2021,148090401,38,200,,
2021,148089931,61,100,,
2021,149113707,63,3,,
2021,148089853,45,2000,,
2021,148089469,3,350,,
2021,148090403,10,,,
2021,148090403,11,2,,
2021,148090184,10,,,
2021,148090184,11,2,,
2021,148089932,3,1000,,
2021,148090185,33,700,,
2021,148090052,11,2,,
2021,148089933,38,310,,
2021,148090187,10,,,
2021,148090187,11,2,,
2021,148090186,7,430,,
2021,148090054,28,4000,,
2021,148090055,63,100,,
2021,148089934,10,,,
2021,148089934,11,2,,
2021,148090056,4,70,,
2021,148089935,63,1,,
2021,148089551,6,19,,
2021,148090404,3,2500,,
2021,148090057,11,2,,
2021,148090188,10,,,
2021,148090405,38,125,,
2021,148089936,9,0,,
2021,148089936,13,530,,
2021,148089936,25,20,,
2021,148089936,51,0,,
2021,148089936,63,340,,
2021,148089473,50,30,,
2021,148090406,2,100,,
2021,148090406,63,40,,
2021,148089821,20,165,,
2021,148089821,25,200,,
2021,148089822,9,0,2021-07-13,
2021,148089823,9,0,,
2021,148089938,50,47,,
2021,148089937,4,80,,
2021,148090058,8,26,,
2021,148089824,24,7000,,
2021,148090191,19,63,,
2021,149113688,63,50,,
2021,148089839,8,11,,
2021,148089839,16,12,,
