data_year,agency_id,incident_id,nibrs_month_id,cargo_theft_flag,submission_date,incident_date,report_date_flag,incident_hour,cleared_except_id,cleared_except_date,incident_status,data_home,orig_format,did
2021,11697,140910920,40295083,f,2021-08-03 14:58:08.915,2021-05-24,t,0,6,,ACCEPTED,,X,108805721
2021,11697,139508092,40295083,f,2021-07-01 13:58:41.029,2021-05-24,t,0,6,,ACCEPTED,,X,105858582
2021,23281,134245072,40103509,f,2021-02-16 11:15:35.652591,2021-01-04,f,23,6,,ACCEPTED,,X,94451921
2021,11697,139508093,40295083,f,2021-07-01 13:58:42.528,2021-05-30,t,0,6,,ACCEPTED,,X,105858585
2021,23281,148105985,40103509,f,2022-02-04 18:28:16.576,2021-01-05,f,14,6,,ACCEPTED,,X,125428560
2021,11697,139508094,40303435,f,2021-07-01 13:58:43.91,2021-06-26,t,0,6,,ACCEPTED,,X,105858588
2021,11697,141769178,40303435,f,2021-09-02 14:28:12.727,2021-06-27,t,0,6,,ACCEPTED,,X,110734494
2021,23281,135339643,40103509,f,2021-03-02 09:18:27.597971,2021-01-17,f,20,6,,ACCEPTED,,X,96585656
2021,23281,134245071,40103509,f,2021-02-16 11:15:27.801724,2021-01-20,f,10,6,,ACCEPTED,,X,94451915
2021,23281,135335798,40103509,f,2021-03-02 09:18:24.682787,2021-01-29,f,1,6,,ACCEPTED,,X,96581452
2021,11697,140910922,40316821,f,2021-08-03 14:58:11.317,2021-07-08,t,0,6,,ACCEPTED,,X,108805727
2021,23281,135335799,40103510,f,2021-03-02 09:18:30.659615,2021-02-03,f,12,6,,ACCEPTED,,X,96581455
2021,11697,140910923,40316821,f,2021-08-03 14:58:12.436,2021-07-10,t,0,6,,ACCEPTED,,X,108805730
2021,11697,141769179,40316821,f,2021-09-02 14:28:15.212,2021-07-24,t,0,6,,ACCEPTED,,X,110734500
2021,11697,141769180,40324947,f,2021-09-02 14:28:16.196,2021-08-03,t,0,6,,ACCEPTED,,X,110734503
2021,11697,142773536,40324947,f,2021-10-04 13:18:00.116,2021-08-20,t,0,6,,ACCEPTED,,X,113057984
2021,23281,142306809,40103510,f,2021-09-17 18:28:47.295,2021-02-09,f,18,6,,ACCEPTED,,X,111946685
2021,11697,141769182,40324947,f,2021-09-02 14:28:18.732,2021-08-20,t,0,6,,ACCEPTED,,X,110734509
2021,11697,148735412,40324947,f,2022-02-14 16:58:06.723,2021-08-25,t,0,6,,ACCEPTED,,X,127320948
2021,23281,136524426,40273289,f,2021-04-05 14:43:16.722,2021-03-27,f,22,6,,ACCEPTED,,X,99265443
2021,23281,138382918,40284487,f,2021-06-07 20:43:52.882,2021-04-25,f,12,6,,ACCEPTED,,X,103125264
2021,11697,141769183,40324947,f,2021-09-02 14:28:19.649,2021-08-27,t,0,6,,ACCEPTED,,X,110734512
2021,11697,142774200,40334389,f,2021-10-04 14:13:07.662,2021-09-13,t,0,6,,ACCEPTED,,X,113060312
2021,11697,142774201,40334389,f,2021-10-04 14:13:08.701,2021-09-19,t,0,6,,ACCEPTED,,X,113060315
2021,11697,142774202,40334389,f,2021-10-04 14:13:09.841,2021-09-19,t,0,6,,ACCEPTED,,X,113060318
2021,11697,148735416,40334389,f,2022-02-14 16:58:08.529,2021-09-25,t,0,6,,ACCEPTED,,X,127320964
2021,23281,139645268,40292999,f,2021-07-06 20:43:09.988,2021-05-09,f,13,6,,ACCEPTED,,X,106195417
2021,23281,138382916,40292999,f,2021-06-07 20:43:51.481,2021-05-17,f,13,6,,ACCEPTED,,X,103125258
2021,23281,138382917,40292999,f,2021-06-07 20:43:52.139,2021-05-18,f,22,6,,ACCEPTED,,X,103125261
2021,23281,139645267,40304916,f,2021-07-06 20:43:08.768,2021-06-06,f,11,6,,ACCEPTED,,X,106195414
2021,23281,142306807,40304916,f,2021-09-17 18:28:42.413,2021-06-15,f,17,6,,ACCEPTED,,X,111946679
2021,11697,150207815,40350911,f,2022-03-08 14:28:21.494,2021-10-01,t,0,6,,ACCEPTED,,X,132114037
2021,23281,141294273,40304916,f,2021-08-17 14:13:11.661,2021-06-08,f,0,6,,ACCEPTED,,X,109719322
2021,23281,141294272,40304916,f,2021-08-17 14:13:10.66,2021-06-17,f,0,6,,ACCEPTED,,X,109719319
2021,11697,144291019,40350911,f,2021-11-01 15:43:08.794,2021-10-01,t,0,6,,ACCEPTED,,X,116554997
2021,11697,148735401,40350911,f,2022-02-14 16:58:03.307,2021-10-09,t,0,6,,ACCEPTED,,X,127320906
2021,23281,150507226,40304916,f,2022-03-11 21:43:06.376,2021-06-24,f,11,6,,ACCEPTED,,X,133379951
2021,23281,142306808,40320348,f,2021-09-17 18:28:44.915,2021-07-04,f,19,6,,ACCEPTED,,X,111946682
2021,23281,141294274,40320348,f,2021-08-17 14:13:12.562,2021-07-08,f,13,6,,ACCEPTED,,X,109719325
2021,11697,145691601,40350911,f,2021-12-13 16:13:04.429,2021-10-09,f,0,6,,ACCEPTED,,X,119815007
2021,23281,149624864,40320348,f,2022-02-28 22:13:04.607,2021-07-19,f,23,6,,ACCEPTED,,X,129457171
2021,23281,148105978,40320348,f,2022-02-04 18:28:08.727,2021-07-21,f,9,6,,ACCEPTED,,X,125428512
2021,23281,142306804,40320348,f,2021-09-17 18:28:37.855,2021-07-26,f,22,6,,ACCEPTED,,X,111946670
2021,11697,144291020,40350911,f,2021-11-01 15:43:10.015,2021-10-30,t,0,6,,WARNINGS,,X,116555000
2021,23281,142306805,40320348,f,2021-09-17 18:28:39.737,2021-07-26,f,23,6,,ACCEPTED,,X,111946673
2021,23281,142773611,40320348,f,2021-10-04 13:29:01.087,2021-07-21,f,0,6,,ACCEPTED,,X,113058299
2021,23281,142773610,40330399,f,2021-10-04 13:29:00.089,2021-08-20,f,8,6,,ACCEPTED,,X,113058296
2021,23281,148105977,40330399,f,2022-02-04 18:28:06.577,2021-08-25,f,23,6,,ACCEPTED,,X,125428497
2021,11697,145691602,40334389,f,2021-12-13 16:13:06.264,2021-09-20,f,0,6,,ACCEPTED,,X,119815010
2021,11697,145691603,40368943,f,2021-12-13 16:13:07.37,2021-11-26,t,0,5,2021-11-26,ACCEPTED,,X,119815013
2021,11697,145691604,40368943,f,2021-12-13 16:13:08.606,2021-11-26,t,0,6,,ACCEPTED,,X,119815016
2021,11697,146545846,40377582,f,2022-01-03 16:58:41.04,2021-12-14,t,0,6,,ACCEPTED,,X,121558441
2021,23281,145234710,40273289,f,2021-11-30 22:28:11.695,2021-03-31,f,0,6,,ACCEPTED,,X,118621837
2021,23281,142773609,40334379,f,2021-10-04 13:28:59.292,2021-09-12,f,22,6,,ACCEPTED,,X,113058293
2021,23281,144973719,40334379,f,2021-11-17 21:58:06.464,2021-09-29,f,21,6,,ACCEPTED,,X,118075371
2021,23281,148105979,40359519,f,2022-02-04 18:28:09.734,2021-10-04,f,0,6,,ACCEPTED,,X,125428515
2021,23281,148105983,40359519,f,2022-02-04 18:28:14.099,2021-10-09,f,22,6,,ACCEPTED,,X,125428545
2021,23281,144973718,40359519,f,2021-11-17 21:58:04.806,2021-10-14,f,21,6,,ACCEPTED,,X,118075368
2021,23281,149624998,40334379,f,2022-02-28 22:28:04.355,2021-09-28,f,19,6,,ACCEPTED,,X,129457674
2021,23281,145234708,40361869,f,2021-11-30 22:28:09.576,2021-11-20,f,1,6,,ACCEPTED,,X,118621831
2021,11697,148735407,40377582,f,2022-02-14 16:58:04.963,2021-12-17,t,0,6,,ACCEPTED,,X,127320927
2021,11697,146545848,40377582,f,2022-01-03 16:58:44.558,2021-12-23,t,0,6,,ACCEPTED,,X,121558447
2021,23281,145617262,40361869,f,2021-12-10 14:13:29.499,2021-11-24,f,21,6,,ACCEPTED,,X,119585750
2021,11697,148735424,40377582,f,2022-02-14 16:58:10.931,2021-12-25,t,0,6,,ACCEPTED,,X,127320988
2021,23281,145617261,40359519,f,2021-12-10 14:13:28.313,2021-10-27,f,0,6,,ACCEPTED,,X,119585747
2021,11698,146798594,20496831,f,2022-01-10 17:43:25.975,2021-01-01,f,9,6,,ACCEPTED,,X,122349150
2021,23281,146566434,40377807,f,2022-01-03 20:59:24.759,2021-12-10,f,21,6,,ACCEPTED,,X,121594061
2021,23281,148105980,40377807,f,2022-02-04 18:28:10.797,2021-12-09,f,0,6,,ACCEPTED,,X,125428524
2021,23281,148105982,40377807,f,2022-02-04 18:28:13.212,2021-12-29,f,7,6,,ACCEPTED,,X,125428539
2021,23281,146566433,40377807,f,2022-01-03 20:59:23.98,2021-12-29,f,20,6,,ACCEPTED,,X,121594058
2021,25276,136475240,40272392,f,2021-03-31 13:13:57.956,2021-01-05,f,0,6,,ACCEPTED,,X,99129446
2021,25276,136475241,40272392,f,2021-03-31 13:13:59.073,2021-01-05,f,0,6,,ACCEPTED,,X,99129449
2021,25276,136475238,40272392,f,2021-03-31 13:13:55.773,2021-01-05,f,0,6,,ACCEPTED,,X,99129440
2021,25276,136475237,40272392,f,2021-03-31 13:13:54.573,2021-01-21,f,1,6,,ACCEPTED,,X,99129437
2021,25276,136475236,40272391,f,2021-03-31 13:13:53.254,2021-03-09,f,19,6,,ACCEPTED,,X,99129434
2021,25276,136475233,40272391,f,2021-03-31 13:13:49.933,2021-03-14,f,21,6,,ACCEPTED,,X,99129425
2021,25276,136475235,40272391,f,2021-03-31 13:13:52.213,2021-03-15,f,20,6,,ACCEPTED,,X,99129431
2021,25276,136475234,40272391,f,2021-03-31 13:13:51.154,2021-03-16,f,0,6,,ACCEPTED,,X,99129428
2021,25276,136475232,40272391,f,2021-03-31 13:13:48.254,2021-03-16,f,0,6,,ACCEPTED,,X,99129422
2021,25276,136475239,40272391,f,2021-03-31 13:13:56.712,2021-03-18,f,18,6,,ACCEPTED,,X,99129443
2021,25276,136475242,40272391,f,2021-03-31 13:14:00.433,2021-03-18,f,18,6,,ACCEPTED,,X,99129452
2021,25276,136475243,40272391,f,2021-03-31 13:14:01.534,2021-03-24,f,0,6,,ACCEPTED,,X,99129455
2021,25276,138405510,40272391,f,2021-06-08 21:43:30.872,2021-03-24,f,20,6,,ACCEPTED,,X,103192889
2021,25276,138405516,40293277,f,2021-06-08 21:43:35.61,2021-04-15,f,19,6,,ACCEPTED,,X,103192907
2021,25276,138405513,40293277,f,2021-06-08 21:43:33.075,2021-04-21,f,0,6,,ACCEPTED,,X,103192898
2021,25276,138405517,40293277,f,2021-06-08 21:43:36.275,2021-04-27,f,1,6,,ACCEPTED,,X,103192910
2021,25276,138405515,40293277,f,2021-06-08 21:43:34.889,2021-04-26,f,19,6,,ACCEPTED,,X,103192904
2021,25276,138405514,40293278,f,2021-06-08 21:43:33.804,2021-05-18,f,14,6,,ACCEPTED,,X,103192901
2021,25276,140417026,40313190,f,2021-07-27 12:58:12.503,2021-06-07,f,22,6,,ACCEPTED,,X,107843616
2021,25276,140417029,40313190,f,2021-07-27 12:58:17.299,2021-06-15,f,23,6,,ACCEPTED,,X,107843625
2021,25276,140417027,40313190,f,2021-07-27 12:58:14.784,2021-06-10,f,22,6,,ACCEPTED,,X,107843619
2021,25276,143524844,40313190,f,2021-10-21 19:58:05.469,2021-06-26,f,20,6,,ACCEPTED,,X,114818317
2021,11698,133936482,20496831,f,2021-02-02 10:59:33.499043,2021-01-03,f,6,6,,ACCEPTED,,X,93692221
2021,11698,133936485,20496831,f,2021-02-02 10:59:47.46297,2021-01-11,f,22,6,,ACCEPTED,,X,93692230
2021,25276,142677351,40333136,f,2021-09-29 13:43:35.622,2021-08-01,f,17,6,,ACCEPTED,,X,112818520
2021,25276,142677350,40333136,f,2021-09-29 13:43:34.022,2021-08-01,f,17,6,,ACCEPTED,,X,112818517
2021,25276,142677349,40333136,f,2021-09-29 13:43:31.509,2021-08-01,f,17,6,,ACCEPTED,,X,112818514
2021,25276,142677352,40333137,f,2021-09-29 13:43:36.864,2021-09-03,f,14,6,,ACCEPTED,,X,112818523
2021,11698,133933492,20496831,f,2021-02-02 10:59:27.910567,2021-01-12,f,13,6,,ACCEPTED,,X,93688322
2021,11698,135609292,20496831,f,2021-03-09 07:47:36.632574,2021-01-12,f,18,6,,ACCEPTED,,X,97163996
2021,11698,135603530,20496831,f,2021-03-09 07:45:56.066935,2021-01-15,f,8,6,,ACCEPTED,,X,97159202
2021,25276,148590220,40408277,f,2022-02-08 17:43:14.926,2021-10-12,f,19,6,,ACCEPTED,,X,126859155
2021,25276,148590227,40408280,f,2022-02-08 17:43:23.801,2021-11-15,f,3,6,,ACCEPTED,,X,126859247
2021,25276,148590225,40408280,f,2022-02-08 17:43:21.102,2021-11-29,f,15,6,,ACCEPTED,,X,126859174
2021,11698,133933494,20496831,f,2021-02-02 10:59:39.165121,2021-01-15,f,20,6,,ACCEPTED,,X,93688328
2021,25276,148590221,40408278,f,2022-02-08 17:43:16.041,2021-12-09,f,2,6,,ACCEPTED,,X,126859158
2021,25276,148590222,40408278,f,2022-02-08 17:43:16.902,2021-12-23,f,14,6,,ACCEPTED,,X,126859161
2021,11698,133933493,20496831,f,2021-02-02 10:59:30.760908,2021-01-17,f,17,6,,ACCEPTED,,X,93688325
2021,11698,135603557,20496831,f,2021-03-09 07:48:05.111245,2021-01-18,f,13,4,2021-02-01,ACCEPTED,,X,97159310
2021,11698,146798617,20496831,f,2022-01-10 17:43:40.366,2021-01-18,f,21,6,,ACCEPTED,,X,122349242
2021,26285,145052035,40360206,f,2021-11-22 20:13:04.891,2021-10-28,f,19,6,,ACCEPTED,,X,118248970
2021,26285,135714777,40237346,f,2021-03-12 08:43:40.561979,2021-01-05,f,0,6,,ACCEPTED,,X,97433995
2021,26285,135714779,40237347,f,2021-03-12 08:43:46.513142,2021-02-09,f,0,6,,ACCEPTED,,X,97434001
2021,11698,133951687,20496831,f,2021-02-02 11:58:08.454837,2021-01-20,f,12,6,,ACCEPTED,,X,93708635
2021,26285,135714778,40237347,f,2021-03-12 08:43:43.514632,2021-02-27,f,0,6,,ACCEPTED,,X,97433998
2021,11698,133933490,20496831,f,2021-02-02 10:59:16.633981,2021-01-20,f,17,6,,ACCEPTED,,X,93688316
2021,11698,146798591,20496831,f,2022-01-10 17:43:24.45,2021-01-11,f,0,6,,ACCEPTED,,X,122349140
2021,11698,135609296,20496831,f,2021-03-09 07:47:53.843321,2021-01-16,f,10,6,,ACCEPTED,,X,97164008
2021,11698,136580952,20496831,f,2021-04-07 17:13:21.343,2021-01-23,f,5,2,2021-02-19,ACCEPTED,,X,99436088
2021,27610,150148879,40422395,f,2022-03-07 19:43:38.277,2021-02-14,f,19,6,,ACCEPTED,,X,131940237
2021,27610,150148876,40317900,f,2022-03-07 19:43:37.565,2021-04-22,f,3,6,,ACCEPTED,,X,131940226
2021,27610,141009708,40317900,f,2021-08-12 00:13:20.825,2021-04-20,f,0,6,,ACCEPTED,,X,109145734
2021,11698,135603542,20496831,f,2021-03-09 07:46:53.241239,2021-01-23,f,14,6,,ACCEPTED,,X,97159265
2021,27610,141009707,40317899,f,2021-08-12 00:13:19.484,2021-05-18,f,19,6,,ACCEPTED,,X,109145731
2021,11698,135609295,20496831,f,2021-03-09 07:47:50.989354,2021-01-23,f,10,6,,ACCEPTED,,X,97164005
2021,11698,133936478,20496831,f,2021-02-02 10:59:10.937176,2021-01-23,f,18,6,,ACCEPTED,,X,93692209
2021,11698,133936479,20496831,f,2021-02-02 10:59:13.662453,2021-01-24,f,18,6,,ACCEPTED,,X,93692212
2021,27610,141975350,40327420,f,2021-09-13 16:44:13.243,2021-07-12,f,12,6,,ACCEPTED,,X,111332704
2021,11698,135603554,20496831,f,2021-03-09 07:47:45.003849,2021-01-25,f,17,6,,ACCEPTED,,X,97159301
2021,27610,146045728,40372416,f,2021-12-17 20:43:30.638,2021-09-10,f,0,6,,ACCEPTED,,X,120550316
2021,11698,133936476,20496831,f,2021-02-02 10:59:02.412779,2021-01-27,f,22,6,,ACCEPTED,,X,93692203
2021,27610,149386926,40372416,f,2022-02-23 19:58:05.995,2021-09-19,f,10,6,,ACCEPTED,,X,128887578
2021,27610,146045729,40372416,f,2021-12-17 20:43:31.859,2021-09-17,f,23,6,,ACCEPTED,,X,120550319
2021,27610,150148883,40372423,f,2022-03-07 19:43:39.405,2021-10-04,f,9,6,,ACCEPTED,,X,131940247
2021,11698,146798619,20496831,f,2022-01-10 17:43:42.361,2021-01-05,f,10,6,,ACCEPTED,,X,122349253
2021,11698,135603548,20496831,f,2021-03-09 07:47:16.522403,2021-01-30,f,13,6,,ACCEPTED,,X,97159283
2021,11698,135609291,20496831,f,2021-03-09 07:47:30.570984,2021-01-30,f,21,6,,ACCEPTED,,X,97163993
2021,11698,146798610,20496831,f,2022-01-10 17:43:34.606,2021-01-20,f,12,6,,ACCEPTED,,X,122349212
2021,27610,149386928,40372423,f,2022-02-23 19:58:07,2021-10-11,f,1,6,,ACCEPTED,,X,128887584
2021,11698,135609297,20496832,f,2021-03-09 07:47:59.454917,2021-02-02,f,19,6,,ACCEPTED,,X,97164011
2021,11698,136580993,20496832,f,2021-04-07 17:14:08.159,2021-02-03,f,3,2,2021-03-02,ACCEPTED,,X,99436217
2021,27610,149386930,40372423,f,2022-02-23 19:58:08.173,2021-10-21,f,16,6,,ACCEPTED,,X,128887591
2021,27610,149386933,40372423,f,2022-02-23 19:58:08.972,2021-10-22,f,17,6,,ACCEPTED,,X,128887599
2021,11698,146798633,20496832,f,2022-01-10 17:43:58.068,2021-02-02,f,22,6,,ACCEPTED,,X,122349317
2021,27610,149386924,40372423,f,2022-02-23 19:58:04.277,2021-10-23,f,14,6,,ACCEPTED,,X,128887572
2021,11698,146798630,20496832,f,2022-01-10 17:43:56.223,2021-02-03,f,0,6,,ACCEPTED,,X,122349305
2021,30074,140912962,40316867,f,2021-08-03 20:28:06.754,2021-06-15,f,0,6,,ACCEPTED,,X,108814448
2021,11698,139738871,20496832,f,2021-07-12 13:28:48.747,2021-02-03,f,17,6,,ACCEPTED,,X,106455718
2021,30074,150933803,44073037,f,2022-03-14 20:58:07.816,2021-12-31,f,0,6,,ACCEPTED,,X,134791159
2021,30074,150933800,44073037,f,2022-03-14 20:58:06.921,2021-12-31,f,0,6,,ACCEPTED,,X,134791151
2021,30074,150933798,44073036,f,2022-03-14 20:58:06.096,2021-07-29,f,0,6,,ACCEPTED,,X,134791143
2021,11698,135609294,20496832,f,2021-03-09 07:47:47.96234,2021-02-04,f,10,6,,ACCEPTED,,X,97164002
2021,11698,135603551,20496832,f,2021-03-09 07:47:27.840445,2021-02-03,f,21,6,,ACCEPTED,,X,97159292
2021,11698,135609293,20496832,f,2021-03-09 07:47:42.202113,2021-02-05,f,12,6,,ACCEPTED,,X,97163999
2021,11698,135603547,20496832,f,2021-03-09 07:47:10.754639,2021-02-05,f,13,6,,ACCEPTED,,X,97159280
2021,11698,146798615,20496832,f,2022-01-10 17:43:38.081,2021-02-08,f,0,6,,ACCEPTED,,X,122349233
2021,11698,135603552,20496832,f,2021-03-09 07:47:33.31971,2021-02-09,f,21,6,,ACCEPTED,,X,97159295
2021,11698,135609286,20496832,f,2021-03-09 07:47:07.770998,2021-02-12,f,11,6,,ACCEPTED,,X,97163978
