data_year,weapon_id,offense_id,nibrs_weapon_id
2021,38,161641909,
2021,41,161641910,
2021,41,163245511,
2021,41,164495440,
2021,41,161641918,
2021,41,161641921,
2021,41,161641922,
2021,41,161641925,
2021,41,165946974,
2021,41,163252809,
2021,41,163252814,
2021,3,164495349,
2021,41,163245544,
2021,41,163245554,
2021,41,163245564,
2021,41,164495364,
2021,41,165946994,
2021,41,163245570,
2021,41,163245591,
2021,41,163252863,
2021,41,164495375,
2021,41,164495376,
2021,41,164495377,
2021,41,165947000,
2021,37,165947000,
2021,41,164495383,
2021,41,163252909,
2021,41,163252914,
2021,3,163252917,
2021,41,163252928,
2021,41,163252930,
2021,41,163245625,
2021,41,163245630,
2021,41,165947005,
2021,31,165947006,
2021,41,163245635,
2021,41,163245641,
2021,41,164495451,
2021,41,163245646,
2021,41,163245645,
2021,41,163245649,
2021,41,165947014,
2021,41,163245654,
2021,41,163245659,
2021,41,165947017,
2021,41,165947021,
2021,21,165947024,
2021,41,163253047,
2021,41,163253051,
2021,41,165947029,
2021,41,164495483,
2021,41,164495489,
2021,41,165947034,
2021,41,163253078,
2021,41,164495495,
2021,41,164495503,
2021,41,165947040,
2021,41,163245797,
2021,41,163245805,
2021,41,163245809,
2021,21,165947048,
2021,41,164495522,
2021,41,164495526,
2021,41,163253156,
2021,41,165947124,
2021,41,165947060,
2021,41,163253182,
2021,41,165947061,
2021,41,164495544,
2021,41,165947064,
2021,41,163253196,
2021,41,164495553,
2021,41,163253218,
2021,41,164495559,
2021,21,165947070,
2021,32,165947072,
2021,41,163253235,
2021,41,164495567,
2021,32,165947076,
2021,41,164495572,
2021,1,165947080,
2021,21,165947080,
2021,41,165947081,
2021,41,165947082,
2021,41,165947084,
2021,41,163245865,
2021,41,164495583,
2021,41,164495584,
2021,38,163245869,
2021,41,163253374,
2021,41,164495651,
2021,41,165947092,
2021,41,165947096,
2021,38,165947096,
2021,41,164495826,
2021,41,163253429,
2021,21,163245962,
2021,41,163245970,
2021,41,165947098,
2021,41,164495688,
2021,41,164495697,
2021,41,163246010,
2021,31,164495704,
2021,41,164495705,
2021,21,164495712,
2021,41,163246048,
2021,1,165947115,
2021,21,165947119,
2021,41,163246067,
2021,41,164495730,
2021,41,165947125,
2021,41,165947127,
2021,38,164495746,
2021,41,164495761,
2021,41,164495763,
2021,9,165947137,
2021,41,165947141,
2021,41,165947145,
2021,41,164495791,
2021,41,165947146,
2021,41,178370624,
2021,3,164495867,
2021,41,164495882,
2021,41,164495895,
2021,41,164495898,
2021,41,165947168,
2021,41,165947171,
2021,38,165947173,
2021,41,164495923,
2021,41,165947178,
2021,41,165947180,
2021,41,165947182,
2021,41,165947183,
2021,41,164495986,
2021,41,164495990,
2021,41,164495992,
2021,41,164495996,
2021,41,164496007,
2021,41,164496008,
2021,41,165947193,
2021,41,165947200,
2021,41,165947201,
2021,41,165947218,
2021,41,164496057,
2021,41,165947222,
2021,41,164496069,
2021,41,165947229,
2021,41,164496091,
2021,41,164496093,
2021,41,164496101,
2021,41,165947240,
2021,41,165947241,
2021,41,165947242,
2021,41,165947245,
2021,41,164496179,
2021,41,164496182,
2021,41,164496188,
2021,3,165947249,
2021,41,164496193,
2021,41,165947253,
2021,41,165947254,
2021,41,164496209,
2021,21,165947259,
2021,41,165947261,
2021,41,164496229,
2021,41,165947264,
2021,41,164496251,
2021,41,165947265,
2021,41,164496261,
2021,41,165947266,
2021,41,165947269,
2021,41,164496268,
2021,41,165947270,
2021,41,164496377,
2021,38,165947275,
2021,41,164496383,
2021,1,165947280,
2021,41,165947285,
2021,41,164496407,
2021,41,164496408,
2021,41,164496430,
2021,38,164496432,
2021,41,164496433,
2021,38,165947289,
2021,21,165947291,
2021,41,164496446,
2021,41,165947293,
2021,41,164496458,
2021,3,165947299,
2021,41,165947300,
2021,38,164496469,
2021,3,164496555,
2021,41,165947310,
2021,41,164496569,
2021,41,164496571,
2021,41,164496572,
2021,41,165947317,
2021,41,164496585,
2021,41,164496587,
2021,41,164496602,
2021,41,164496607,
2021,41,164496611,
2021,41,164496623,
2021,41,164496636,
2021,41,173629613,
2021,41,177650613,
2021,41,173629614,
2021,41,173629080,
2021,1,173629618,
2021,41,173627267,
2021,41,177651121,
2021,37,171723684,
2021,31,173625291,
2021,41,171723685,
2021,41,173630468,
2021,41,173629090,
2021,41,173630929,
2021,41,173630930,
2021,41,173629621,
2021,38,173630477,
2021,3,172874438,
2021,32,174699372,
2021,41,171724492,
2021,41,171723652,
2021,42,171723653,
2021,41,171724461,
2021,41,178367424,
2021,41,171723707,
2021,5,179201000,
2021,1,179201001,
2021,41,173630450,
2021,37,171723677,
2021,38,172871772,
2021,42,171723592,
2021,42,171723588,
2021,41,171723672,
2021,41,171723589,
2021,41,171723590,
2021,41,171723591,
2021,41,171723612,
2021,41,171723593,
2021,41,171723667,
2021,41,171723595,
2021,41,171723560,
2021,41,171078828,
2021,41,171078830,
2021,41,171078842,
2021,41,171078839,
2021,41,171078846,
2021,41,171078851,
2021,41,171078855,
2021,41,171078859,
2021,21,171079055,
2021,42,171079060,
2021,41,171079068,
2021,42,171079073,
2021,41,171079085,
2021,38,171079091,
2021,41,171079317,
2021,41,171079328,
2021,41,171079331,
2021,41,171079343,
2021,1,171079358,
2021,3,171079365,
2021,41,171079367,
2021,41,171079212,
2021,41,171724033,
2021,41,171079213,
2021,41,171079214,
2021,7,171724036,
2021,3,171724037,
2021,41,171724038,
2021,41,171724040,
2021,42,171079245,
2021,21,173629609,
2021,41,171079247,
2021,41,171079248,
2021,39,171078865,
2021,41,172871768,
2021,39,171078866,
2021,39,171078873,
2021,41,171078874,
2021,41,171078876,
2021,41,171078880,
2021,41,171078885,
2021,41,171078888,
2021,41,171078889,
2021,41,171078897,
2021,41,171078901,
2021,41,171078907,
2021,41,171078906,
2021,41,171078910,
2021,41,171078917,
2021,41,171079103,
2021,41,171079106,
2021,41,171079107,
2021,41,171079110,
2021,41,171079111,
2021,41,171079115,
2021,38,171079116,
2021,41,178367422,
2021,41,171079118,
2021,41,171079122,
2021,41,171079125,
2021,41,171079128,
2021,41,171079129,
2021,42,171079135,
2021,41,171079139,
2021,3,171079151,
2021,41,171079160,
2021,42,171079163,
2021,39,173628064,
2021,3,173627262,
2021,41,171723563,
2021,3,172873424,
2021,31,171079418,
2021,3,171079423,
2021,41,171079424,
2021,41,171079434,
2021,38,171079452,
2021,41,171079251,
2021,41,171079252,
2021,41,171079254,
2021,41,171079262,
2021,39,171079257,
2021,38,171079263,
2021,1,171079259,
2021,41,171079273,
2021,41,171079276,
2021,41,173590196,
2021,41,172871777,
2021,41,171079300,
2021,41,171079298,
2021,41,171724764,
2021,41,178367416,
2021,38,171079005,
2021,41,171079009,
2021,38,171079015,
2021,41,171079023,
2021,41,178367419,
2021,36,177651736,
2021,36,177651738,
2021,41,171079176,
2021,31,171079182,
2021,41,171079185,
2021,38,171079185,
2021,41,171723562,
2021,41,171079190,
2021,41,171079192,
2021,41,171079199,
2021,41,171079205,
2021,41,172873434,
2021,41,172872334,
2021,41,172872337,
2021,41,172872339,
2021,41,172872342,
2021,41,172872346,
2021,41,172872347,
2021,41,172872356,
2021,41,172872358,
2021,41,171724489,
2021,41,172872381,
2021,41,172872391,
2021,42,171079306,
2021,41,172871791,
2021,41,178367444,
2021,41,172871797,
2021,41,172871800,
2021,41,172871812,
2021,41,171724336,
2021,41,172874440,
2021,3,172874450,
2021,41,172874458,
2021,41,178367431,
2021,41,172875681,
2021,42,172875696,
2021,21,172875697,
2021,41,172875697,
2021,41,172875685,
2021,41,172875700,
2021,42,177650289,
2021,41,172873442,
2021,41,171724049,
2021,41,172873466,
2021,21,172874289,
2021,41,175950488,
2021,41,171724495,
2021,41,173625296,
2021,41,172875725,
2021,41,172875771,
2021,41,171724055,
2021,39,172875823,
2021,38,172875835,
2021,42,171724057,
2021,21,172874304,
2021,42,177650361,
2021,41,171724339,
2021,41,172874318,
2021,38,172874318,
2021,41,172874329,
2021,41,177650362,
2021,42,172874340,
2021,41,172874344,
2021,41,172874355,
2021,41,179657891,
2021,41,172874362,
2021,41,172874376,
2021,41,172874379,
2021,41,172872417,
2021,41,175680703,
2021,41,172872420,
2021,21,172872428,
2021,41,172872442,
2021,41,172872443,
2021,41,172872445,
2021,41,172873395,
2021,41,171724502,
2021,41,172873393,
2021,41,172873406,
2021,38,172871872,
2021,41,172871880,
2021,41,172871889,
2021,41,172871894,
2021,41,178367432,
2021,41,172871917,
2021,41,172871914,
2021,41,172875901,
2021,41,177650380,
2021,42,172875910,
2021,41,172875930,
2021,1,171723625,
2021,41,172875946,
2021,21,172876958,
2021,41,172876975,
2021,41,172876978,
2021,41,172877015,
2021,41,173630916,
2021,41,172874385,
2021,41,174699324,
2021,39,172874394,
2021,21,171724518,
2021,41,171724512,
2021,42,177650324,
2021,41,171724526,
2021,41,171724532,
2021,41,171724537,
2021,38,171724545,
2021,42,171724547,
2021,41,171724554,
2021,41,179657848,
2021,21,171724570,
2021,42,173629611,
2021,41,171724571,
2021,41,171724572,
2021,41,171724585,
2021,41,171724586,
2021,42,177650295,
2021,41,171724069,
2021,41,177650298,
2021,21,173625292,
2021,41,171724101,
2021,41,171724102,
2021,41,177650299,
2021,42,177650310,
2021,41,171724356,
2021,41,171724364,
2021,41,173590208,
2021,41,171724394,
2021,34,171724602,
2021,41,171724596,
2021,41,171724603,
2021,38,171724613,
2021,41,171724617,
2021,41,171724631,
2021,42,172874423,
2021,41,171724634,
2021,38,171724638,
2021,41,171724639,
2021,41,171724647,
2021,41,173627269,
2021,38,171724651,
2021,41,171724129,
2021,3,171724139,
2021,21,171724164,
2021,41,171724165,
2021,41,171724183,
2021,41,171724662,
2021,41,171724659,
2021,9,173624832,
2021,41,171724670,
2021,41,171724689,
2021,1,171724700,
2021,41,173590240,
2021,42,171724415,
2021,41,173590211,
2021,41,173590213,
2021,31,171724447,
2021,41,178367428,
2021,41,171724203,
2021,41,171724207,
2021,42,177650305,
2021,41,171724217,
2021,41,173590205,
2021,41,171724222,
2021,41,171724224,
2021,41,171724226,
2021,31,171724860,
2021,41,171724797,
2021,41,171724798,
2021,38,171724872,
2021,41,171724881,
2021,41,171724892,
2021,41,171724717,
2021,41,173590247,
2021,41,171724726,
2021,41,178311946,
2021,41,178312615,
2021,42,171724745,
2021,41,178312620,
2021,42,178312342,
2021,42,178312344,
2021,41,178312345,
2021,1,178311951,
2021,41,178312119,
2021,41,171724236,
2021,41,178311961,
2021,41,178312125,
2021,41,179204205,
2021,38,178312630,
2021,41,178312126,
2021,41,178312352,
2021,41,178311969,
2021,41,178311973,
2021,41,178312159,
2021,21,178312161,
2021,41,178311706,
2021,42,178312360,
2021,41,179660664,
2021,41,178312362,
2021,42,178311674,
2021,41,178311409,
2021,42,178312647,
2021,41,178311920,
2021,41,178312018,
2021,41,178312176,
2021,41,178312370,
2021,21,178312373,
2021,41,178312372,
2021,41,178311766,
2021,42,178311481,
2021,41,178312374,
2021,41,178312028,
2021,41,178312190,
2021,41,178312033,
2021,41,178312194,
2021,41,179660667,
2021,42,178312663,
2021,3,178312387,
2021,41,178312664,
2021,3,178311410,
2021,39,178312391,
2021,41,179660640,
2021,42,178311458,
2021,41,179660645,
2021,41,178311411,
2021,41,178312670,
2021,41,178312048,
2021,41,178312203,
2021,41,178312054,
2021,41,178312056,
2021,41,178312679,
2021,41,178312680,
2021,41,178311925,
2021,41,178312207,
2021,41,178312058,
2021,41,178312059,
2021,41,178312681,
2021,41,179660673,
2021,41,178312406,
2021,42,178312215,
2021,38,178312062,
2021,41,179660652,
2021,38,178312216,
2021,41,178312217,
2021,41,178312690,
2021,37,178312690,
2021,41,179660658,
2021,41,178312694,
2021,42,178312415,
2021,41,178312068,
2021,42,179660533,
2021,41,179660724,
2021,41,179660725,
2021,41,179660680,
2021,41,179204195,
2021,41,178312716,
2021,41,178311707,
2021,38,178311707,
2021,41,178312078,
2021,38,178312247,
2021,41,179204206,
2021,38,178312426,
2021,41,178312081,
2021,41,179660728,
2021,41,179660732,
2021,41,179660661,
2021,41,179660683,
2021,41,178312086,
2021,41,178311930,
2021,41,179660687,
2021,41,178311720,
2021,39,178311708,
2021,41,178311709,
2021,3,178312441,
2021,38,178312101,
2021,41,178312276,
2021,41,179660706,
2021,41,178312862,
2021,21,178312864,
2021,41,178312865,
2021,41,178312451,
2021,41,178311426,
2021,41,178312866,
2021,41,178311676,
2021,41,178312881,
2021,38,179660744,
2021,21,178312885,
2021,38,178313034,
2021,42,178313415,
2021,42,178313639,
2021,41,178311516,
2021,41,178313018,
2021,41,178313043,
2021,41,178313420,
2021,41,178313047,
2021,41,178313048,
2021,41,178312893,
2021,41,179660792,
2021,41,178311678,
2021,41,178313055,
2021,38,178313427,
2021,42,178311757,
2021,41,178313056,
2021,41,178311710,
2021,21,178312901,
2021,41,178312908,
2021,41,178313439,
2021,38,178313439,
2021,38,179661851,
2021,41,178371395,
2021,32,178312912,
2021,41,178313065,
2021,41,178311768,
2021,41,179661855,
2021,42,178313069,
2021,41,178311484,
2021,41,178312915,
2021,41,178311721,
2021,41,178313073,
2021,41,178313671,
2021,41,178311896,
2021,41,179660770,
2021,41,178312919,
2021,41,178312922,
2021,41,178313452,
2021,41,178313453,
2021,41,178311935,
2021,41,178313677,
2021,41,178312924,
2021,42,178313678,
2021,41,179661860,
2021,41,179660756,
2021,1,178311723,
2021,21,178311723,
2021,41,179022368,
2021,41,178313471,
2021,41,178312930,
2021,41,178313472,
2021,41,178313474,
2021,41,178311747,
2021,41,178313092,
2021,41,178313706,
2021,41,178313477,
2021,41,178311743,
2021,42,178311477,
2021,42,178311879,
2021,41,178313481,
2021,41,178311730,
2021,41,178313102,
2021,41,178311533,
2021,41,178311450,
2021,41,178313715,
2021,39,178311748,
2021,41,178313717,
2021,41,178313488,
2021,41,178312949,
2021,38,178313719,
2021,41,178311712,
2021,42,178313112,
2021,41,178313111,
2021,41,178311713,
2021,41,178311534,
2021,21,178313123,
2021,38,178313124,
2021,41,178313125,
2021,41,178313728,
2021,31,178313730,
2021,41,178371391,
2021,42,178313130,
2021,42,178313731,
2021,41,178313131,
2021,41,179657929,
2021,41,178313500,
2021,41,178312970,
2021,41,178313785,
2021,41,178313134,
2021,41,179660808,
2021,41,178313136,
2021,41,178312972,
2021,41,178311688,
2021,31,178313138,
2021,41,178313142,
2021,41,178313383,
2021,41,178313606,
2021,41,178313612,
2021,41,178313394,
2021,41,178313396,
2021,39,178313617,
2021,38,178313616,
2021,41,178311725,
2021,42,178312981,
2021,41,178313406,
2021,21,178313621,
2021,41,178313621,
2021,41,178311716,
2021,38,178313025,
2021,42,178311547,
2021,41,178313816,
2021,41,178313815,
2021,41,178313408,
2021,41,173627309,
2021,41,173625316,
2021,41,173628091,
2021,41,175950503,
2021,38,178311476,
2021,41,173624944,
2021,41,173628107,
2021,41,173624946,
2021,42,175950504,
2021,41,173627326,
2021,41,173624953,
2021,41,173625797,
2021,41,173628114,
2021,41,173624955,
2021,41,173624962,
2021,3,173628110,
2021,41,173628111,
2021,41,173624958,
2021,41,177650456,
2021,41,173627340,
2021,41,173624963,
2021,41,173628583,
2021,38,173628583,
2021,41,173625812,
2021,38,173625814,
2021,41,173625815,
2021,38,173628587,
2021,41,173625826,
2021,39,179658017,
2021,41,174699343,
2021,41,173625824,
2021,41,173627368,
2021,41,173624977,
2021,41,173628595,
2021,42,173627380,
2021,42,174699344,
2021,42,178311475,
2021,42,178311666,
2021,39,173628703,
2021,41,173627384,
2021,41,174699358,
2021,41,174699359,
2021,41,173625840,
2021,41,173625854,
2021,41,173625853,
2021,41,178311700,
2021,3,173624984,
2021,41,173628616,
2021,38,173625888,
2021,42,173625895,
2021,38,173627432,
2021,41,173625890,
2021,21,175950506,
2021,1,173625210,
2021,41,173625903,
2021,41,173625211,
2021,41,173628629,
2021,41,173628003,
2021,41,173628627,
2021,31,173625915,
2021,42,173628009,
2021,41,173628007,
2021,41,173628037,
2021,31,173625238,
2021,41,173625239,
2021,41,174699352,
2021,41,173628652,
2021,31,173625981,
2021,41,173625248,
2021,41,178311518,
2021,41,173628022,
2021,39,173625998,
2021,41,173626000,
2021,41,173628026,
2021,42,173628024,
2021,3,173628035,
2021,21,173626006,
2021,41,173628668,
2021,41,173626008,
2021,3,173625268,
2021,41,173625270,
2021,41,173627229,
2021,41,178367437,
2021,41,173628060,
2021,41,173628690,
2021,41,174699367,
2021,42,174699370,
2021,41,173630494,
2021,41,173630959,
2021,41,173630497,
2021,21,173630958,
2021,41,173630504,
2021,41,173629125,
2021,39,174699414,
2021,38,173630512,
2021,41,173629653,
2021,41,173630969,
2021,41,173629147,
2021,41,173630518,
2021,41,173629942,
2021,38,173629943,
2021,41,173631238,
2021,41,173631243,
2021,41,173631250,
2021,41,173629947,
2021,41,174699418,
2021,41,173629149,
2021,41,173630533,
2021,41,173630536,
2021,41,177650498,
2021,41,173631249,
2021,41,173631248,
2021,41,173629954,
2021,42,173629955,
2021,41,173629157,
2021,21,173630549,
2021,21,173629163,
2021,41,173630550,
2021,41,173629164,
2021,42,175950523,
2021,31,173631273,
2021,41,174699377,
2021,42,173629973,
2021,41,173629172,
2021,38,173630567,
2021,41,173630557,
2021,41,174699441,
2021,41,173631294,
2021,41,173629532,
2021,41,173630566,
2021,41,173630564,
2021,41,173629536,
2021,41,173629991,
2021,41,173629998,
2021,9,173630011,
2021,42,178311719,
2021,42,173629999,
2021,38,173630005,
2021,41,173630004,
2021,42,175950516,
2021,41,173631750,
2021,41,173630574,
2021,41,174699383,
2021,38,173630855,
2021,38,173630015,
2021,41,173630853,
2021,3,173631340,
2021,41,174699421,
2021,41,174699423,
2021,31,173631328,
2021,41,173630029,
2021,41,173630030,
2021,41,173629560,
2021,41,173629573,
2021,41,173630866,
2021,41,173629559,
2021,41,174699449,
2021,31,174699559,
2021,42,173629562,
2021,41,173631344,
2021,41,173629561,
2021,41,173630878,
2021,3,173630880,
2021,21,173630880,
2021,41,173630876,
2021,41,173631351,
2021,7,173631353,
2021,21,173629572,
2021,39,175950518,
2021,42,173631358,
2021,41,174699453,
2021,41,173631361,
2021,41,173630067,
2021,41,173629584,
2021,41,173629585,
2021,41,173631717,
2021,41,173630894,
2021,41,173629593,
2021,41,179658063,
2021,41,179658133,
2021,41,174699459,
2021,41,173631731,
2021,41,173629596,
2021,41,173629598,
2021,41,174700789,
2021,1,174700515,
2021,41,177650972,
2021,41,174701351,
2021,41,175950565,
2021,3,174700522,
2021,41,174700584,
2021,41,174700800,
2021,41,174700527,
2021,42,174700531,
2021,41,174700804,
2021,3,177650616,
2021,41,174700535,
2021,41,175950533,
2021,41,174701151,
2021,21,174700548,
2021,41,174700547,
2021,41,174701367,
