data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2021,15,143652190,1.000,9,12003792
2021,12,143652182,2.500,1,12003779
2021,5,143652194,1464.000,1,12003796
2021,15,143652194,1521.000,9,12003797
2021,5,143652188,490.000,1,12003787
2021,12,143652188,160.000,1,12003788
2021,15,143652188,30.000,9,12003789
2021,12,143652189,29.000,1,12003790
2021,5,143652192,4.300,3,12003794
2021,12,143652192,2.700,3,12003795
2021,5,143652186,3.000,1,12003784
2021,12,143652186,114.000,1,12003785
2021,12,143652191,16.000,1,12003793
2021,4,143652187,1.000,1,12003786
2021,12,143652185,116.000,1,12003783
2021,12,144960623,959.000,1,12185772
2021,5,144960626,6.000,1,12185777
2021,12,144960626,453.000,1,12185778
2021,12,144960627,16.000,1,12185779
2021,12,144960628,5.000,1,12185780
2021,12,144960630,3.000,1,12185783
2021,5,144960625,4.000,1,12185774
2021,12,144960625,16.000,1,12185775
2021,15,144960625,4.000,9,12185776
2021,5,144960629,160.000,1,12185781
2021,16,144960629,24.000,9,12185782
2021,12,144960624,31.000,1,12185773
2021,5,145215978,5.000,1,12222246
2021,12,145215978,159.000,1,12222247
2021,17,145215978,13.000,1,12222248
2021,12,145215976,10.000,1,12222244
2021,12,145215977,3.000,1,12222245
2021,12,146323781,4.000,1,12380088
2021,12,146323780,28.000,1,12380087
2021,2,146323778,122.000,1,12380082
2021,12,146323778,5.000,1,12380083
2021,5,146323779,14.000,1,12380084
2021,11,146323779,10.000,1,12380085
2021,12,146323779,7.000,1,12380086
2021,12,146323782,1.000,1,12380089
2021,4,142148009,3.950,1,11784485
2021,12,142148009,5.770,1,11784486
2021,3,142148018,195.000,1,11784497
2021,5,142148018,18.400,1,11784498
2021,11,142148018,25.000,1,11784499
2021,12,139344527,11.900,1,11354080
2021,4,139344531,2.300,1,11354083
2021,12,139344531,7.600,1,11354084
2021,4,139344526,95.200,1,11354077
2021,11,139344526,76.900,1,11354078
2021,12,139344526,204.400,1,11354079
2021,16,139344519,1.700,1,11354064
2021,5,139344521,3.100,1,11354067
2021,9,139344521,1.000,9,11354068
2021,12,139344521,5.100,1,11354069
2021,5,139344523,2.000,1,11354071
2021,4,139344528,14.500,1,11354081
2021,3,139344524,58.000,9,11354072
2021,3,139344524,450.000,1,11354073
2021,5,139344524,450.000,1,11354074
2021,3,139344520,60.000,1,11354065
2021,5,139344520,45.000,1,11354066
2021,5,139344532,220.000,1,11354085
2021,4,139344525,6.600,1,11354075
2021,12,139344525,14.500,1,11354076
2021,5,139344529,1.800,1,11354082
2021,1,139344534,0.800,1,11354087
2021,8,139344534,5.000,1,11354088
2021,9,139344533,10.000,9,11354086
2021,5,139344603,75.500,1,11354127
2021,5,139344603,116.000,10,11354128
2021,12,139344536,53.300,1,11354091
2021,12,139344537,9.300,1,11354092
2021,2,139344535,0.500,1,11354089
2021,16,139344535,41.000,9,11354090
2021,12,140540530,8.800,1,11549442
2021,12,140540531,9.600,1,11549443
2021,12,140540540,9.100,1,11549458
2021,5,140540539,1.000,1,11549455
2021,12,140540539,5.200,1,11549456
2021,16,140540539,67.000,9,11549457
2021,4,140540529,1.600,1,11549439
2021,5,140540529,170.200,1,11549440
2021,12,140540529,14.600,1,11549441
2021,3,140540534,561.190,1,11549445
2021,5,140540534,937.500,1,11549446
2021,16,140540534,224.000,9,11549447
2021,5,140540538,119.000,1,11549452
2021,11,140540538,12.000,1,11549453
2021,12,140540538,1.000,1,11549454
2021,5,140540535,3433.590,1,11549448
2021,11,140540535,4.000,9,11549449
2021,11,140540535,3.500,1,11549450
2021,5,140540536,13.700,1,11549451
2021,5,142148010,48.510,1,11784487
2021,13,142148010,2.000,9,11784488
2021,5,142148015,1.160,1,11784491
2021,8,142148015,3.000,9,11784492
2021,12,142148015,0.500,1,11784493
2021,12,142148013,28.700,1,11784489
2021,5,142148014,30.000,9,11784490
2021,3,142148017,1.000,1,11784495
2021,5,142148017,29.600,1,11784496
2021,5,142148016,6.900,1,11784494
2021,5,142148008,1.000,1,11784483
2021,12,142148008,2.000,1,11784484
2021,12,142148029,28.400,1,11784517
2021,12,142148023,29.300,1,11784508
2021,16,142148026,15.000,9,11784511
2021,12,142148024,14.200,1,11784509
2021,3,142148027,39.000,1,11784512
2021,5,142148027,3.900,1,11784513
2021,12,142148021,14.300,1,11784504
2021,12,142148020,6.400,1,11784503
2021,12,142148025,3.600,1,11784510
2021,2,142148022,23.200,1,11784505
2021,3,142148022,27.800,1,11784506
2021,5,142148022,18.700,1,11784507
2021,4,142148019,42.000,1,11784500
2021,5,142148019,1.000,1,11784501
2021,12,142148019,1.000,1,11784502
2021,4,142148028,3.000,1,11784514
2021,8,142148028,1.000,9,11784515
2021,12,142148028,29.300,1,11784516
2021,5,141492499,2.100,1,11684243
2021,5,135543445,3.700,1,9732935
2021,5,135543447,0.700,1,6819673
2021,5,135546029,0.800,1,6932492
2021,5,135543449,1.900,1,6832996
2021,5,136709496,5.200,1,9641764
2021,15,135546032,1.000,9,6925454
2021,5,142317371,4.900,1,11806790
2021,12,135546044,3.700,1,6881250
2021,8,135543473,11.500,9,6778822
2021,16,135543473,1.000,9,6778823
2021,12,135543477,1.400,1,9888416
2021,12,135543480,1.000,1,6758020
2021,5,135543484,25.300,1,9889020
2021,12,137777494,12.900,1,11090967
2021,12,135543532,36.100,1,10103036
2021,5,135543532,13.600,1,10103037
2021,2,135543532,4.100,1,10103038
2021,5,135543545,0.001,1,6381115
2021,5,135543551,0.100,1,6404413
2021,12,135543571,4.000,1,9990752
2021,16,135543571,36.000,9,9990753
2021,8,135543571,9.000,9,9990754
2021,12,135543574,1.000,1,10411156
2021,5,135546109,6.000,1,6922351
2021,12,135543582,27.000,1,6775593
2021,5,135546111,1472.000,1,6920042
2021,4,137777497,1.000,9,11090968
2021,8,137777497,6.000,9,11090969
2021,16,135543608,1.000,9,10872134
2021,5,139340166,1.100,1,11353253
2021,5,135546125,0.200,1,7145367
2021,6,135546128,1.000,9,7145368
2021,5,135546128,11.800,1,7145369
2021,12,135543701,1.100,1,10311554
2021,5,139340167,2.800,1,11353254
2021,5,135546140,15.800,1,2859338
2021,5,135543719,2.000,1,10117729
2021,12,148043854,3.000,1,12612304
2021,12,135546258,10.300,1,7015119
2021,8,135546258,1.500,9,7015120
2021,2,137777505,47.600,1,11090970
2021,4,137777505,0.600,1,11090971
2021,4,135546261,0.900,1,6924654
2021,12,135546261,1.200,1,6924655
2021,5,135543768,1798.000,1,6788877
2021,2,135543768,6.000,3,6788878
2021,16,138570848,1.000,9,11219939
2021,4,135546293,1.500,1,7015121
2021,12,136709506,1.100,1,9649111
2021,5,137777507,10.000,1,11090973
2021,8,137777507,4.000,1,11090974
2021,12,137777507,0.500,1,11090975
2021,13,139340169,1.000,9,11353255
2021,5,135546345,17.300,1,6925400
2021,16,135546360,2.000,9,6963403
2021,5,135543805,4.000,1,9480375
2021,12,135546366,0.900,1,6877434
2021,5,135546366,37.200,1,6877435
2021,5,135546373,1.400,1,6873586
2021,5,135546378,3.000,1,7072579
2021,5,135546393,3.500,1,6963404
2021,16,135546393,4.000,9,6963405
2021,5,143150118,1.200,1,11928594
2021,12,135546394,0.900,1,7064091
2021,16,135543828,2.000,9,10168705
2021,4,135543828,3.400,1,10168706
2021,5,135543828,4.600,1,10168707
2021,12,135546414,0.900,1,6876937
2021,5,137777513,26733.200,1,11090976
2021,12,137777513,4.600,1,11090977
2021,4,139340171,5.500,1,11353256
2021,12,139340171,5.400,1,11353257
2021,5,136712810,2.900,1,10030295
2021,5,137777516,19.900,1,11090980
2021,5,144544322,7.900,1,12128386
2021,5,137777517,3.000,1,11090981
2021,12,137777517,2.000,1,11090982
2021,5,135543870,1.000,1,10205403
2021,5,135543911,13.000,1,10313140
2021,5,135546446,14.000,1,6922491
2021,5,135546474,1.300,1,6873694
2021,16,135546490,1.000,1,6905088
2021,5,135543983,18.800,1,10185979
2021,5,140545725,2.000,1,11550367
2021,5,135546502,26.000,1,7023169
2021,5,135543992,1.300,1,10190401
2021,12,135546509,1.500,1,7152343
2021,5,135546509,1.800,1,7152344
2021,12,135543994,4.600,1,9981839
2021,5,137777533,9.500,1,11090983
2021,16,137777533,32.000,9,11090984
2021,12,137777533,12.100,1,11090985
2021,16,135544005,11.000,9,9965330
2021,12,137777537,3.600,1,11090986
2021,5,137777540,144.000,1,11090987
2021,8,137777540,28.000,9,11090988
2021,5,135544013,62.400,1,10185980
2021,5,135546543,3.000,1,7031247
2021,5,135546547,3.000,1,7022728
2021,17,135546597,127.200,1,7002439
2021,5,135546597,10.900,1,7002440
2021,1,135546597,9.700,1,7002441
2021,5,136709528,436.200,1,6841968
2021,5,136709528,94.000,5,6841969
2021,15,136712823,11.000,9,10239408
2021,5,135544048,2.300,1,10087499
2021,5,136713080,10.100,1,10313233
2021,5,136713099,3.000,1,10236723
2021,5,136714937,32.300,1,10209881
2021,5,136719652,4.000,1,10319705
2021,5,136714951,0.500,1,6826630
2021,5,136719663,35.700,1,10310808
2021,12,136714954,1.200,1,10311770
2021,3,137777580,12.900,1,11090996
2021,12,137777582,5.000,1,11090997
2021,12,136714969,5.900,1,10325390
2021,5,136715083,22.500,1,10202648
2021,5,137777589,19.600,1,11090998
2021,15,136715103,13.000,9,10374271
2021,5,136715104,0.400,1,10202649
2021,12,136715105,0.200,1,6849948
2021,5,144544335,2.900,1,12128389
2021,8,144544335,3.000,9,12128390
2021,12,144544335,16.900,1,12128391
2021,5,136719764,2.600,1,10279066
2021,16,140545728,8.000,9,11550368
2021,12,137777599,1.200,1,11090999
2021,12,141492515,28.700,1,11684248
2021,5,136715180,4.900,1,6800342
2021,4,139340237,0.700,1,11353278
2021,12,139340237,1.000,1,11353279
2021,12,136719809,778.000,1,10313126
2021,16,136719809,6.000,9,10313127
2021,5,136719809,80.000,1,10313128
2021,12,142317376,14.900,1,11806791
2021,5,136715195,38.600,1,6849949
2021,11,136715197,7.000,8,6844035
2021,11,136715197,0.900,1,6844036
2021,17,136715201,5.000,9,10203937
2021,16,136715201,4.000,9,10203938
2021,12,136715201,2.000,1,10203939
2021,5,136715214,3.200,1,6811625
2021,5,137777612,29.300,1,11091000
2021,16,137777612,135.500,9,11091001
2021,17,137777612,8.000,9,11091002
2021,8,136715220,1.000,1,10203940
2021,5,136719824,5.000,1,10301440
2021,5,136715221,42.000,1,6836673
2021,5,136719826,3.000,1,10312741
2021,12,136715223,3.900,1,10375784
2021,12,136715236,0.600,1,6800343
2021,12,137777618,0.400,1,11091003
2021,5,136715282,13.700,1,6807166
2021,12,137777621,1.800,1,11091004
2021,5,136715284,32.400,1,6844869
2021,12,136719877,30.000,1,10233231
2021,5,137777623,8.000,1,11091005
2021,16,137777623,121.000,9,11091006
2021,11,136715420,1.000,1,10375785
2021,5,136715426,1.100,1,6830403
2021,5,136715454,8.600,1,6800857
2021,5,136715457,5.500,1,6812782
2021,5,136715459,7.100,1,6819239
2021,5,136715487,8.000,1,6845064
2021,17,136715487,6.000,9,6845065
2021,5,139340242,1.000,1,11353280
2021,2,136715501,2.000,1,6830405
2021,1,136715501,76.000,1,6830406
2021,5,142317379,8.200,1,11806792
2021,5,137777638,2.100,1,11091008
2021,12,136715571,5727.260,1,6808767
2021,5,138570869,3.100,1,11219946
2021,5,136734585,0.050,1,10310723
2021,5,136715600,6.000,1,6812531
2021,16,136734589,1.000,9,10312618
2021,5,139340243,16.200,1,11353281
2021,12,136734590,3.100,1,10252031
2021,12,136734591,19.900,1,10301355
2021,5,137777657,48.300,1,11091010
2021,5,137777657,1.000,5,11091011
2021,5,136734608,0.500,1,10313047
2021,5,137777744,4.000,1,11091038
2021,13,137777744,5.000,9,11091039
2021,5,140545971,0.020,1,11550417
2021,12,138570870,1.000,1,11219947
2021,16,138570870,1.000,9,11219948
2021,5,137777890,1.000,1,11091077
2021,8,137777890,0.010,1,11091078
2021,5,138570926,0.500,1,11219960
2021,5,137777921,0.000,1,11091080
2021,2,138570928,0.500,1,11219961
2021,5,138570928,19.200,1,11219962
2021,12,138570928,0.600,1,11219963
2021,8,137778260,0.050,9,11091167
2021,5,137778264,13.900,1,11091168
2021,5,137778273,5.400,1,11091169
2021,4,137778274,3.900,1,11091170
2021,8,137778288,5.000,9,11091172
2021,12,137778304,0.010,1,11091173
2021,12,137778316,0.300,1,11091174
2021,4,145348377,0.000,1,12241628
2021,12,137778322,4.400,1,11091176
2021,5,139340261,6.000,1,11353286
2021,5,138570934,0.500,1,11219964
2021,16,137778373,1.000,9,11091182
2021,12,137778397,0.700,1,11091183
2021,11,139340262,3.100,1,11353287
2021,15,139340262,3.500,9,11353288
2021,12,142317382,30.000,1,11806794
2021,5,140545734,0.200,1,11550369
2021,8,137778430,1.000,9,11091188
2021,17,137778430,4.000,1,11091189
2021,5,138570940,3.000,1,11219965
2021,4,137778437,6.900,1,11091191
2021,5,137778437,2.000,1,11091192
2021,12,137778548,0.001,1,11091223
2021,12,138570943,1.000,1,11219966
2021,5,137778552,4.800,1,11091225
2021,12,138570945,0.500,1,11219967
2021,12,137778555,0.400,1,11091226
2021,5,137778565,9.000,1,11091227
2021,12,137778565,8.300,1,11091228
2021,16,137778569,2.000,9,11091229
2021,5,137778576,1.900,1,11091230
2021,5,137778583,1.800,1,11091231
2021,12,137778594,0.700,1,11091232
2021,5,137778595,22.000,1,11091233
2021,5,137778612,92.400,1,11091234
2021,4,139340268,0.800,1,11353289
2021,8,139340268,1.000,9,11353290
2021,12,139340268,0.600,1,11353291
2021,5,137778620,7.400,1,11091238
2021,5,145348379,0.050,1,12241629
2021,5,137778665,4.000,1,11091243
2021,12,137778669,0.050,1,11091244
2021,5,140545735,0.300,1,11550370
2021,16,140545735,102.000,9,11550371
2021,2,137778687,0.100,1,11091247
2021,5,137778704,0.700,1,11091248
2021,5,137778712,20.600,1,11091249
2021,9,137778712,1.000,9,11091250
2021,5,137778720,7.000,1,11091251
2021,11,137778720,29.000,9,11091252
2021,5,137778729,0.500,8,11091254
2021,5,137778738,5.900,1,11091255
2021,4,137778739,1.000,1,11091256
2021,5,137778746,15.600,1,11091257
2021,5,139340269,2.100,1,11353292
2021,5,137778794,2.000,1,11091259
2021,5,137778798,10.400,1,11091261
2021,5,137778799,29.700,1,11091262
2021,5,137778802,10.100,1,11091263
2021,5,137778815,0.400,1,11091264
2021,5,137778826,59.000,1,11091265
2021,5,137778828,4.800,1,11091266
2021,12,137778828,3.100,1,11091267
2021,17,137778840,0.001,1,11091268
2021,5,137778847,43.000,1,11091269
2021,5,137778848,0.400,1,11091270
2021,12,137778856,1.800,1,11091271
2021,5,137778867,0.800,1,11091272
2021,12,137778871,1.600,1,11091273
2021,2,137779016,0.100,1,11091314
2021,5,139340279,1.000,1,11353293
2021,5,137779033,0.400,1,11091319
2021,5,137779057,1.000,1,11091324
2021,5,145348381,30.000,1,12241631
2021,12,145348381,2.000,1,12241632
2021,15,145348381,6.000,9,12241633
2021,5,139340280,34.600,1,11353294
2021,5,140545741,1.000,1,11550372
2021,9,140545741,1.000,9,11550373
2021,16,140545742,1.000,9,11550374
2021,12,137779092,1.000,1,11091334
2021,12,138570967,0.800,1,11219969
2021,12,137779109,5.300,1,11091337
2021,5,139340285,5.000,1,11353295
2021,5,137779112,12.800,1,11091339
2021,12,137779112,8.300,1,11091340
2021,12,137779118,0.400,1,11091342
2021,5,137779263,3.600,1,11091362
2021,12,137779264,4.600,1,11091363
2021,5,137779274,24.600,1,11091364
2021,16,137779279,0.001,1,11091365
2021,5,142317384,1.100,1,11806795
2021,5,137779304,8.000,1,11091367
2021,12,137779304,672.000,1,11091368
2021,5,137779309,3.700,1,11091369
2021,5,138570976,0.500,1,11219970
2021,12,137779317,1.100,1,11091371
2021,5,137779331,5.400,1,11091372
2021,17,137779332,1.000,9,11091373
2021,5,137779335,36.300,1,11091374
2021,16,137779335,1.000,1,11091375
2021,5,137779338,12.700,1,11091376
2021,5,145348383,1531.000,1,12241634
2021,11,145348383,180.000,1,12241635
2021,12,139340300,1.100,1,11353296
2021,5,139340301,1.000,1,11353297
2021,13,139340301,3.000,9,11353298
2021,12,137779479,0.400,1,11091422
2021,5,141492566,1.700,1,11684257
2021,12,141492566,0.800,1,11684258
2021,5,143150148,1.000,1,11928601
2021,5,138570989,1.900,1,11219973
2021,5,137779501,2.200,1,11091427
2021,12,137779501,47.400,1,11091428
2021,12,138571162,1.200,1,11220015
2021,5,138571186,27.900,1,11220016
2021,8,138571200,2.000,9,11220017
2021,5,138571204,1.000,1,11220018
2021,12,140545753,1.700,1,11550376
2021,12,138571232,7.000,1,11220020
2021,5,138571249,8.000,1,11220021
2021,12,138571269,3.000,1,11220022
2021,9,138571277,0.300,1,11220023
2021,5,138571289,0.600,1,11220024
2021,4,145348389,2.300,1,12241637
2021,12,145348389,7.600,1,12241638
2021,4,138571298,11.000,1,11220027
2021,12,138571298,2.000,3,11220028
2021,12,138571303,1.100,1,11220029
2021,16,138571303,3.900,1,11220030
2021,5,138571332,2.000,1,11220033
2021,5,138571341,3.000,1,11220034
2021,4,138571346,1.300,1,11220035
2021,12,138571346,6.200,1,11220036
2021,5,138571358,0.800,1,11220037
2021,16,144544401,12.300,1,12128393
2021,5,138571386,22.900,1,11220047
2021,5,138571398,93.900,1,11220051
2021,11,138571398,13.700,1,11220052
2021,5,138571402,1.300,1,11220054
2021,5,138571415,2.500,1,11220055
2021,13,140545764,1.000,9,11550377
2021,5,140545765,5.800,1,11550378
2021,12,140545765,11.600,1,11550379
2021,5,138571426,11.000,1,11220059
2021,12,139340413,5.000,1,11353310
2021,5,138571486,0.500,1,11220065
2021,12,138571491,24.800,1,11220066
2021,5,138571494,3.900,1,11220068
2021,4,138571495,0.050,1,11220069
2021,12,138571495,0.050,1,11220070
2021,4,138571506,21.700,1,11220071
2021,12,138571506,0.400,1,11220072
2021,16,138571506,3.000,9,11220073
2021,12,138571520,0.400,1,11220074
2021,5,138571529,0.020,1,11220075
2021,5,138571569,1.000,1,11220078
2021,5,138571575,12.700,1,11220079
2021,12,138571575,0.400,1,11220080
2021,8,140545768,1.000,9,11550383
2021,12,138571598,1.500,1,11220082
2021,5,139340424,1.000,1,11353311
2021,5,138571604,4.900,1,11220084
2021,5,138571609,44.000,1,11220085
2021,11,138571609,60.000,1,11220086
2021,12,145348391,7.000,1,12241639
2021,8,138571622,1.000,9,11220088
2021,5,138571655,10.100,1,11220089
2021,12,138571661,0.700,1,11220090
2021,12,138571670,0.700,1,11220091
2021,5,138571672,1.000,1,11220092
2021,5,138571673,5.500,1,11220093
2021,12,138571673,10.500,1,11220094
2021,5,139340553,13.800,1,11353332
2021,12,138571681,57.500,1,11220096
2021,4,138571692,1.000,1,11220097
2021,5,138571692,3.000,1,11220098
2021,4,138571707,9.200,1,11220100
2021,12,138571707,10.100,1,11220101
2021,17,138571707,1.000,1,11220102
2021,5,138571870,28.000,1,11220117
2021,12,138571873,0.000,1,11220118
2021,4,138571883,18.500,1,11220119
2021,12,138571883,6.100,1,11220120
2021,5,138571895,1.500,1,11220121
2021,5,138571897,2.600,1,11220122
2021,5,138571906,3.900,1,11220123
2021,5,145348393,8.300,1,12241641
2021,15,145348393,100.000,9,12241642
2021,5,138571930,2.100,1,11220126
2021,5,138571940,3.300,1,11220127
2021,5,138571941,17.800,1,11220128
2021,12,138571941,0.400,1,11220129
2021,5,138571943,200.000,1,11220130
2021,5,138571948,223.000,1,11220131
2021,17,138571994,0.001,1,11220139
2021,12,141492617,1.000,1,11684268
2021,5,138572007,1.700,1,11220141
2021,12,138572021,0.900,1,11220142
2021,12,138572042,2.700,1,11220143
2021,12,138572046,4.600,1,11220144
2021,5,140545790,1.800,1,11550385
2021,5,140545792,66.000,1,11550386
2021,5,138572064,2.100,1,11220147
2021,5,138572069,7.000,1,11220148
2021,5,138572125,90.000,1,11220155
2021,5,138572126,0.500,1,11220156
2021,5,138572143,22.200,1,11220157
2021,5,138572144,9.900,1,11220158
2021,12,138572144,5.900,1,11220159
2021,16,138572144,3.000,9,11220160
2021,5,144544413,1388.000,1,12128394
2021,5,144544413,9.000,5,12128395
2021,5,144544414,1.000,1,12128396
2021,17,144544414,2.000,9,12128397
2021,5,138572245,0.700,1,11220180
2021,12,140545794,3.200,1,11550387
2021,5,138572172,3.100,1,11220168
2021,5,138572173,8.800,1,11220169
2021,12,138572173,0.500,1,11220170
2021,5,138572174,1.000,1,11220171
2021,5,139340556,0.200,8,11353334
2021,16,138572202,0.200,1,11220173
2021,5,140545798,0.450,1,11550388
2021,5,141493000,5.000,1,11684387
2021,5,139340767,19.000,1,11353376
2021,5,139340767,1.000,8,11353377
2021,12,139340794,0.700,1,11353379
2021,5,139340857,64.000,1,11353385
2021,5,139340857,116.000,10,11353386
2021,5,139340863,1.000,1,11353387
2021,12,144544433,2.800,1,12128399
2021,5,139340887,494.600,1,11353389
2021,12,139340887,1.800,1,11353390
2021,5,140545807,2.000,5,11550389
2021,5,139340894,45.700,1,11353392
2021,5,139340894,1.000,9,11353393
2021,9,139340895,10.000,9,11353395
2021,12,139340897,0.800,1,11353396
2021,8,140545808,5.000,9,11550390
2021,5,144544434,120.000,1,12128400
2021,5,144544434,6.000,5,12128401
2021,5,139340919,1.000,1,11353400
2021,5,139340929,0.600,1,11353401
2021,5,144544435,6.300,1,12128402
2021,8,140545810,1.000,9,11550393
2021,12,140545810,0.300,1,11550394
2021,5,139341018,2.000,1,11353422
2021,5,139341018,2.000,9,11353423
2021,5,139341128,0.600,1,11353439
2021,12,139341128,1.500,1,11353440
2021,12,139341128,40.000,5,11353441
2021,5,139341063,7.800,1,11353424
2021,12,139341065,0.200,1,11353425
2021,15,139341065,3.500,9,11353426
2021,12,139341067,1.400,1,11353427
2021,5,139341070,16.300,1,11353428
2021,2,139341076,1.000,1,11353429
2021,5,139341080,5.900,1,11353430
2021,12,139341080,4.500,1,11353431
2021,5,139341083,1.000,1,11353432
2021,5,139341088,2.000,1,11353433
2021,5,139341138,1.300,1,11353442
2021,4,139341143,0.500,1,11353444
2021,17,139341396,0.300,1,11353487
2021,5,139341168,1.000,1,11353446
2021,5,139341175,1.000,1,11353447
2021,5,139341179,3.900,1,11353448
2021,12,139341181,58.100,1,11353449
2021,4,139341191,35.800,1,11353450
2021,12,139341191,139.000,1,11353451
2021,17,139341191,1.000,1,11353452
2021,5,139341194,0.050,1,11353453
2021,5,139341207,5.100,1,11353457
2021,12,139341217,22.800,1,11353458
2021,16,139341217,1.000,1,11353459
2021,5,139341223,8.400,1,11353460
2021,5,139341227,2.000,1,11353461
2021,12,139341228,2.900,1,11353462
2021,5,139341405,0.800,1,11353488
2021,8,139341406,5.000,9,11353489
2021,12,139341406,6.000,1,11353490
2021,17,139341406,11.000,1,11353491
2021,5,139341430,1.700,1,11353492
2021,5,139341434,58.800,1,11353493
2021,5,139341435,5.100,1,11353494
2021,12,139341435,12.300,1,11353495
2021,17,139341437,0.005,1,11353496
2021,5,139341442,20.300,1,11353497
2021,12,139341457,0.300,1,11353498
2021,12,142317408,0.400,1,11806800
2021,12,139341468,6.000,1,11353501
2021,5,139341469,1.000,1,11353502
2021,5,139341470,6.800,1,11353503
2021,5,139341473,1.000,1,11353504
2021,12,139341676,0.010,1,11353534
2021,5,141493018,2.200,1,11684390
2021,4,139341682,0.800,1,11353536
2021,4,139341685,1.000,1,11353537
2021,5,139341688,6.500,1,11353538
2021,5,139341703,9.000,1,11353539
2021,12,139341705,1.000,1,11353540
2021,4,141493022,0.300,1,11684391
2021,12,139341738,1.000,1,11353542
2021,17,139341742,0.001,1,11353543
2021,16,141493026,15.500,9,11684392
2021,12,141493026,0.800,1,11684393
2021,12,139341941,1.000,7,11353570
2021,12,139342215,0.200,1,11353649
2021,12,139341945,0.400,1,11353571
2021,12,139341954,4.000,9,11353572
2021,5,139341963,63.000,1,11353573
2021,12,139341963,80.000,1,11353574
2021,5,139341980,6.000,1,11353577
2021,5,143150205,45.000,1,11928610
2021,5,141493027,7.200,1,11684394
2021,12,141493027,0.010,1,11684395
2021,5,139341995,1.000,8,11353581
2021,12,139342000,4.700,1,11353582
2021,5,139342019,13.600,1,11353583
2021,12,139342222,0.025,1,11353650
2021,5,141493030,9.800,1,11684397
2021,5,139342226,5.300,1,11353652
2021,16,139342226,2.000,9,11353653
2021,5,139342229,8.900,1,11353654
2021,5,139342240,4.500,1,11353655
2021,7,139342254,26.300,1,11353656
2021,12,139342274,3.800,1,11353659
2021,5,142317409,1.000,1,11806801
2021,12,139342313,6.400,1,11353665
2021,5,139342531,1.000,1,11353743
2021,5,139342539,0.400,1,11353744
2021,12,141493032,0.001,1,11684399
2021,5,139342544,14.600,1,11353746
2021,5,144544452,1.000,1,12128403
2021,17,144544452,5.000,9,12128404
2021,8,139342559,3.000,9,11353749
2021,5,139342571,104.500,1,11353750
2021,5,142317410,0.400,1,11806802
2021,12,139342578,1.200,1,11353752
2021,5,142317413,3.700,1,11806803
2021,5,139342779,2.700,1,11353785
2021,11,139342779,2.700,1,11353786
2021,5,139342802,1.300,1,11353787
2021,8,139342815,1.000,9,11353788
2021,5,139342839,5.700,1,11353789
2021,4,139342840,0.200,1,11353790
2021,15,139342840,1.000,9,11353791
2021,12,139342840,0.300,1,11353792
2021,5,142317423,0.700,1,11806810
2021,4,140545985,0.800,1,11550419
2021,12,140545985,1.000,1,11550420
2021,5,144544486,2.000,1,12128411
2021,5,144544486,10.000,9,12128412
2021,12,140546008,0.500,1,11550423
2021,12,140546014,2.100,1,11550424
2021,12,140546018,6.700,1,11550425
2021,12,140546025,0.500,1,11550426
2021,5,140546042,111.000,1,11550427
2021,11,140546042,2.000,1,11550428
2021,12,140546146,2.000,1,11550453
2021,15,140546146,2.000,9,11550454
2021,17,140546146,9.000,9,11550455
2021,5,140546149,0.370,1,11550456
2021,12,140546158,30.300,1,11550459
2021,5,140546171,1.000,3,11550460
2021,4,140546173,1.000,1,11550461
2021,16,140546173,4.000,9,11550462
2021,12,140546173,1.000,1,11550463
2021,12,140546189,1.000,1,11550465
2021,5,141493066,1.800,1,11684405
2021,12,141493066,0.300,1,11684406
2021,12,140546228,2.100,1,11550472
2021,5,140546234,0.300,1,11550473
2021,11,140546237,1.000,9,11550474
2021,12,140546237,0.800,1,11550475
2021,5,140546239,1.000,1,11550476
2021,4,144544641,0.500,1,12128447
2021,5,144544641,0.800,1,12128448
2021,12,140546308,60.000,1,11550483
2021,17,140546309,1.000,9,11550484
2021,2,140546326,2.000,1,11550485
2021,8,140546337,10.000,9,11550486
2021,5,140546338,6.800,1,11550487
2021,5,140546343,1.700,1,11550488
2021,17,140546383,25.000,9,11550489
2021,12,140546547,3.800,1,11550528
2021,5,140546570,11.600,1,11550529
2021,12,144544647,2.400,1,12128450
2021,15,144544647,8.100,1,12128451
2021,5,140546586,2.465,3,11550532
2021,12,140546586,3.815,3,11550533
2021,12,140546596,3.100,1,11550534
2021,5,143150249,535.000,1,11928622
2021,7,140546616,1.000,9,11550536
2021,5,140546626,7.100,1,11550537
2021,5,140546629,3.300,1,11550538
2021,5,140546630,3.900,1,11550539
2021,12,140546630,1.400,1,11550540
2021,4,140546920,0.400,1,11550616
2021,5,140546920,0.700,1,11550617
2021,16,140546920,2.000,9,11550618
2021,5,140546943,8.000,1,11550619
2021,17,144544657,0.001,1,12128452
2021,12,140546967,29.700,1,11550621
2021,5,144544659,9.600,1,12128453
2021,5,143150254,2.300,1,11928623
2021,17,140546997,0.005,1,11550624
2021,12,140547210,0.300,1,11550663
2021,5,140547218,1.000,1,11550664
2021,12,140547222,2.000,1,11550665
2021,8,141493079,0.200,1,11684407
2021,4,140547228,0.500,1,11550667
2021,5,145348422,5.000,1,12241646
2021,12,145348422,15.000,1,12241647
