data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2021,5,136583273,1.000,1,6987582
2021,15,136583273,1.000,1,6987583
2021,5,135710502,0.250,1,375808
2021,12,141497175,0.900,1,11684915
2021,4,135710504,0.500,1,2430491
2021,5,143064552,1.500,1,11916855
2021,6,140213920,9.000,9,11498231
2021,12,143064553,1.000,9,11916856
2021,5,148759568,0.320,1,12704979
2021,5,135710504,9.500,1,2430492
2021,5,136585450,2.500,1,6789745
2021,3,136585450,1.000,1,6789746
2021,5,136583275,11.000,1,6989784
2021,5,136583276,3.450,1,6986071
2021,5,136583277,2.370,1,7159013
2021,5,148759532,1.000,1,12704963
2021,5,148759569,0.320,1,12704980
2021,5,136585452,0.500,1,6789747
2021,5,137716230,1.000,1,11078649
2021,5,136583278,6.500,1,7159586
2021,5,137716231,5.000,1,11078650
2021,12,137716232,24.540,1,11078651
2021,5,136583281,6.000,1,6989785
2021,15,137716233,1.000,1,11078652
2021,12,137716234,0.057,1,11078653
2021,5,137716234,1.000,1,11078654
2021,12,136583285,1.000,1,3391242
2021,12,137716235,1.000,1,11078655
2021,3,136585463,0.050,1,10373550
2021,5,136585463,1.000,1,10373551
2021,5,137716239,1.000,3,11078656
2021,5,136583291,0.050,1,3399943
2021,12,137716241,7.000,3,11078658
2021,12,137716244,0.235,3,11078659
2021,12,136583302,4.140,1,3399944
2021,12,137716245,9.000,1,11078660
2021,12,136583307,1.000,1,7177763
2021,12,136583308,0.050,1,3403284
2021,8,136583308,0.050,1,3403285
2021,5,136583312,1.000,1,7166397
2021,5,137716246,4.050,1,11078661
2021,8,136585474,1.000,9,10382916
2021,5,136585474,2.540,1,10382917
2021,15,136583314,0.250,1,7159016
2021,12,136585476,0.760,1,10389933
2021,12,137716248,2.700,1,11078662
2021,15,136583323,1.000,1,7081664
2021,5,137716249,1.020,3,11078663
2021,5,137716250,0.050,1,11078664
2021,8,137716255,1.000,9,11078665
2021,5,137716259,9.090,1,11078666
2021,5,137716260,1.000,1,11078667
2021,5,137716261,5.380,1,11078668
2021,5,137716262,2.000,1,11078669
2021,15,146123266,1.000,1,12351750
2021,5,146123266,2.790,1,12351751
2021,12,137716264,1.500,1,11078672
2021,5,137716267,1.440,1,11078673
2021,5,137716270,20.440,1,11078674
2021,12,137716271,3.420,1,11078675
2021,15,137716273,1.000,1,11078676
2021,5,137716273,1.000,1,11078677
2021,3,137716276,1.000,1,11078678
2021,12,137716277,0.600,1,11078679
2021,15,137716278,1.000,1,11078680
2021,5,137716288,17.590,1,11078681
2021,4,137716290,1.000,1,11078682
2021,15,137716394,1.000,1,11078691
2021,5,137716396,1.000,1,11078692
2021,12,137716396,0.300,1,11078693
2021,5,137716408,2.000,1,11078694
2021,15,137716409,10.700,1,11078695
2021,15,137716412,2.900,1,11078696
2021,5,143821086,9.550,1,12031007
2021,5,143821099,7.070,1,12031011
2021,5,143821100,1.000,1,12031012
2021,12,143821100,2.000,1,12031013
2021,5,149088999,1.000,1,12755015
2021,8,149088999,1.000,9,12755016
2021,12,149088999,0.100,2,12755017
2021,5,143821087,12.940,1,12031008
2021,5,143821126,6.650,1,12031025
2021,5,143821115,0.520,1,12031019
2021,11,143821115,0.100,1,12031020
2021,11,143821127,2.000,1,12031026
2021,4,149089000,0.005,1,12755018
2021,12,149089000,0.904,1,12755019
2021,12,143821090,1.000,1,12031009
2021,3,143821128,1.000,5,12031027
2021,5,143821128,71.370,1,12031028
2021,12,143821128,1.760,1,12031029
2021,5,143821105,15.900,1,12031014
2021,4,143821130,0.470,1,12031030
2021,12,143821130,0.840,1,12031031
2021,15,143821130,2.000,9,12031032
2021,4,143821107,0.001,1,12031015
2021,5,143821108,1.000,1,12031016
2021,16,143821093,1.000,9,12031010
2021,5,143821084,9.030,1,12031002
2021,11,143821084,1.000,1,12031003
2021,5,143821118,1.000,3,12031021
2021,4,143821132,1.000,1,12031033
2021,12,143821132,1.000,1,12031034
2021,5,143821120,2.200,1,12031022
2021,12,143821111,1.000,1,12031017
2021,5,143821134,1.000,3,12031035
2021,5,143821136,1.000,1,12031036
2021,12,143821136,1.000,1,12031037
2021,12,143821137,0.050,1,12031038
2021,5,143821124,40.260,1,12031023
2021,12,143821124,0.001,1,12031024
2021,3,143821113,1.000,1,12031018
2021,5,143821461,1.000,1,12031109
2021,3,143821419,1.000,5,12031096
2021,3,143821396,2.000,1,12031082
2021,5,143821396,14.500,1,12031083
2021,5,143821435,2.000,3,12031099
2021,5,143821395,1.500,1,12031080
2021,12,143821395,0.001,1,12031081
2021,5,143821436,0.330,1,12031100
2021,12,143821449,0.950,1,12031102
2021,5,143821389,0.500,1,12031077
2021,12,143821629,1.820,1,12031220
2021,5,143821450,0.123,1,12031103
2021,5,143821438,1.000,1,12031101
2021,5,143821472,2.100,1,12031111
2021,5,143821453,75.000,1,12031104
2021,11,143821453,1.500,1,12031105
2021,3,143821631,1.000,1,12031222
2021,5,143821426,2.100,1,12031097
2021,5,143821634,9.600,1,12031223
2021,5,143821455,0.490,1,12031106
2021,12,143821429,1.000,1,12031098
2021,5,143821390,5.000,1,12031078
2021,5,143821392,6.310,1,12031079
2021,15,143821457,1.000,1,12031108
2021,5,149089004,1.000,1,12755023
2021,3,143821646,130.400,1,12031228
2021,5,143821646,3.990,1,12031229
2021,5,143821661,1.000,1,12031237
2021,12,143821398,0.001,1,12031084
2021,16,143821398,1.000,9,12031085
2021,12,143821649,2.980,1,12031231
2021,5,143821679,29.840,1,12031248
2021,8,143821679,16.000,9,12031249
2021,2,143821680,1.000,1,12031250
2021,12,143821680,1.000,1,12031251
2021,4,143821682,0.500,1,12031253
2021,12,143821650,1.000,1,12031232
2021,5,143821651,1.000,1,12031233
2021,5,143821663,1.310,1,12031239
2021,16,143821698,133.000,9,12031258
2021,5,143821665,2.000,3,12031240
2021,5,143821686,1.500,1,12031256
2021,12,143821702,1.870,1,12031261
2021,12,143821705,3.600,1,12031263
2021,5,143821401,0.200,1,12031087
2021,11,143821401,1.000,9,12031088
2021,5,143821399,1.000,1,12031086
2021,5,143821656,1.000,3,12031234
2021,3,143821402,0.002,1,12031089
2021,5,143821674,1.000,3,12031243
2021,12,143821674,1.000,1,12031244
2021,3,144542998,1.000,1,12128179
2021,5,143821807,2.000,3,12031346
2021,5,143821746,1.000,1,12031291
2021,12,143821725,4.620,1,12031272
2021,12,143821796,1.990,1,12031337
2021,16,143821798,1.000,1,12031338
2021,3,143821711,16.000,9,12031265
2021,5,143821711,2.769,3,12031266
2021,12,143821711,2.769,3,12031267
2021,12,143821404,1.000,1,12031090
2021,5,143821799,1.000,1,12031339
2021,11,143821799,1.000,1,12031340
2021,11,143821728,2.000,9,12031273
2021,5,143821731,1.000,1,12031275
2021,5,143821812,1.000,1,12031347
2021,5,143821736,4.870,1,12031278
2021,9,143821736,4.000,9,12031279
2021,12,143821736,6.070,1,12031280
2021,11,143821737,2.000,1,12031281
2021,5,143821803,0.660,1,12031341
2021,3,143821741,1.000,1,12031284
2021,5,143821741,5.790,1,12031285
2021,4,143821742,1.000,1,12031286
2021,5,143821742,1.000,1,12031287
2021,12,143821742,2.000,1,12031288
2021,5,143821813,1.700,1,12031348
2021,3,143821804,1.000,1,12031342
2021,5,143821804,1.700,1,12031343
2021,12,143821743,0.620,1,12031289
2021,5,143821814,2.000,1,12031349
2021,5,143821806,0.130,1,12031344
2021,12,143821806,1.190,1,12031345
2021,5,143821819,1.000,1,12031350
2021,5,143821843,4.000,1,12031359
2021,12,143821844,1.000,1,12031360
2021,4,143821409,0.050,1,12031093
2021,5,143821845,1.000,1,12031361
2021,12,143821846,7.860,1,12031362
2021,5,143821410,15.540,1,12031094
2021,5,143821826,13.610,1,12031351
2021,5,143821405,1.500,1,12031091
2021,5,143821406,1.300,1,12031092
2021,5,143821411,31.700,1,12031095
2021,12,143821827,0.340,1,12031352
2021,17,143821827,1.600,1,12031353
2021,5,143821836,1.870,1,12031355
2021,5,143821854,5.700,1,12031363
2021,5,143821828,0.050,1,12031354
2021,11,143821842,1.000,1,12031358
2021,5,143821837,8.850,1,12031356
2021,12,143821837,5.000,1,12031357
2021,5,143097003,6.020,1,11920763
2021,5,143096988,1.320,1,11920756
2021,5,143097004,6.290,1,11920764
2021,3,143097018,1.000,1,11920771
2021,5,143097018,8.600,1,11920772
2021,5,143097039,0.500,1,11920786
2021,5,143097040,1.000,1,11920787
2021,5,144543013,9.500,1,12128185
2021,12,144543013,2.710,1,12128186
2021,5,143096992,2.800,1,11920757
2021,16,143096992,1.000,1,11920758
2021,5,143097007,11.900,1,11920765
2021,5,143096993,16.540,1,11920759
2021,3,143097019,1.000,1,11920773
2021,5,143097020,1.000,3,11920774
2021,5,143097047,25.680,1,11920788
2021,5,143096994,6.660,1,11920760
2021,5,149089001,0.501,1,12755020
2021,5,143097048,1.000,1,11920789
2021,5,149089003,5.605,1,12755021
2021,11,149089003,6.205,1,12755022
2021,5,143097050,0.790,1,11920793
2021,5,143097008,2.800,1,11920766
2021,12,143097008,0.530,1,11920767
2021,5,143097024,16.250,1,11920777
2021,5,143097052,0.250,1,11920794
2021,5,143097025,0.050,1,11920778
2021,5,143097009,1.100,1,11920768
2021,7,143096996,4.000,9,11920761
2021,12,143097026,7.500,1,11920779
2021,5,143097029,10.420,1,11920780
2021,5,143097010,1.000,1,11920769
2021,5,143096999,1.000,1,11920762
2021,5,143097031,187.440,1,11920781
2021,12,143097031,1.920,1,11920782
2021,5,143097032,0.370,1,11920783
2021,12,143097032,0.380,1,11920784
2021,5,143097055,5.190,1,11920795
2021,12,143097055,1.180,1,11920796
2021,5,143097014,6.830,1,11920770
2021,5,144543014,1.000,1,12128187
2021,12,144543002,1.000,1,12128180
2021,12,144543039,1.000,9,12128194
2021,5,144543003,2.000,1,12128181
2021,4,144543028,0.330,1,12128190
2021,5,144543030,1.000,1,12128191
2021,5,144543004,2.000,1,12128182
2021,12,144543005,3.830,1,12128183
2021,12,144543032,1.000,1,12128192
2021,3,144543020,1.700,1,12128188
2021,5,144543020,386.790,1,12128189
2021,5,144543008,8.620,1,12128184
2021,5,144543043,1.000,1,12128195
2021,5,144543044,0.005,1,12128196
2021,5,145377850,1.630,1,12247594
2021,5,144543045,1.000,1,12128197
2021,12,144543048,0.200,1,12128198
2021,5,144543049,2.000,1,12128199
2021,5,144543050,6.000,1,12128200
2021,3,147496845,2.001,1,12537961
2021,5,147496845,3.000,1,12537962
2021,5,145379415,2.000,1,12247779
2021,5,145379299,4.730,1,12247746
2021,5,145379300,55.560,1,12247747
2021,12,145379310,1.000,1,12247751
2021,12,145379303,0.846,7,12247748
2021,12,145379303,1.460,1,12247749
2021,5,145379418,11.700,1,12247780
2021,5,145379407,0.670,1,12247772
2021,5,145379408,14.480,1,12247773
2021,8,145379408,1.000,9,12247774
2021,5,145379305,6.000,1,12247750
2021,5,145379422,1.000,1,12247781
2021,5,147496849,13.871,1,12537964
2021,5,145379410,1.340,1,12247777
2021,12,145379412,0.005,1,12247778
2021,5,146513606,10.680,1,12403019
2021,5,146513628,15.080,1,12403026
2021,5,146513608,0.005,1,12403020
2021,5,146513629,1.000,1,12403027
2021,15,146513616,2.000,9,12403022
2021,12,146513598,0.005,1,12403016
2021,12,149089008,5.900,1,12755024
2021,5,146513599,1.000,1,12403017
2021,5,147498110,347.001,1,12538116
2021,12,147498110,62.400,1,12538117
2021,16,146513614,1.000,9,12403021
2021,5,146513623,13.300,1,12403024
2021,5,146513634,1.000,1,12403031
2021,5,146513635,11.000,7,12403032
2021,5,146513635,38.800,1,12403033
2021,5,146513602,1.000,1,12403018
2021,5,146513626,2.000,1,12403025
2021,5,146513638,5.450,1,12403034
2021,12,140849487,1.500,1,11596200
2021,8,138208695,431.000,9,11161034
2021,8,138208698,10.000,9,11161036
2021,5,140849482,1.000,4,11596190
2021,8,140849482,7.000,9,11596191
2021,12,140849474,1.000,1,11596180
2021,4,140849475,0.500,1,11596181
2021,12,140849475,1.000,1,11596182
2021,8,145520878,6.500,3,12270031
2021,7,145520890,1345.000,9,12270036
2021,7,145520899,32.000,9,12270039
2021,8,140849481,250.000,9,11596189
2021,12,149361483,3.500,1,12796957
2021,7,145520868,17.000,9,12270023
2021,7,145520864,73.000,9,12270021
2021,7,145520866,1900.000,9,12270022
2021,8,140849476,90.000,9,11596183
2021,8,140849480,1800.000,9,11596188
2021,4,134756271,3.500,1,9564751
2021,8,134754214,4.000,9,9565039
2021,8,138208487,10.000,9,11160992
2021,4,134754210,3.500,1,9688055
2021,8,138208488,2.000,9,11160993
2021,8,138208490,1.000,9,11160995
2021,8,138208489,12.000,9,11160994
2021,8,138208700,231.000,9,11161039
2021,8,138208693,3.000,9,11161033
2021,12,138208699,700.000,1,11161037
2021,13,138208699,30.000,9,11161038
2021,8,138208701,617.000,9,11161040
2021,8,138208696,9.000,9,11161035
2021,5,138208702,1.000,1,11161041
2021,4,140849478,0.500,1,11596186
2021,4,140849484,25.000,1,11596192
2021,12,140849484,849.000,1,11596193
2021,8,140849477,314.000,9,11596184
2021,15,140849477,98.000,9,11596185
2021,8,140849485,500.000,9,11596194
2021,8,140849485,17.000,1,11596195
2021,8,140849486,56.000,9,11596197
2021,12,140849486,7.000,1,11596198
2021,12,140849479,1.000,1,11596187
2021,5,149041039,1.000,3,12749101
2021,12,149041039,3.000,1,12749102
2021,7,145520903,49.000,9,12270041
2021,12,145520895,0.001,1,12270038
2021,4,145520877,3.500,1,12270030
2021,7,145520874,25.000,9,12270028
2021,7,145520880,20.000,9,12270032
2021,7,145520887,25.000,9,12270035
2021,7,145520870,8.000,9,12270025
2021,4,145520872,7.000,1,12270026
2021,12,145520872,20.000,1,12270027
2021,12,149041045,3.000,1,12749107
2021,12,149361477,3.500,4,12796955
2021,7,145520900,996.000,9,12270040
2021,7,145520863,146.000,9,12270020
2021,12,149361473,3.500,1,12796954
2021,12,149041040,565.000,1,12749103
2021,15,149041040,1.000,1,12749104
2021,4,145520856,1.000,1,12270015
2021,7,145520856,8.000,9,12270016
2021,2,145520885,4.000,1,12270034
2021,12,145520859,10.000,1,12270019
2021,5,135546617,0.001,1,7009039
2021,5,138821310,2.000,1,11260154
2021,5,136824928,0.100,1,10379722
2021,15,135546625,1.000,9,7100140
2021,4,135546626,2.000,9,7100141
2021,5,135546629,4.000,1,7015947
2021,13,136824929,16.000,9,6800347
2021,5,136823038,1.000,1,6820805
2021,12,136823040,0.050,1,7141496
2021,12,135544064,0.001,1,9896127
2021,5,136823043,18.000,1,7141497
2021,12,136823043,0.050,1,7141498
2021,5,135544068,48.000,1,9907595
2021,5,136823048,5.000,1,6938379
2021,12,135546639,0.500,3,7025506
2021,12,135544077,0.100,1,9980528
2021,5,136823060,2.000,1,6932483
2021,5,137717095,12.000,1,11078864
2021,16,136823063,5.000,9,6826430
2021,12,136823063,7.020,1,6826431
2021,5,136823063,0.710,1,6826432
2021,12,136824937,0.250,1,6799053
2021,5,137717097,0.001,1,11078865
2021,5,135544092,0.001,1,6853188
2021,5,138821313,15.840,1,11260157
2021,5,135544094,2.000,1,6830809
2021,12,135544094,0.250,1,6830810
2021,5,135546715,0.001,1,6969727
2021,11,135544118,0.010,1,10863392
2021,8,135544119,8.000,9,10862621
2021,4,137717105,0.001,1,11078869
2021,16,137717105,1.000,9,11078870
2021,12,137717107,4.300,1,11078871
2021,5,137717107,0.100,1,11078872
2021,12,135544127,5.650,1,10382077
2021,8,135544127,1.000,9,10382079
2021,8,135544133,15.000,9,10149947
2021,12,137717111,1.000,1,11078873
2021,4,137717111,1.000,1,11078874
2021,12,138821317,0.050,1,11260158
2021,5,138821317,0.050,1,11260159
2021,5,137717113,3.000,1,11078877
2021,5,135544151,2.000,1,10157451
2021,4,138821321,0.100,1,11260160
2021,12,138821321,0.001,1,11260161
2021,5,138821321,3.000,1,11260162
2021,16,137717118,0.028,9,11078881
2021,12,135544158,0.001,1,10157029
2021,12,135544159,0.500,1,10149948
2021,12,135546756,7.000,3,7074189
2021,8,135546756,1.000,1,7074190
2021,13,135544162,5.000,9,10383175
2021,8,137717246,912.000,9,11078923
2021,13,135546762,5.000,9,6864653
2021,12,135544173,0.010,1,10150526
2021,12,138821325,1.000,1,11260163
2021,17,138821325,0.010,1,11260164
2021,4,138821325,0.010,1,11260165
2021,12,137717123,7.000,1,11078885
2021,17,137717123,2.010,1,11078886
2021,5,136824985,23.000,1,9896131
2021,12,138821326,1.000,1,11260166
2021,12,135544185,41.000,1,6819700
2021,5,136824989,26.000,1,6765616
2021,15,136824989,0.010,1,6765617
2021,12,136824990,4.000,1,6765618
2021,12,138821328,1.000,1,11260167
2021,8,135546778,5.000,9,6983912
2021,12,136823117,6.000,1,6827448
2021,16,137717127,0.001,1,11078888
2021,5,137717127,0.001,1,11078889
2021,8,135546784,11.000,9,7009043
2021,12,135544199,1.000,1,6783104
2021,7,135546785,0.001,1,6985074
2021,12,137717129,23.000,1,11078890
2021,4,137717130,0.002,1,11078891
2021,12,135544206,0.001,1,10124442
2021,5,136824998,0.010,1,9888417
2021,5,135544211,1.000,1,10124129
2021,5,137717133,0.001,1,11078892
2021,3,136825003,0.025,1,10392177
2021,12,136825004,0.100,1,10385672
2021,12,138821333,0.990,1,11260168
2021,5,135546816,192.000,1,6982000
2021,5,136823125,0.990,3,6827449
2021,5,137717172,0.500,1,11078899
2021,8,139009472,3.000,9,11292107
2021,5,138821339,1.000,1,11260170
2021,8,135546826,1.000,9,7052261
2021,5,135544223,5.000,1,10383943
2021,5,137717183,0.001,1,11078902
2021,12,135546846,0.500,3,7031248
2021,5,138821345,0.100,1,11260173
2021,5,138821346,0.990,1,11260174
2021,5,135544241,0.010,1,10387827
2021,12,136823146,5.000,1,6827450
2021,12,138821348,0.001,1,11260175
2021,7,138821348,5.500,9,11260176
2021,12,136823153,1.000,1,6806178
2021,12,138821350,1.000,1,11260177
2021,4,138821351,2.000,1,11260178
2021,12,135546868,0.010,1,6887678
2021,12,135546869,0.010,1,7144022
2021,5,135546869,0.005,1,7144023
2021,5,136823161,0.010,1,6864651
2021,12,136823161,1.000,1,6864652
2021,4,138821353,1.000,1,11260179
2021,12,138821353,0.500,1,11260180
2021,5,137717198,1.000,1,11078911
2021,5,136823169,0.001,1,6810317
2021,16,136823171,274.000,1,6971839
2021,3,136823171,270.000,1,6971841
2021,5,135544272,2.000,1,10396600
2021,12,138821355,0.050,1,11260181
2021,17,138821355,0.050,1,11260182
2021,12,135546902,5.000,1,7144024
2021,12,135546912,0.001,1,7038370
2021,8,135546912,2.000,9,7038371
2021,4,137717206,0.001,1,11078914
2021,2,136823186,1.000,1,6806180
2021,5,136823186,0.990,1,6806181
2021,13,137717209,0.500,3,11078915
2021,12,135546938,0.250,1,6989665
2021,14,135544296,0.500,9,10120781
2021,12,135546945,0.001,1,7156886
2021,8,135546948,5.000,9,7155463
2021,5,136825085,0.020,1,10367820
2021,5,136823230,0.010,1,6816118
2021,5,136825098,0.001,1,10366650
2021,5,135544317,1.000,1,10168708
2021,12,135544317,1.000,1,10168709
2021,12,135544330,1.000,1,10124558
2021,5,136823244,0.010,1,6810437
2021,11,138821367,0.010,1,11260183
2021,5,137717225,0.001,1,11078917
2021,12,138821369,3.000,9,11260184
2021,4,138821369,0.100,1,11260185
2021,4,136823259,0.100,1,6816120
2021,8,136823269,0.990,1,10132465
2021,12,138821381,5.000,1,11260188
2021,5,137717258,2.000,1,11078925
2021,5,136825158,0.990,1,10334091
2021,11,138821385,0.001,1,11260189
2021,12,138821386,0.100,1,11260190
2021,12,136823317,0.990,1,10121128
2021,5,136825184,1.000,1,10376469
2021,17,136825184,1.000,1,10376470
2021,11,138821389,0.100,1,11260191
2021,12,138821393,0.500,1,11260192
2021,12,137717280,0.500,1,11078930
2021,5,138821395,1.000,1,11260193
2021,5,138821396,1.000,1,11260194
2021,2,138821397,1.000,1,11260195
2021,12,138821397,1.000,1,11260196
2021,16,138821398,374.000,1,11260197
2021,5,136823359,0.001,1,6818152
2021,12,136823359,1.000,1,6818153
2021,5,137717337,8.000,1,11078942
2021,5,138821400,0.001,1,11260198
2021,5,138821401,2.000,1,11260199
2021,5,138821402,0.100,1,11260200
2021,12,138821404,1.000,1,11260201
2021,5,137717343,0.990,1,11078947
2021,12,138821405,0.990,1,11260202
2021,5,137717347,0.025,1,11078949
2021,12,136823459,4.000,1,6863743
2021,12,137717356,0.100,1,11078950
2021,12,138821410,0.350,1,11260203
2021,11,138821411,0.010,1,11260204
2021,5,138821412,4.000,1,11260205
2021,12,136823486,1.000,1,6840737
2021,11,136823486,1.000,1,6840738
2021,5,136825369,0.001,1,10336311
2021,17,136825371,1.000,1,6769828
2021,5,136825371,10.000,1,6769829
2021,15,136825371,5.000,9,6769830
2021,12,138821415,5.000,1,11260206
2021,5,136825374,0.990,1,10327131
2021,16,136825378,0.001,9,6769831
2021,12,138821418,1.000,1,11260207
2021,5,138821418,3.000,1,11260208
2021,12,136823510,0.500,1,10657289
2021,12,138821422,2.000,1,11260209
2021,16,136825425,2.890,1,6785469
2021,5,137717389,0.050,1,11078958
2021,12,137717390,0.101,1,11078959
2021,11,138821428,0.010,1,11260210
2021,12,137717393,220.000,1,11078963
2021,4,137717393,0.500,1,11078964
