data_year,nibrs_month_id,agency_id,month_num,inc_data_year,reported_status,report_date,update_flag,orig_format,data_home,ddocname,did,month_pub_status
2021,20490445,11696,1,2021,I,,,X,,2021_01_ND0010000_AD-21-00001_INC,93919981,
2021,20490445,11696,1,2021,I,,,X,,2021_01_ND0010000_AD-21-00010_INC,93919978,
2021,20490446,11696,2,2021,I,,,X,,2021_02_ND0010000_AD-21-00018_INC,97182195,
2021,20490445,11696,1,2021,I,,,X,,2021_01_ND0010000_AD-21-00019_INC,107468184,
2021,20490446,11696,2,2021,I,,,X,,2021_02_ND0010000_AD-21-00021_INC,97181347,
2021,20490446,11696,2,2021,I,,,X,,2021_02_ND0010000_AD-21-00023_INC,97181344,
2021,20490446,11696,2,2021,I,,,X,,2021_02_ND0010000_AD-21-00031_INC,99664886,
2021,20490446,11696,2,2021,I,,,X,,2021_02_ND0010000_AD-21-00046_INC,102502638,
2021,40276245,11696,3,2021,I,,,X,,2021_03_ND0010000_AD-21-00049_INC,99664883,
2021,40276245,11696,3,2021,I,,,X,,2021_03_ND0010000_AD-21-00051_INC,107468193,
2021,40276245,11696,3,2021,R,,,X,,2021_03_ND0010000_AD-21-00053_INC,112871135,
2021,40276245,11696,3,2021,I,,,X,,2021_03_ND0010000_AD-21-00057_INC,102502650,
2021,40276245,11696,3,2021,I,,,X,,2021_03_ND0010000_AD-21-00059_INC,107468200,
2021,40276245,11696,3,2021,R,,,X,,2021_03_ND0010000_AD-21-00061_INC,126980838,
2021,40276245,11696,3,2021,R,,,X,,2021_03_ND0010000_AD-21-00066_INC,127351865,
2021,40289757,11696,4,2021,R,,,X,,2021_04_ND0010000_AD-21-00068_INC,103557729,
2021,40289757,11696,4,2021,R,,,X,,2021_04_ND0010000_AD-21-00070_INC,126987104,
2021,40289757,11696,4,2021,I,,,X,,2021_04_ND0010000_AD-21-00073_INC,102502632,
2021,40295411,11696,5,2021,I,,,X,,2021_05_ND0010000_AD-21-00080_INC,107468187,
2021,40295411,11696,5,2021,I,,,X,,2021_05_ND0010000_AD-21-00081_INC,103557738,
2021,40295411,11696,5,2021,I,,,X,,2021_05_ND0010000_AD-21-00087_INC,126980835,
2021,40295411,11696,5,2021,I,,,X,,2021_05_ND0010000_AD-21-00096_INC,107468205,
2021,40311380,11696,6,2021,I,,,X,,2021_06_ND0010000_AD-21-00098_INC,107468208,
2021,40311380,11696,6,2021,I,,,X,,2021_06_ND0010000_AD-21-00103_INC,107468190,
2021,40311380,11696,6,2021,I,,,X,,2021_06_ND0010000_AD-21-00105_INC,109051299,
2021,40311380,11696,6,2021,I,,,X,,2021_06_ND0010000_AD-21-00115_INC,109051296,
2021,40317777,11696,7,2021,I,,,X,,2021_07_ND0010000_AD-21-00120_INC,109051293,
2021,40317777,11696,7,2021,I,,,X,,2021_07_ND0010000_AD-21-00122_INC,109051290,
2021,40317777,11696,7,2021,I,,,X,,2021_07_ND0010000_AD-21-00124_INC,109051284,
2021,40317777,11696,7,2021,I,,,X,,2021_07_ND0010000_AD-21-00125_INC,109051287,
2021,40317777,11696,7,2021,I,,,X,,2021_07_ND0010000_AD-21-00129_INC,126980820,
2021,40317777,11696,7,2021,I,,,X,,2021_07_ND0010000_AD-21-00133_INC,109051278,
2021,40317777,11696,7,2021,I,,,X,,2021_07_ND0010000_AD-21-00136_INC,126980832,
2021,40317777,11696,7,2021,I,,,X,,2021_07_ND0010000_AD-21-00137_INC,109051281,
2021,40317777,11696,7,2021,I,,,X,,2021_07_ND0010000_AD-21-00140_INC,126980829,
2021,40330397,11696,8,2021,I,,,X,,2021_08_ND0010000_AD-21-00143_INC,111946649,
2021,40330397,11696,8,2021,I,,,X,,2021_08_ND0010000_AD-21-00150_INC,111946652,
2021,40330397,11696,8,2021,I,,,X,,2021_08_ND0010000_AD-21-00168_INC,126980856,
2021,40409161,11696,9,2021,I,,,X,,2021_09_ND0010000_AD-21-00170_INC,126980853,
2021,40330397,11696,8,2021,I,,,X,,2021_08_ND0010000_AD-21-00171_INC,126980850,
2021,40409161,11696,9,2021,I,,,X,,2021_09_ND0010000_AD-21-00173_INC,126980847,
2021,40409161,11696,9,2021,I,,,X,,2021_09_ND0010000_AD-21-00178_INC,126980844,
2021,40370929,11696,10,2021,R,,,X,,2021_10_ND0010000_AD-21-00184_INC,124162679,
2021,40370929,11696,10,2021,I,,,X,,2021_10_ND0010000_AD-21-00189_INC,120253675,
2021,40370930,11696,11,2021,I,,,X,,2021_11_ND0010000_AD-21-00196_INC,120253722,
2021,40370930,11696,11,2021,I,,,X,,2021_11_ND0010000_AD-21-00199_INC,126980823,
2021,40370930,11696,11,2021,R,,,X,,2021_11_ND0010000_AD-21-00200_INC,126980876,
2021,40370930,11696,11,2021,R,,,X,,2021_11_ND0010000_AD-21-00202_INC,126980879,
2021,20493557,11697,1,2021,I,,,X,,2021_01_ND0020000_202100000054_INC,93378619,
2021,20493557,11697,1,2021,R,2021-01-09,,X,,2021_01_ND0020000_202100000229_INC,103516643,
2021,20493557,11697,1,2021,I,,,X,,2021_01_ND0020000_202100000232_INC,93374346,
2021,20493557,11697,1,2021,I,2021-01-15,,X,,2021_01_ND0020000_202100000361_INC,93378625,
2021,20493557,11697,1,2021,I,2021-01-20,,X,,2021_01_ND0020000_202100000477_INC,93378628,
2021,20493557,11697,1,2021,I,2021-01-21,,X,,2021_01_ND0020000_202100000508_INC,96574392,
2021,20493557,11697,1,2021,I,2021-01-25,,X,,2021_01_ND0020000_202100000573_INC,99148242,
2021,20493558,11697,2,2021,I,2021-02-17,,X,,2021_02_ND0020000_202100001097_INC,96577914,
2021,20493558,11697,2,2021,I,2021-02-27,,X,,2021_02_ND0020000_202100001375_INC,99148245,
2021,40272460,11697,3,2021,I,2021-03-11,,X,,2021_03_ND0020000_202100001625_INC,103516805,
2021,40272460,11697,3,2021,I,2021-03-20,,X,,2021_03_ND0020000_202100001856_INC,99148248,
2021,40272460,11697,3,2021,R,2021-03-23,,X,,2021_03_ND0020000_202100001920_INC,103516658,
2021,40295082,11697,4,2021,I,2021-04-10,,X,,2021_04_ND0020000_202100002352_INC,103516808,
2021,40295082,11697,4,2021,I,2021-04-28,,X,,2021_04_ND0020000_202100002792_INC,116554991,
2021,40295082,11697,4,2021,I,2021-04-29,,X,,2021_04_ND0020000_202100002816_INC,105858576,
2021,40295082,11697,4,2021,I,2021-04-30,,X,,2021_04_ND0020000_202100002832_INC,116554994,
2021,40295083,11697,5,2021,I,2021-05-10,,X,,2021_05_ND0020000_202100003069_INC,103516814,
2021,40295083,11697,5,2021,I,2021-05-15,,X,,2021_05_ND0020000_202100003236_INC,103516817,
2021,40295083,11697,5,2021,R,2021-05-20,,X,,2021_05_ND0020000_202100003399_INC,105858579,
2021,40295083,11697,5,2021,I,2021-05-24,,X,,2021_05_ND0020000_202100003521_INC,108805721,
2021,40295083,11697,5,2021,I,2021-05-24,,X,,2021_05_ND0020000_202100003532_INC,105858582,
2021,40295083,11697,5,2021,I,2021-05-30,,X,,2021_05_ND0020000_202100003679_INC,105858585,
2021,40303435,11697,6,2021,I,2021-06-26,,X,,2021_06_ND0020000_202100004321_INC,105858588,
2021,40303435,11697,6,2021,R,2021-06-27,,X,,2021_06_ND0020000_202100004339_INC,110734494,
2021,40316821,11697,7,2021,I,2021-07-08,,X,,2021_07_ND0020000_202100004577_INC,108805727,
2021,40316821,11697,7,2021,I,2021-07-10,,X,,2021_07_ND0020000_202100004624_INC,108805730,
2021,40316821,11697,7,2021,R,2021-07-24,,X,,2021_07_ND0020000_202100005093_INC,110734500,
2021,40324947,11697,8,2021,R,2021-08-03,,X,,2021_08_ND0020000_202100005335_INC,110734503,
2021,40324947,11697,8,2021,R,2021-08-20,,X,,2021_08_ND0020000_202100005822_INC,113057984,
2021,40324947,11697,8,2021,I,2021-08-20,,X,,2021_08_ND0020000_202100005826_INC,110734509,
2021,40324947,11697,8,2021,R,2021-08-25,,X,,2021_08_ND0020000_202100005908_INC,127320948,
2021,40324947,11697,8,2021,I,2021-08-27,,X,,2021_08_ND0020000_202100005978_INC,110734512,
2021,40334389,11697,9,2021,I,2021-09-13,,X,,2021_09_ND0020000_202100006450_INC,113060312,
2021,40334389,11697,9,2021,I,2021-09-19,,X,,2021_09_ND0020000_202100006610_INC,113060315,
2021,40334389,11697,9,2021,I,2021-09-19,,X,,2021_09_ND0020000_202100006621_INC,113060318,
2021,40334389,11697,9,2021,R,2021-09-25,,X,,2021_09_ND0020000_202100006782_INC,127320964,
2021,40350911,11697,10,2021,I,2021-10-01,,X,,2021_10_ND0020000_202100006904_INC,132114037,
2021,40350911,11697,10,2021,I,2021-10-01,,X,,2021_10_ND0020000_202100006925_INC,116554997,
2021,40350911,11697,10,2021,R,2021-10-09,,X,,2021_10_ND0020000_202100007135_INC,127320906,
2021,40350911,11697,10,2021,I,,,X,,2021_10_ND0020000_202100007214_INC,119815007,
2021,40350911,11697,10,2021,I,2021-10-30,,X,,2021_10_ND0020000_202100007611_INC,116555000,
2021,40334389,11697,9,2021,I,,,X,,2021_09_ND0020000_202100007627_INC,119815010,
2021,40368943,11697,11,2021,I,2021-11-26,,X,,2021_11_ND0020000_202100008201_INC,119815013,
2021,40368943,11697,11,2021,I,2021-11-26,,X,,2021_11_ND0020000_202100008203_INC,119815016,
2021,40377582,11697,12,2021,I,2021-12-14,,X,,2021_12_ND0020000_202100008566_INC,121558441,
2021,40377582,11697,12,2021,R,2021-12-17,,X,,2021_12_ND0020000_202100008620_INC,127320927,
2021,40377582,11697,12,2021,I,2021-12-23,,X,,2021_12_ND0020000_202100008764_INC,121558447,
2021,40377582,11697,12,2021,R,2021-12-25,,X,,2021_12_ND0020000_202100008794_INC,127320988,
2021,20496831,11698,1,2021,R,,,X,,2021_01_ND0020100_VC-21-00001_INC,122349150,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00007_INC,93692221,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00030_INC,93692230,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00031_INC,93688322,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00033_INC,97163996,
2021,20496831,11698,1,2021,R,,,X,,2021_01_ND0020100_VC-21-00037_INC,97159202,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00039_INC,93688328,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00041_INC,93688325,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00042_INC,97159310,
2021,20496831,11698,1,2021,R,,,X,,2021_01_ND0020100_VC-21-00044_INC,122349242,
2021,20496831,11698,1,2021,R,,,X,,2021_01_ND0020100_VC-21-00045_INC,93708635,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00046_INC,93688316,
2021,20496831,11698,1,2021,R,,,X,,2021_01_ND0020100_VC-21-00047_INC,122349140,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00051_INC,97164008,
2021,20496831,11698,1,2021,R,,,X,,2021_01_ND0020100_VC-21-00054_INC,99436088,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00055_INC,97159265,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00056_INC,97164005,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00057_INC,93692209,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00060_INC,93692212,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00063_INC,97159301,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00064_INC,93692203,
2021,20496831,11698,1,2021,R,,,X,,2021_01_ND0020100_VC-21-00066_INC,122349253,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00067_INC,97159283,
2021,20496831,11698,1,2021,I,,,X,,2021_01_ND0020100_VC-21-00069_INC,97163993,
2021,20496831,11698,1,2021,R,,,X,,2021_01_ND0020100_VC-21-00075_INC,122349212,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00076_INC,97164011,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00077_INC,99436217,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00078_INC,122349317,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00080_INC,122349305,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00082_INC,106455718,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00083_INC,97164002,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00085_INC,97159292,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00086_INC,97163999,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00090_INC,97159280,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00091_INC,122349233,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00093_INC,97159295,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00100_INC,97163978,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00101_INC,99436202,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00102_INC,99436211,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00103_INC,122349221,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00104_INC,97163987,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00105_INC,119344338,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00107_INC,97163984,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00108_INC,97163972,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00109_INC,119344323,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00114_INC,119344329,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00116_INC,97159274,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00118_INC,99436196,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00119_INC,99436178,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00121_INC,119344344,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00125_INC,97163975,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00130_INC,103438193,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00138_INC,99436172,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00139_INC,99436166,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00143_INC,99436199,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00144_INC,99436205,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00146_INC,119943879,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00147_INC,99436193,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00150_INC,99436190,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00153_INC,99436169,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00157_INC,101441008,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00165_INC,99436184,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00168_INC,99436163,
2021,20496832,11698,2,2021,R,,,X,,2021_02_ND0020100_VC-21-00170_INC,122349284,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00173_INC,99436142,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00176_INC,106455757,
2021,40275281,11698,3,2021,R,,,X,,2021_03_ND0020100_VC-21-00177_INC,119344741,
2021,20496831,11698,1,2021,R,,,X,,2021_01_ND0020100_VC-21-00178_INC,122349296,
2021,40275281,11698,3,2021,R,,,X,,2021_03_ND0020100_VC-21-00179_INC,122349291,
2021,40275281,11698,3,2021,R,,,X,,2021_03_ND0020100_VC-21-00184_INC,122349278,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00185_INC,99436139,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00186_INC,99436103,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00187_INC,99436121,
2021,40275281,11698,3,2021,R,,,X,,2021_03_ND0020100_VC-21-00193_INC,109054472,
2021,40275281,11698,3,2021,R,,,X,,2021_03_ND0020100_VC-21-00197_INC,106455652,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00200_INC,99436127,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00201_INC,99436136,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00202_INC,99436130,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00212_INC,99436115,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00213_INC,99436109,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00215_INC,99436100,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00216_INC,101441068,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00217_INC,101441071,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00218_INC,99436106,
2021,40275281,11698,3,2021,R,,,X,,2021_03_ND0020100_VC-21-00219_INC,122349341,
2021,40275281,11698,3,2021,R,,,X,,2021_03_ND0020100_VC-21-00220_INC,103438488,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00222_INC,99436097,
2021,20496832,11698,2,2021,I,,,X,,2021_02_ND0020100_VC-21-00223_INC,122365190,
2021,40275281,11698,3,2021,R,,,X,,2021_03_ND0020100_VC-21-00224_INC,122349351,
2021,40275281,11698,3,2021,R,,,X,,2021_03_ND0020100_VC-21-00225_INC,119344449,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00226_INC,122349572,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00228_INC,101455229,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00229_INC,101441065,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00230_INC,101441059,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00232_INC,101441062,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00233_INC,110876218,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00234_INC,101441041,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00235_INC,110876224,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00240_INC,101441053,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00242_INC,101441035,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00247_INC,109054466,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00250_INC,119344359,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00252_INC,119344365,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00254_INC,103450153,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00255_INC,101441014,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00256_INC,103438479,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00260_INC,101441005,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00261_INC,109054556,
2021,40275281,11698,3,2021,I,,,X,,2021_03_ND0020100_VC-21-00263_INC,101440999,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00264_INC,101441020,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00270_INC,101441011,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00275_INC,119344351,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00276_INC,103450216,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00285_INC,106455658,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00289_INC,103450225,
2021,40275281,11698,3,2021,R,,,X,,2021_03_ND0020100_VC-21-00297_INC,109054493,
2021,40284928,11698,4,2021,I,,,X,,2021_04_ND0020100_VC-21-00302_INC,103450201,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00305_INC,119344377,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00306_INC,119344383,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00307_INC,106455676,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00308_INC,103450198,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00310_INC,103450195,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00311_INC,103450219,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00319_INC,103450210,
2021,40284928,11698,4,2021,R,,,X,,2021_04_ND0020100_VC-21-00320_INC,106455664,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00327_INC,103450204,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00328_INC,103450207,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00331_INC,122349374,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00332_INC,106455670,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00334_INC,103450192,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00337_INC,103450177,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00338_INC,106455772,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00342_INC,109054478,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00344_INC,122349362,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00346_INC,132190284,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00347_INC,103450171,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00348_INC,103449283,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00350_INC,119344371,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00352_INC,103450165,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00358_INC,103449289,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00363_INC,106455766,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00365_INC,103450156,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00370_INC,103449286,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00373_INC,103449292,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00374_INC,109054490,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00375_INC,106455724,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00381_INC,106455751,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00387_INC,106455769,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00389_INC,106455733,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00390_INC,106455754,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00392_INC,106455760,
2021,40294590,11698,5,2021,R,,,X,,2021_05_ND0020100_VC-21-00394_INC,110876596,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00400_INC,106455736,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00403_INC,106455748,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00407_INC,106455730,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00413_INC,106455742,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00415_INC,106455739,
2021,40294590,11698,5,2021,I,,,X,,2021_05_ND0020100_VC-21-00416_INC,106455745,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00430_INC,106455727,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00431_INC,106455706,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00432_INC,106455712,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00434_INC,106455721,
2021,40305707,11698,6,2021,R,,,X,,2021_06_ND0020100_VC-21-00447_INC,126849868,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00448_INC,106455709,
2021,40305707,11698,6,2021,R,,,X,,2021_06_ND0020100_VC-21-00450_INC,119344395,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00455_INC,106455691,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00456_INC,106455694,
2021,40305707,11698,6,2021,R,,,X,,2021_06_ND0020100_VC-21-00458_INC,122349465,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00462_INC,106455703,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00466_INC,106455697,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00467_INC,106455700,
2021,40305707,11698,6,2021,R,,,X,,2021_06_ND0020100_VC-21-00468_INC,110876296,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00469_INC,109054577,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00470_INC,109054517,
2021,40305707,11698,6,2021,R,,,X,,2021_06_ND0020100_VC-21-00474_INC,119344416,
2021,40305707,11698,6,2021,I,,,X,,2021_06_ND0020100_VC-21-00479_INC,109054583,
2021,40317802,11698,7,2021,R,,,X,,2021_07_ND0020100_VC-21-00484_INC,110876290,
2021,40317802,11698,7,2021,I,,,X,,2021_07_ND0020100_VC-21-00485_INC,109054565,
2021,40317802,11698,7,2021,R,,,X,,2021_07_ND0020100_VC-21-00487_INC,122349548,
2021,40317802,11698,7,2021,R,,,X,,2021_07_ND0020100_VC-21-00488_INC,119344422,
2021,40317802,11698,7,2021,I,,,X,,2021_07_ND0020100_VC-21-00490_INC,109054553,
2021,40317802,11698,7,2021,I,,,X,,2021_07_ND0020100_VC-21-00498_INC,109054544,
2021,40317802,11698,7,2021,R,,,X,,2021_07_ND0020100_VC-21-00503_INC,122349537,
2021,40317802,11698,7,2021,I,,,X,,2021_07_ND0020100_VC-21-00504_INC,109054532,
2021,40317802,11698,7,2021,I,,,X,,2021_07_ND0020100_VC-21-00505_INC,109054535,
